filename,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr,prediction
002c21358ce6.png,0.845328,0.040562,0.066936,0.024434,0.022740,anodr
005b95c28852.png,0.756464,0.062216,0.108441,0.035527,0.037352,anodr
00cc2b75cddd.png,0.744209,0.079799,0.106184,0.034137,0.035671,anodr
0182152c50de.png,0.525629,0.129493,0.220749,0.057851,0.066278,anodr
02cd34a85b24.png,0.834891,0.047490,0.068943,0.024925,0.023751,anodr
03b373718013.png,0.659070,0.108201,0.144262,0.042631,0.045837,anodr
04aef84a2cc1.png,0.666543,0.080225,0.151597,0.047464,0.054171,anodr
05b1bb2bdb81.png,0.887584,0.031499,0.049862,0.016770,0.014285,anodr
07596907347b.png,0.766078,0.061763,0.098474,0.036151,0.037534,anodr
07751b94a88a.png,0.798755,0.061886,0.084899,0.028387,0.026072,anodr
0790515cf5af.png,0.470077,0.144684,0.242688,0.062469,0.080082,anodr
08037e4490e5.png,0.572638,0.097017,0.212982,0.058108,0.059255,anodr
0851d6a69589.png,0.796899,0.061833,0.083208,0.028998,0.029062,anodr
08b6e3240858.png,0.736413,0.064274,0.127732,0.038479,0.033101,anodr
08bef347f40d.png,0.609373,0.104627,0.176288,0.054234,0.055478,anodr
08ee569d4721.png,0.708172,0.079049,0.127826,0.040146,0.044807,anodr
09237bf783a4.png,0.800986,0.059042,0.081325,0.029842,0.028806,anodr
096436d68d06.png,0.794954,0.058228,0.089871,0.030865,0.026082,anodr
099021fac3c9.png,0.796969,0.055727,0.081673,0.032196,0.033435,anodr
09c8323c612e.png,0.806673,0.059245,0.079345,0.027152,0.027585,anodr
0a38b552372d.png,0.523455,0.133019,0.219785,0.056998,0.066744,anodr
0a85a1e8f9e9.png,0.747363,0.044527,0.133167,0.043041,0.031902,anodr
0babc12807b2.png,0.184909,0.129262,0.438245,0.116951,0.130633,cmoderatedr
0cbcc7b23613.png,0.796871,0.046092,0.096391,0.031413,0.029233,anodr
0cd31078cd08.png,0.651881,0.093011,0.160339,0.047699,0.047069,anodr
0ce062f26edc.png,0.624817,0.091142,0.176693,0.056932,0.050415,anodr
0cecc2864b7f.png,0.679858,0.081116,0.143420,0.047823,0.047783,anodr
0d9a9896f801.png,0.822414,0.046555,0.075521,0.027333,0.028178,anodr
0da321efbce6.png,0.409669,0.152398,0.277638,0.079596,0.080699,anodr
0db1d8dcf219.png,0.602108,0.109038,0.163626,0.057637,0.067591,anodr
0e3572b5884a.png,0.840992,0.047374,0.066320,0.023414,0.021900,anodr
0ef4c61dc056.png,0.773449,0.074622,0.092002,0.030286,0.029641,anodr
0fbbd665431f.png,0.629873,0.102455,0.161626,0.052541,0.053505,anodr
0fc6829da85b.png,0.841707,0.047467,0.067325,0.023858,0.019643,anodr
1002b5151b8e.png,0.616206,0.120688,0.162858,0.047168,0.053081,anodr
103f97a2ab15.png,0.653054,0.096576,0.154297,0.045773,0.050300,anodr
10a5026eb8e6.png,0.804263,0.053202,0.088779,0.028821,0.024934,anodr
10de500cf0c5.png,0.619036,0.116875,0.159265,0.051066,0.053758,anodr
10f10fd30718.png,0.726961,0.083799,0.114785,0.037700,0.036755,anodr
12058bbb8299.png,0.658006,0.088349,0.154288,0.047538,0.051819,anodr
12bc439d373a.png,0.819442,0.054589,0.079352,0.025283,0.021333,anodr
12ef75375322.png,0.490235,0.086361,0.255785,0.072011,0.095608,anodr
143db89c11c8.png,0.521385,0.126972,0.218601,0.060270,0.072773,anodr
15b21c80cc31.png,0.691510,0.079132,0.140414,0.041906,0.047038,anodr
15e24b73d4a7.png,0.730453,0.078321,0.118231,0.037242,0.035753,anodr
1633f8291a80.png,0.710865,0.086977,0.119883,0.038911,0.043364,anodr
165634a6167e.png,0.875119,0.033214,0.059537,0.018611,0.013520,anodr
178412895d5e.png,0.727644,0.067344,0.120589,0.043782,0.040642,anodr
186c1835eec5.png,0.617088,0.075611,0.184496,0.057384,0.065421,anodr
18b7e34eab8f.png,0.716689,0.090470,0.120000,0.035905,0.036936,anodr
18b99159a14f.png,0.814675,0.056712,0.074578,0.027413,0.026622,anodr
18ce0cdc473d.png,0.787492,0.056571,0.098223,0.032960,0.024755,anodr
1a0dbc6c0cda.png,0.610030,0.098539,0.183300,0.052649,0.055482,anodr
1a1e974a7dbf.png,0.787882,0.059642,0.092972,0.029763,0.029741,anodr
1c47815f4a6b.png,0.837767,0.044207,0.072739,0.024033,0.021254,anodr
1ca62b3e4fd3.png,0.830951,0.043978,0.076320,0.026129,0.022622,anodr
1d0b93317aa8.png,0.812460,0.061038,0.073139,0.027155,0.026208,anodr
1d3e9b939732.png,0.788837,0.067622,0.087865,0.028893,0.026783,anodr
1d74c4713e21.png,0.650926,0.085861,0.152393,0.052715,0.058105,anodr
1db0393cdbc1.png,0.767015,0.074980,0.097338,0.031143,0.029524,anodr
