filename,true_label,predicted_label,true_class,predicted_class,prob_anormal,prob_cglaucoma
image_001_170.jpg,0,1,anormal,cglaucoma,0.34906954,0.65093046
image_002_202.jpg,0,0,anormal,anormal,0.87168634,0.1283137
image_003_50.jpg,0,0,anormal,anormal,0.85495394,0.14504601
image_004_65.jpg,0,0,anormal,anormal,0.6787117,0.32128826
image_005_13.jpg,0,1,anormal,cglaucoma,0.44669744,0.5533026
image_006_4.jpg,0,0,anormal,anormal,0.86329997,0.1367
image_007_5.jpg,0,0,anormal,anormal,0.8671527,0.13284725
image_008_116.jpg,0,1,anormal,cglaucoma,0.48286918,0.5171308
image_009_125.jpg,0,0,anormal,anormal,0.8327367,0.16726328
image_010_41.jpg,0,0,anormal,anormal,0.88451356,0.11548649
image_011_214.jpg,0,0,anormal,anormal,0.89634913,0.103650905
image_012_56.jpg,0,0,anormal,anormal,0.67161614,0.3283839
image_013_71.jpg,0,0,anormal,anormal,0.73893374,0.2610663
image_014_59.jpg,0,0,anormal,anormal,0.73118377,0.26881626
image_015_209.jpg,0,0,anormal,anormal,0.67758924,0.3224108
image_016_82.jpg,0,0,anormal,anormal,0.6762281,0.32377186
image_017_93.jpg,0,0,anormal,anormal,0.73767245,0.26232755
image_018_120.jpg,0,0,anormal,anormal,0.6758814,0.3241186
image_019_168.jpg,0,0,anormal,anormal,0.8432206,0.15677941
image_020_10.jpg,0,1,anormal,cglaucoma,0.42134574,0.5786542
image_021_26.jpg,0,0,anormal,anormal,0.7128128,0.28718722
image_022_55.jpg,0,0,anormal,anormal,0.8046936,0.19530642
image_023_103.jpg,0,1,anormal,cglaucoma,0.34728578,0.6527142
image_024_200.jpg,0,0,anormal,anormal,0.7786102,0.22138977
image_025_99.jpg,0,0,anormal,anormal,0.7133344,0.28666568
image_026_146.jpg,0,0,anormal,anormal,0.8061705,0.1938295
image_027_32.jpg,0,0,anormal,anormal,0.848373,0.15162696
image_028_96.jpg,0,0,anormal,anormal,0.78936905,0.210631
image_029_217.jpg,0,0,anormal,anormal,0.5288106,0.47118938
image_030_219.jpg,0,0,anormal,anormal,0.5304958,0.46950424
image_031_49.jpg,0,1,anormal,cglaucoma,0.4839936,0.5160064
image_032_39.jpg,0,0,anormal,anormal,0.7149185,0.28508145
image_033_187.jpg,0,0,anormal,anormal,0.6967091,0.3032909
image_034_36.jpg,0,1,anormal,cglaucoma,0.30134204,0.69865793
image_035_160.jpg,0,0,anormal,anormal,0.7462938,0.2537062
image_036_25.jpg,0,1,anormal,cglaucoma,0.36033547,0.63966453
image_037_178.jpg,0,0,anormal,anormal,0.7340259,0.26597404
image_038_95.jpg,0,1,anormal,cglaucoma,0.2508409,0.74915904
image_039_12.jpg,0,0,anormal,anormal,0.6490799,0.35092002
image_040_16.jpg,0,1,anormal,cglaucoma,0.49916923,0.50083077
image_041_108.jpg,0,0,anormal,anormal,0.694112,0.30588803
image_042_63.jpg,0,0,anormal,anormal,0.8639779,0.13602205
image_043_54.jpg,0,1,anormal,cglaucoma,0.40860385,0.59139615
image_044_70.jpg,0,0,anormal,anormal,0.6257067,0.37429333
image_045_182.jpg,0,1,anormal,cglaucoma,0.17034255,0.82965744
image_046_64.jpg,0,1,anormal,cglaucoma,0.38900802,0.61099195
image_047_143.jpg,0,1,anormal,cglaucoma,0.2325151,0.7674849
image_048_130.jpg,0,0,anormal,anormal,0.7389738,0.26102623
image_049_105.jpg,0,0,anormal,anormal,0.66735166,0.33264828
image_050_163.jpg,0,0,anormal,anormal,0.8812023,0.1187977
image_051_190.jpg,0,0,anormal,anormal,0.86082256,0.13917747
image_052_3.jpg,0,0,anormal,anormal,0.7327678,0.26723215
image_053_136.jpg,0,0,anormal,anormal,0.69308335,0.30691668
image_054_158.jpg,0,0,anormal,anormal,0.8012203,0.19877978
image_055_139.jpg,0,0,anormal,anormal,0.8059903,0.19400974
image_056_142.jpg,0,0,anormal,anormal,0.83187085,0.16812916
image_057_109.jpg,0,0,anormal,anormal,0.6989135,0.30108652
image_058_118.jpg,0,0,anormal,anormal,0.78693384,0.21306609
image_059_220.jpg,0,0,anormal,anormal,0.5664501,0.43354988
image_060_79.jpg,0,0,anormal,anormal,0.729542,0.27045804
image_061_44.jpg,0,0,anormal,anormal,0.8584438,0.14155623
image_062_135.jpg,0,0,anormal,anormal,0.65301627,0.34698367
image_063_110.jpg,0,0,anormal,anormal,0.91484267,0.085157275
image_064_164.jpg,0,0,anormal,anormal,0.78173953,0.21826047
image_065_92.jpg,0,0,anormal,anormal,0.83797574,0.16202421
image_066_218.jpg,0,0,anormal,anormal,0.68543696,0.31456307
image_067_127.jpg,0,0,anormal,anormal,0.8841759,0.11582411
image_068_173.jpg,0,0,anormal,anormal,0.69933754,0.30066246
image_069_184.jpg,0,0,anormal,anormal,0.7860182,0.21398175
image_070_212.jpg,0,0,anormal,anormal,0.8351221,0.16487785
image_071_154.jpg,0,1,anormal,cglaucoma,0.4164979,0.58350205
image_072_102.jpg,0,0,anormal,anormal,0.8812022,0.1187978
image_073_179.jpg,0,0,anormal,anormal,0.85689026,0.1431097
image_074_37.jpg,0,0,anormal,anormal,0.8568904,0.14310966
image_075_195.jpg,0,0,anormal,anormal,0.7377686,0.2622314
image_076_33.jpg,0,0,anormal,anormal,0.6620474,0.33795258
image_077_201.jpg,0,1,anormal,cglaucoma,0.34011042,0.65988964
image_078_67.jpg,0,0,anormal,anormal,0.9140949,0.085905105
image_079_15.jpg,0,0,anormal,anormal,0.8839974,0.11600268
image_080_157.jpg,0,0,anormal,anormal,0.7742317,0.22576839
image_081_153.jpg,0,0,anormal,anormal,0.7917641,0.20823596
image_082_9.jpg,0,1,anormal,cglaucoma,0.44707257,0.55292743
image_083_30.jpg,0,0,anormal,anormal,0.7840315,0.21596849
image_084_34.jpg,0,0,anormal,anormal,0.58787495,0.41212505
image_085_61.jpg,0,0,anormal,anormal,0.682975,0.31702504
image_086_24.jpg,0,0,anormal,anormal,0.8051697,0.1948303
image_087_210.jpg,0,0,anormal,anormal,0.52347755,0.47652248
image_088_175.jpg,0,0,anormal,anormal,0.88399744,0.116002515
image_089_38.jpg,0,0,anormal,anormal,0.8794827,0.12051731
image_090_145.jpg,0,0,anormal,anormal,0.9036723,0.09632778
image_091_223.jpg,0,0,anormal,anormal,0.80122423,0.1987758
image_092_1.jpg,0,0,anormal,anormal,0.86849284,0.13150722
image_093_140.jpg,0,1,anormal,cglaucoma,0.44707257,0.55292743
image_094_150.jpg,0,0,anormal,anormal,0.85929173,0.14070827
image_095_11.jpg,0,0,anormal,anormal,0.79266584,0.20733422
image_096_98.jpg,0,0,anormal,anormal,0.8178629,0.18213713
image_097_176.jpg,0,0,anormal,anormal,0.5381509,0.46184906
image_098_205.jpg,0,0,anormal,anormal,0.51820105,0.4817989
image_099_22.jpg,0,0,anormal,anormal,0.67412156,0.32587844
