filename,true_label,pred_label,confidence,prob_anormal,prob_cglaucoma
image_001_170.jpg,anormal,anormal,0.9059626460075378,0.9059626460075378,0.09403739869594574
image_002_202.jpg,anormal,anormal,0.9112440347671509,0.9112440347671509,0.0887560248374939
image_003_50.jpg,anormal,anormal,0.8357590436935425,0.8357590436935425,0.1642409712076187
image_004_65.jpg,anormal,anormal,0.821398138999939,0.821398138999939,0.17860184609889984
image_005_13.jpg,anormal,anormal,0.8388757109642029,0.8388757109642029,0.16112428903579712
image_006_4.jpg,anormal,anormal,0.8735697269439697,0.8735697269439697,0.12643027305603027
image_007_5.jpg,anormal,anormal,0.8276796936988831,0.8276796936988831,0.17232036590576172
image_008_116.jpg,anormal,anormal,0.9014285802841187,0.9014285802841187,0.09857138246297836
image_009_125.jpg,anormal,anormal,0.9206547141075134,0.9206547141075134,0.07934527099132538
image_010_41.jpg,anormal,anormal,0.846812903881073,0.846812903881073,0.15318717062473297
image_011_214.jpg,anormal,anormal,0.8305203914642334,0.8305203914642334,0.16947966814041138
image_012_56.jpg,anormal,anormal,0.8029560446739197,0.8029560446739197,0.19704392552375793
image_013_71.jpg,anormal,anormal,0.8190969824790955,0.8190969824790955,0.18090298771858215
image_014_59.jpg,anormal,anormal,0.8693442940711975,0.8693442940711975,0.1306557059288025
image_015_209.jpg,anormal,anormal,0.8024570941925049,0.8024570941925049,0.19754287600517273
image_016_82.jpg,anormal,anormal,0.9186498522758484,0.9186498522758484,0.08135009557008743
image_017_93.jpg,anormal,anormal,0.8069243431091309,0.8069243431091309,0.19307565689086914
image_018_120.jpg,anormal,anormal,0.8695954084396362,0.8695954084396362,0.13040457665920258
image_019_168.jpg,anormal,anormal,0.8599637150764465,0.8599637150764465,0.14003631472587585
image_020_10.jpg,anormal,anormal,0.866965651512146,0.866965651512146,0.1330343633890152
image_021_26.jpg,anormal,anormal,0.8931257724761963,0.8931257724761963,0.1068742424249649
image_022_55.jpg,anormal,anormal,0.9088917970657349,0.9088917970657349,0.09110822528600693
image_023_103.jpg,anormal,anormal,0.8867859244346619,0.8867859244346619,0.11321412026882172
image_024_200.jpg,anormal,anormal,0.9045285582542419,0.9045285582542419,0.09547144919633865
image_025_99.jpg,anormal,anormal,0.8533379435539246,0.8533379435539246,0.14666202664375305
image_026_146.jpg,anormal,anormal,0.8709527850151062,0.8709527850151062,0.12904717028141022
image_027_32.jpg,anormal,anormal,0.9157624244689941,0.9157624244689941,0.08423762023448944
image_028_96.jpg,anormal,anormal,0.8666173219680786,0.8666173219680786,0.133382648229599
image_029_217.jpg,anormal,anormal,0.8532875776290894,0.8532875776290894,0.14671239256858826
image_030_219.jpg,anormal,anormal,0.8896178603172302,0.8896178603172302,0.11038210242986679
image_031_49.jpg,anormal,anormal,0.8920117020606995,0.8920117020606995,0.10798834264278412
image_032_39.jpg,anormal,anormal,0.8863577246665955,0.8863577246665955,0.11364227533340454
image_033_187.jpg,anormal,anormal,0.78717440366745,0.78717440366745,0.21282564103603363
image_034_36.jpg,anormal,anormal,0.9166622161865234,0.9166622161865234,0.08333777636289597
image_035_160.jpg,anormal,anormal,0.8970374464988708,0.8970374464988708,0.10296256095170975
image_036_25.jpg,anormal,anormal,0.839901864528656,0.839901864528656,0.160098135471344
image_037_178.jpg,anormal,anormal,0.8805521130561829,0.8805521130561829,0.11944788694381714
image_038_95.jpg,anormal,anormal,0.8228425979614258,0.8228425979614258,0.17715735733509064
image_039_12.jpg,anormal,anormal,0.8709611296653748,0.8709611296653748,0.12903887033462524
image_040_16.jpg,anormal,anormal,0.8640464544296265,0.8640464544296265,0.13595353066921234
image_041_108.jpg,anormal,anormal,0.9107989072799683,0.9107989072799683,0.08920110017061234
image_042_63.jpg,anormal,anormal,0.8416090607643127,0.8416090607643127,0.15839090943336487
image_043_54.jpg,anormal,anormal,0.8493766188621521,0.8493766188621521,0.1506233960390091
image_044_70.jpg,anormal,anormal,0.8374898433685303,0.8374898433685303,0.16251018643379211
image_045_182.jpg,anormal,anormal,0.8233649134635925,0.8233649134635925,0.17663508653640747
image_046_64.jpg,anormal,anormal,0.8185590505599976,0.8185590505599976,0.18144096434116364
image_047_143.jpg,anormal,anormal,0.8111584186553955,0.8111584186553955,0.1888415813446045
image_048_130.jpg,anormal,anormal,0.8182095289230347,0.8182095289230347,0.1817905306816101
image_049_105.jpg,anormal,anormal,0.793816864490509,0.793816864490509,0.20618315041065216
image_050_163.jpg,anormal,anormal,0.8437253832817078,0.8437253832817078,0.15627460181713104
image_051_190.jpg,anormal,anormal,0.7989631295204163,0.7989631295204163,0.20103685557842255
image_052_3.jpg,anormal,anormal,0.7994207143783569,0.7994207143783569,0.2005792111158371
image_053_136.jpg,anormal,anormal,0.8293716311454773,0.8293716311454773,0.1706283539533615
image_054_158.jpg,anormal,anormal,0.8498660326004028,0.8498660326004028,0.15013399720191956
image_055_139.jpg,anormal,anormal,0.8759118914604187,0.8759118914604187,0.12408815324306488
image_056_142.jpg,anormal,anormal,0.8869776725769043,0.8869776725769043,0.11302235722541809
image_057_109.jpg,anormal,anormal,0.8882001638412476,0.8882001638412476,0.11179991066455841
image_058_118.jpg,anormal,anormal,0.8781405687332153,0.8781405687332153,0.12185948342084885
image_059_220.jpg,anormal,anormal,0.8557822108268738,0.8557822108268738,0.14421777427196503
image_060_79.jpg,anormal,anormal,0.8006924986839294,0.8006924986839294,0.19930750131607056
image_061_44.jpg,anormal,anormal,0.7940676212310791,0.7940676212310791,0.2059323489665985
image_062_135.jpg,anormal,anormal,0.8086960911750793,0.8086960911750793,0.19130389392375946
image_063_110.jpg,anormal,anormal,0.7955780029296875,0.7955780029296875,0.2044220268726349
image_064_164.jpg,anormal,anormal,0.8574124574661255,0.8574124574661255,0.1425875574350357
image_065_92.jpg,anormal,anormal,0.9414741396903992,0.9414741396903992,0.05852590128779411
image_066_218.jpg,anormal,anormal,0.8386772274971008,0.8386772274971008,0.16132274270057678
