filename,true_label,predicted_label,true_class,predicted_class,prob_anormal,prob_cglaucoma
../../../data/data_VEIRC/test/anormal/image_001_170.jpg,0,0,anormal,anormal,0.8868496,0.11315041
../../../data/data_VEIRC/test/anormal/image_002_202.jpg,0,0,anormal,anormal,0.87778676,0.12221316
../../../data/data_VEIRC/test/anormal/image_003_50.jpg,0,0,anormal,anormal,0.88537765,0.114622355
../../../data/data_VEIRC/test/anormal/image_004_65.jpg,0,0,anormal,anormal,0.8793137,0.12068627
../../../data/data_VEIRC/test/anormal/image_005_13.jpg,0,0,anormal,anormal,0.87944573,0.120554246
../../../data/data_VEIRC/test/anormal/image_006_4.jpg,0,0,anormal,anormal,0.88227195,0.11772802
../../../data/data_VEIRC/test/anormal/image_007_5.jpg,0,0,anormal,anormal,0.8774654,0.12253463
../../../data/data_VEIRC/test/anormal/image_008_116.jpg,0,0,anormal,anormal,0.88758194,0.11241808
../../../data/data_VEIRC/test/anormal/image_009_125.jpg,0,0,anormal,anormal,0.8900925,0.10990751
../../../data/data_VEIRC/test/anormal/image_010_41.jpg,0,0,anormal,anormal,0.88869864,0.111301385
../../../data/data_VEIRC/test/anormal/image_011_214.jpg,0,0,anormal,anormal,0.8882492,0.111750714
../../../data/data_VEIRC/test/anormal/image_012_56.jpg,0,0,anormal,anormal,0.8831433,0.116856694
../../../data/data_VEIRC/test/anormal/image_013_71.jpg,0,0,anormal,anormal,0.8781493,0.12185068
../../../data/data_VEIRC/test/anormal/image_014_59.jpg,0,0,anormal,anormal,0.8905154,0.109484605
../../../data/data_VEIRC/test/anormal/image_015_209.jpg,0,0,anormal,anormal,0.8853207,0.11467921
../../../data/data_VEIRC/test/anormal/image_016_82.jpg,0,0,anormal,anormal,0.89038867,0.10961134
../../../data/data_VEIRC/test/anormal/image_017_93.jpg,0,0,anormal,anormal,0.882466,0.11753397
../../../data/data_VEIRC/test/anormal/image_018_120.jpg,0,0,anormal,anormal,0.88489836,0.11510166
../../../data/data_VEIRC/test/anormal/image_019_168.jpg,0,0,anormal,anormal,0.88014597,0.11985397
../../../data/data_VEIRC/test/anormal/image_020_10.jpg,0,0,anormal,anormal,0.8873754,0.11262456
../../../data/data_VEIRC/test/anormal/image_021_26.jpg,0,0,anormal,anormal,0.88467354,0.11532644
../../../data/data_VEIRC/test/anormal/image_022_55.jpg,0,0,anormal,anormal,0.8866337,0.11336633
../../../data/data_VEIRC/test/anormal/image_023_103.jpg,0,0,anormal,anormal,0.89040154,0.109598495
../../../data/data_VEIRC/test/anormal/image_024_200.jpg,0,0,anormal,anormal,0.8834902,0.11650974
../../../data/data_VEIRC/test/anormal/image_025_99.jpg,0,0,anormal,anormal,0.88861585,0.111384176
../../../data/data_VEIRC/test/anormal/image_026_146.jpg,0,0,anormal,anormal,0.88505644,0.11494355
../../../data/data_VEIRC/test/anormal/image_027_32.jpg,0,0,anormal,anormal,0.8902607,0.10973926
../../../data/data_VEIRC/test/anormal/image_028_96.jpg,0,0,anormal,anormal,0.8811555,0.118844554
../../../data/data_VEIRC/test/anormal/image_029_217.jpg,0,0,anormal,anormal,0.8839277,0.116072334
../../../data/data_VEIRC/test/anormal/image_030_219.jpg,0,0,anormal,anormal,0.891817,0.10818306
../../../data/data_VEIRC/test/anormal/image_031_49.jpg,0,0,anormal,anormal,0.88322455,0.11677542
../../../data/data_VEIRC/test/anormal/image_032_39.jpg,0,0,anormal,anormal,0.8840418,0.1159582
../../../data/data_VEIRC/test/anormal/image_033_187.jpg,0,0,anormal,anormal,0.88390195,0.116098054
../../../data/data_VEIRC/test/anormal/image_034_36.jpg,0,0,anormal,anormal,0.8886369,0.111363135
../../../data/data_VEIRC/test/anormal/image_035_160.jpg,0,0,anormal,anormal,0.8805717,0.11942824
../../../data/data_VEIRC/test/anormal/image_036_25.jpg,0,0,anormal,anormal,0.8913604,0.10863959
../../../data/data_VEIRC/test/anormal/image_037_178.jpg,0,0,anormal,anormal,0.886029,0.11397102
../../../data/data_VEIRC/test/anormal/image_038_95.jpg,0,0,anormal,anormal,0.879109,0.12089094
../../../data/data_VEIRC/test/anormal/image_039_12.jpg,0,0,anormal,anormal,0.8886055,0.11139453
../../../data/data_VEIRC/test/anormal/image_040_16.jpg,0,0,anormal,anormal,0.8843114,0.11568865
../../../data/data_VEIRC/test/anormal/image_041_108.jpg,0,0,anormal,anormal,0.88532925,0.11467078
../../../data/data_VEIRC/test/anormal/image_042_63.jpg,0,0,anormal,anormal,0.8891933,0.110806644
../../../data/data_VEIRC/test/anormal/image_043_54.jpg,0,0,anormal,anormal,0.88646984,0.113530144
../../../data/data_VEIRC/test/anormal/image_044_70.jpg,0,0,anormal,anormal,0.88524425,0.11475571
../../../data/data_VEIRC/test/anormal/image_045_182.jpg,0,0,anormal,anormal,0.8828045,0.117195524
../../../data/data_VEIRC/test/anormal/image_046_64.jpg,0,0,anormal,anormal,0.8839956,0.11600441
../../../data/data_VEIRC/test/anormal/image_047_143.jpg,0,0,anormal,anormal,0.88238215,0.11761783
../../../data/data_VEIRC/test/anormal/image_048_130.jpg,0,0,anormal,anormal,0.883755,0.11624492
../../../data/data_VEIRC/test/anormal/image_049_105.jpg,0,0,anormal,anormal,0.8836149,0.11638509
../../../data/data_VEIRC/test/anormal/image_050_163.jpg,0,0,anormal,anormal,0.88740385,0.11259613
../../../data/data_VEIRC/test/anormal/image_051_190.jpg,0,0,anormal,anormal,0.8845822,0.11541776
../../../data/data_VEIRC/test/anormal/image_052_3.jpg,0,0,anormal,anormal,0.88554335,0.114456646
../../../data/data_VEIRC/test/anormal/image_053_136.jpg,0,0,anormal,anormal,0.8862075,0.11379249
../../../data/data_VEIRC/test/anormal/image_054_158.jpg,0,0,anormal,anormal,0.8901552,0.109844856
../../../data/data_VEIRC/test/anormal/image_055_139.jpg,0,0,anormal,anormal,0.88721526,0.11278478
../../../data/data_VEIRC/test/anormal/image_056_142.jpg,0,0,anormal,anormal,0.88516045,0.114839554
../../../data/data_VEIRC/test/anormal/image_057_109.jpg,0,0,anormal,anormal,0.8835988,0.116401136
../../../data/data_VEIRC/test/anormal/image_058_118.jpg,0,0,anormal,anormal,0.8894045,0.1105955
../../../data/data_VEIRC/test/anormal/image_059_220.jpg,0,0,anormal,anormal,0.8868673,0.113132745
../../../data/data_VEIRC/test/anormal/image_060_79.jpg,0,0,anormal,anormal,0.88324434,0.11675566
../../../data/data_VEIRC/test/anormal/image_061_44.jpg,0,0,anormal,anormal,0.881505,0.11849499
../../../data/data_VEIRC/test/anormal/image_062_135.jpg,0,0,anormal,anormal,0.8837714,0.1162286
../../../data/data_VEIRC/test/anormal/image_063_110.jpg,0,0,anormal,anormal,0.8882026,0.111797445
../../../data/data_VEIRC/test/anormal/image_064_164.jpg,0,0,anormal,anormal,0.88681376,0.11318622
../../../data/data_VEIRC/test/anormal/image_065_92.jpg,0,0,anormal,anormal,0.88798946,0.112010606
../../../data/data_VEIRC/test/anormal/image_066_218.jpg,0,0,anormal,anormal,0.884213,0.11578703
../../../data/data_VEIRC/test/anormal/image_067_127.jpg,0,0,anormal,anormal,0.8841895,0.11581057
../../../data/data_VEIRC/test/anormal/image_068_173.jpg,0,0,anormal,anormal,0.8875883,0.11241168
../../../data/data_VEIRC/test/anormal/image_069_184.jpg,0,0,anormal,anormal,0.8869434,0.11305656
