filename,true_label,predicted_label,true_class,predicted_class,prob_a_noamd,prob_b_amd
../../../data/data_ADAM/test/a_noamd/N0001.jpg,0,0,a_noamd,a_noamd,0.65509814,0.3449019
../../../data/data_ADAM/test/a_noamd/N0002.jpg,0,0,a_noamd,a_noamd,0.6546072,0.34539276
../../../data/data_ADAM/test/a_noamd/N0003.jpg,0,0,a_noamd,a_noamd,0.65816313,0.3418369
../../../data/data_ADAM/test/a_noamd/N0004.jpg,0,0,a_noamd,a_noamd,0.6575875,0.34241247
../../../data/data_ADAM/test/a_noamd/N0005.jpg,0,0,a_noamd,a_noamd,0.6696508,0.33034915
../../../data/data_ADAM/test/a_noamd/N0006.jpg,0,0,a_noamd,a_noamd,0.64542145,0.35457852
../../../data/data_ADAM/test/a_noamd/N0007.jpg,0,0,a_noamd,a_noamd,0.6461812,0.3538188
../../../data/data_ADAM/test/a_noamd/N0008.jpg,0,0,a_noamd,a_noamd,0.6436876,0.35631236
../../../data/data_ADAM/test/a_noamd/N0009.jpg,0,0,a_noamd,a_noamd,0.65225685,0.34774315
../../../data/data_ADAM/test/a_noamd/N0010.jpg,0,0,a_noamd,a_noamd,0.6501276,0.34987238
../../../data/data_ADAM/test/a_noamd/N0011.jpg,0,0,a_noamd,a_noamd,0.65899134,0.3410086
../../../data/data_ADAM/test/a_noamd/N0012.jpg,0,0,a_noamd,a_noamd,0.65111554,0.34888443
../../../data/data_ADAM/test/a_noamd/N0013.jpg,0,0,a_noamd,a_noamd,0.6439049,0.3560951
../../../data/data_ADAM/test/a_noamd/N0014.jpg,0,0,a_noamd,a_noamd,0.64598894,0.3540111
../../../data/data_ADAM/test/a_noamd/N0015.jpg,0,0,a_noamd,a_noamd,0.6741993,0.3258007
../../../data/data_ADAM/test/a_noamd/N0016.jpg,0,0,a_noamd,a_noamd,0.66794115,0.33205885
../../../data/data_ADAM/test/a_noamd/N0017.jpg,0,0,a_noamd,a_noamd,0.6458255,0.35417455
../../../data/data_ADAM/test/a_noamd/N0018.jpg,0,0,a_noamd,a_noamd,0.64174074,0.3582593
../../../data/data_ADAM/test/a_noamd/N0019.jpg,0,0,a_noamd,a_noamd,0.645434,0.354566
../../../data/data_ADAM/test/a_noamd/N0020.jpg,0,0,a_noamd,a_noamd,0.6517157,0.3482843
../../../data/data_ADAM/test/a_noamd/N0021.jpg,0,0,a_noamd,a_noamd,0.6418146,0.35818544
../../../data/data_ADAM/test/a_noamd/N0022.jpg,0,0,a_noamd,a_noamd,0.6687283,0.33127168
../../../data/data_ADAM/test/a_noamd/N0023.jpg,0,0,a_noamd,a_noamd,0.62343395,0.37656602
../../../data/data_ADAM/test/a_noamd/N0024.jpg,0,0,a_noamd,a_noamd,0.6341825,0.3658175
../../../data/data_ADAM/test/a_noamd/N0025.jpg,0,0,a_noamd,a_noamd,0.652751,0.347249
../../../data/data_ADAM/test/a_noamd/N0026.jpg,0,0,a_noamd,a_noamd,0.6540316,0.3459684
../../../data/data_ADAM/test/a_noamd/N0027.jpg,0,0,a_noamd,a_noamd,0.6740789,0.32592112
../../../data/data_ADAM/test/a_noamd/N0028.jpg,0,0,a_noamd,a_noamd,0.6535549,0.34644508
../../../data/data_ADAM/test/a_noamd/N0029.jpg,0,0,a_noamd,a_noamd,0.6445058,0.35549417
../../../data/data_ADAM/test/a_noamd/N0030.jpg,0,0,a_noamd,a_noamd,0.6453689,0.35463116
../../../data/data_ADAM/test/a_noamd/N0031.jpg,0,0,a_noamd,a_noamd,0.66461855,0.33538148
../../../data/data_ADAM/test/a_noamd/N0032.jpg,0,0,a_noamd,a_noamd,0.6665255,0.3334745
../../../data/data_ADAM/test/a_noamd/N0033.jpg,0,0,a_noamd,a_noamd,0.64886975,0.35113022
