filename,true_class,predicted_class,score_class_0,score_class_1
N0001.jpg,a_noamd,a_noamd,0.809819,0.190181
N0002.jpg,a_noamd,a_noamd,0.806280,0.193720
N0003.jpg,a_noamd,a_noamd,0.605904,0.394096
N0004.jpg,a_noamd,a_noamd,0.511989,0.488011
N0005.jpg,a_noamd,a_noamd,0.663080,0.336920
N0006.jpg,a_noamd,a_noamd,0.792911,0.207089
N0007.jpg,a_noamd,a_noamd,0.837040,0.162960
N0008.jpg,a_noamd,a_noamd,0.831337,0.168663
N0009.jpg,a_noamd,a_noamd,0.713503,0.286497
N0010.jpg,a_noamd,a_noamd,0.611193,0.388807
N0011.jpg,a_noamd,b_amd,0.488969,0.511031
N0012.jpg,a_noamd,a_noamd,0.891943,0.108057
N0013.jpg,a_noamd,a_noamd,0.851007,0.148994
N0014.jpg,a_noamd,a_noamd,0.854402,0.145598
N0015.jpg,a_noamd,a_noamd,0.778885,0.221115
N0016.jpg,a_noamd,a_noamd,0.729915,0.270085
N0017.jpg,a_noamd,a_noamd,0.878638,0.121362
N0018.jpg,a_noamd,a_noamd,0.899332,0.100668
N0019.jpg,a_noamd,a_noamd,0.851267,0.148733
N0020.jpg,a_noamd,a_noamd,0.646035,0.353965
N0021.jpg,a_noamd,a_noamd,0.527591,0.472409
N0022.jpg,a_noamd,a_noamd,0.629129,0.370872
N0023.jpg,a_noamd,b_amd,0.112099,0.887901
N0024.jpg,a_noamd,b_amd,0.113696,0.886304
N0025.jpg,a_noamd,a_noamd,0.730599,0.269401
N0026.jpg,a_noamd,a_noamd,0.806070,0.193930
N0027.jpg,a_noamd,a_noamd,0.672987,0.327013
N0028.jpg,a_noamd,b_amd,0.357864,0.642136
N0029.jpg,a_noamd,a_noamd,0.747212,0.252788
N0030.jpg,a_noamd,b_amd,0.371570,0.628430
N0031.jpg,a_noamd,a_noamd,0.823175,0.176825
N0032.jpg,a_noamd,a_noamd,0.848719,0.151281
N0033.jpg,a_noamd,a_noamd,0.867588,0.132412
N0034.jpg,a_noamd,a_noamd,0.754427,0.245573
N0035.jpg,a_noamd,a_noamd,0.531246,0.468754
N0036.jpg,a_noamd,a_noamd,0.645714,0.354286
N0037.jpg,a_noamd,a_noamd,0.831718,0.168282
N0038.jpg,a_noamd,a_noamd,0.733827,0.266172
N0039.jpg,a_noamd,a_noamd,0.510249,0.489751
N0040.jpg,a_noamd,b_amd,0.118101,0.881899
N0041.jpg,a_noamd,b_amd,0.115562,0.884438
N0042.jpg,a_noamd,b_amd,0.110495,0.889505
N0043.jpg,a_noamd,b_amd,0.117332,0.882668
N0044.jpg,a_noamd,a_noamd,0.520295,0.479705
N0045.jpg,a_noamd,b_amd,0.361921,0.638079
N0046.jpg,a_noamd,a_noamd,0.863966,0.136034
N0047.jpg,a_noamd,b_amd,0.234465,0.765535
N0048.jpg,a_noamd,b_amd,0.445842,0.554157
N0049.jpg,a_noamd,a_noamd,0.688923,0.311077
N0050.jpg,a_noamd,a_noamd,0.799697,0.200303
N0051.jpg,a_noamd,a_noamd,0.747243,0.252757
N0052.jpg,a_noamd,b_amd,0.477687,0.522313
N0053.jpg,a_noamd,b_amd,0.444346,0.555654
N0054.jpg,a_noamd,b_amd,0.378979,0.621021
N0055.jpg,a_noamd,a_noamd,0.868127,0.131873
N0056.jpg,a_noamd,a_noamd,0.589968,0.410032
N0057.jpg,a_noamd,a_noamd,0.842120,0.157880
N0058.jpg,a_noamd,a_noamd,0.848490,0.151510
N0059.jpg,a_noamd,a_noamd,0.847090,0.152910
N0060.jpg,a_noamd,a_noamd,0.890677,0.109323
N0061.jpg,a_noamd,a_noamd,0.879912,0.120088
N0062.jpg,a_noamd,a_noamd,0.899838,0.100162
N0063.jpg,a_noamd,a_noamd,0.902736,0.097264
N0064.jpg,a_noamd,a_noamd,0.907840,0.092160
N0065.jpg,a_noamd,a_noamd,0.862675,0.137325
N0066.jpg,a_noamd,b_amd,0.211771,0.788229
N0067.jpg,a_noamd,b_amd,0.180274,0.819726
N0068.jpg,a_noamd,a_noamd,0.594964,0.405036
N0069.jpg,a_noamd,a_noamd,0.863587,0.136413
N0070.jpg,a_noamd,a_noamd,0.825378,0.174622
N0071.jpg,a_noamd,a_noamd,0.815089,0.184911
N0072.jpg,a_noamd,a_noamd,0.864432,0.135568
N0073.jpg,a_noamd,a_noamd,0.882390,0.117610
N0074.jpg,a_noamd,a_noamd,0.846520,0.153480
N0075.jpg,a_noamd,a_noamd,0.864346,0.135654
N0076.jpg,a_noamd,a_noamd,0.861991,0.138008
N0077.jpg,a_noamd,a_noamd,0.845410,0.154590
N0078.jpg,a_noamd,a_noamd,0.855980,0.144020
N0079.jpg,a_noamd,a_noamd,0.866270,0.133730
N0080.jpg,a_noamd,a_noamd,0.848392,0.151608
N0081.jpg,a_noamd,a_noamd,0.785872,0.214128
N0082.jpg,a_noamd,a_noamd,0.797278,0.202722
N0083.jpg,a_noamd,a_noamd,0.807227,0.192773
N0084.jpg,a_noamd,a_noamd,0.657475,0.342526
N0085.jpg,a_noamd,b_amd,0.430555,0.569445
N0086.jpg,a_noamd,b_amd,0.343520,0.656480
N0087.jpg,a_noamd,a_noamd,0.520670,0.479330
N0088.jpg,a_noamd,a_noamd,0.604928,0.395072
N0089.jpg,a_noamd,a_noamd,0.850340,0.149660
N0090.jpg,a_noamd,a_noamd,0.845230,0.154770
N0091.jpg,a_noamd,a_noamd,0.881118,0.118882
N0092.jpg,a_noamd,a_noamd,0.867418,0.132582
N0093.jpg,a_noamd,a_noamd,0.856431,0.143569
N0094.jpg,a_noamd,a_noamd,0.776757,0.223243
N0095.jpg,a_noamd,a_noamd,0.851619,0.148380
N0096.jpg,a_noamd,a_noamd,0.676828,0.323172
N0097.jpg,a_noamd,b_amd,0.286091,0.713909
N0098.jpg,a_noamd,b_amd,0.213064,0.786936
N0099.jpg,a_noamd,a_noamd,0.616432,0.383568
N0100.jpg,a_noamd,b_amd,0.224265,0.775735
N0101.jpg,a_noamd,b_amd,0.225102,0.774898
N0102.jpg,a_noamd,a_noamd,0.863980,0.136020
N0103.jpg,a_noamd,a_noamd,0.733712,0.266288
N0104.jpg,a_noamd,a_noamd,0.821429,0.178571
N0105.jpg,a_noamd,a_noamd,0.834035,0.165965
N0106.jpg,a_noamd,a_noamd,0.589502,0.410498
N0107.jpg,a_noamd,a_noamd,0.568577,0.431423
N0108.jpg,a_noamd,a_noamd,0.601221,0.398779
N0109.jpg,a_noamd,a_noamd,0.637580,0.362420
N0110.jpg,a_noamd,a_noamd,0.737409,0.262591
N0111.jpg,a_noamd,a_noamd,0.851658,0.148342
N0112.jpg,a_noamd,b_amd,0.495306,0.504694
N0113.jpg,a_noamd,a_noamd,0.835564,0.164436
N0114.jpg,a_noamd,b_amd,0.358095,0.641905
N0115.jpg,a_noamd,b_amd,0.306259,0.693741
N0116.jpg,a_noamd,a_noamd,0.828095,0.171905
N0117.jpg,a_noamd,a_noamd,0.830916,0.169084
N0118.jpg,a_noamd,a_noamd,0.772881,0.227119
N0119.jpg,a_noamd,a_noamd,0.836882,0.163118
N0120.jpg,a_noamd,b_amd,0.276221,0.723779
N0121.jpg,a_noamd,b_amd,0.256548,0.743452
N0122.jpg,a_noamd,b_amd,0.154963,0.845037
N0123.jpg,a_noamd,b_amd,0.452534,0.547466
N0124.jpg,a_noamd,a_noamd,0.602779,0.397221
N0125.jpg,a_noamd,b_amd,0.399376,0.600624
N0126.jpg,a_noamd,b_amd,0.408330,0.591670
N0127.jpg,a_noamd,b_amd,0.199155,0.800845
N0128.jpg,a_noamd,b_amd,0.155384,0.844616
N0129.jpg,a_noamd,b_amd,0.202651,0.797349
N0130.jpg,a_noamd,a_noamd,0.515707,0.484293
N0131.jpg,a_noamd,b_amd,0.329680,0.670320
N0132.jpg,a_noamd,a_noamd,0.715506,0.284494
N0133.jpg,a_noamd,a_noamd,0.598007,0.401993
N0134.jpg,a_noamd,a_noamd,0.675068,0.324932
N0135.jpg,a_noamd,a_noamd,0.604822,0.395178
N0136.jpg,a_noamd,a_noamd,0.776671,0.223329
N0137.jpg,a_noamd,a_noamd,0.637562,0.362438
N0138.jpg,a_noamd,a_noamd,0.734119,0.265881
N0139.jpg,a_noamd,a_noamd,0.753127,0.246873
N0140.jpg,a_noamd,a_noamd,0.702636,0.297364
N0141.jpg,a_noamd,b_amd,0.469645,0.530355
N0142.jpg,a_noamd,a_noamd,0.872338,0.127662
N0143.jpg,a_noamd,a_noamd,0.785773,0.214228
N0144.jpg,a_noamd,a_noamd,0.868999,0.131001
N0145.jpg,a_noamd,b_amd,0.433359,0.566641
N0146.jpg,a_noamd,a_noamd,0.808438,0.191562
N0147.jpg,a_noamd,a_noamd,0.872338,0.127662
N0148.jpg,a_noamd,a_noamd,0.785773,0.214228
N0149.jpg,a_noamd,a_noamd,0.868999,0.131001
N0150.jpg,a_noamd,b_amd,0.304835,0.695165
N0151.jpg,a_noamd,b_amd,0.392661,0.607339
N0152.jpg,a_noamd,a_noamd,0.559205,0.440794
N0153.jpg,a_noamd,a_noamd,0.509841,0.490159
N0154.jpg,a_noamd,a_noamd,0.701881,0.298119
N0155.jpg,a_noamd,a_noamd,0.731478,0.268522
N0156.jpg,a_noamd,a_noamd,0.882556,0.117444
N0157.jpg,a_noamd,a_noamd,0.885635,0.114365
N0158.jpg,a_noamd,a_noamd,0.862195,0.137805
N0159.jpg,a_noamd,a_noamd,0.855266,0.144734
N0160.jpg,a_noamd,a_noamd,0.796508,0.203492
N0161.jpg,a_noamd,a_noamd,0.807096,0.192904
N0162.jpg,a_noamd,b_amd,0.163339,0.836661
N0163.jpg,a_noamd,b_amd,0.146487,0.853513
N0164.jpg,a_noamd,a_noamd,0.800615,0.199385
N0165.jpg,a_noamd,a_noamd,0.669201,0.330799
N0166.jpg,a_noamd,a_noamd,0.634160,0.365840
N0167.jpg,a_noamd,b_amd,0.244190,0.755809
N0168.jpg,a_noamd,a_noamd,0.723801,0.276199
N0169.jpg,a_noamd,b_amd,0.264967,0.735033
N0170.jpg,a_noamd,a_noamd,0.786805,0.213195
N0171.jpg,a_noamd,a_noamd,0.872883,0.127117
N0172.jpg,a_noamd,a_noamd,0.815648,0.184352
N0173.jpg,a_noamd,b_amd,0.492995,0.507005
N0174.jpg,a_noamd,a_noamd,0.637805,0.362195
N0175.jpg,a_noamd,a_noamd,0.577959,0.422041
N0176.jpg,a_noamd,a_noamd,0.639415,0.360585
N0177.jpg,a_noamd,a_noamd,0.781093,0.218907
N0178.jpg,a_noamd,a_noamd,0.574309,0.425691
N0179.jpg,a_noamd,b_amd,0.497532,0.502468
N0180.jpg,a_noamd,b_amd,0.097081,0.902919
N0181.jpg,a_noamd,b_amd,0.117743,0.882257
N0182.jpg,a_noamd,a_noamd,0.808656,0.191344
N0183.jpg,a_noamd,a_noamd,0.678271,0.321729
N0184.jpg,a_noamd,a_noamd,0.735181,0.264819
N0185.jpg,a_noamd,a_noamd,0.783105,0.216895
N0186.jpg,a_noamd,a_noamd,0.692260,0.307740
N0187.jpg,a_noamd,a_noamd,0.611612,0.388388
N0188.jpg,a_noamd,a_noamd,0.784160,0.215840
N0189.jpg,a_noamd,b_amd,0.317364,0.682636
N0190.jpg,a_noamd,b_amd,0.229680,0.770320
N0191.jpg,a_noamd,b_amd,0.186968,0.813032
N0192.jpg,a_noamd,b_amd,0.165807,0.834193
N0193.jpg,a_noamd,b_amd,0.342102,0.657898
N0194.jpg,a_noamd,a_noamd,0.528695,0.471305
N0195.jpg,a_noamd,b_amd,0.294921,0.705079
N0196.jpg,a_noamd,a_noamd,0.797017,0.202983
N0197.jpg,a_noamd,a_noamd,0.766255,0.233745
N0198.jpg,a_noamd,a_noamd,0.678089,0.321911
N0199.jpg,a_noamd,a_noamd,0.834671,0.165329
N0200.jpg,a_noamd,b_amd,0.135260,0.864740
N0201.jpg,a_noamd,b_amd,0.153485,0.846515
N0202.jpg,a_noamd,b_amd,0.211260,0.788740
N0203.jpg,a_noamd,a_noamd,0.656355,0.343645
N0204.jpg,a_noamd,a_noamd,0.700936,0.299064
N0205.jpg,a_noamd,a_noamd,0.567330,0.432670
N0206.jpg,a_noamd,b_amd,0.158309,0.841691
N0207.jpg,a_noamd,b_amd,0.447270,0.552730
N0208.jpg,a_noamd,b_amd,0.219459,0.780541
N0209.jpg,a_noamd,a_noamd,0.717828,0.282172
N0210.jpg,a_noamd,a_noamd,0.565719,0.434281
N0211.jpg,a_noamd,a_noamd,0.718037,0.281963
N0212.jpg,a_noamd,a_noamd,0.740357,0.259643
N0213.jpg,a_noamd,a_noamd,0.865090,0.134910
N0214.jpg,a_noamd,a_noamd,0.716201,0.283799
N0215.jpg,a_noamd,a_noamd,0.821102,0.178898
N0216.jpg,a_noamd,a_noamd,0.701865,0.298135
N0217.jpg,a_noamd,a_noamd,0.734429,0.265571
N0218.jpg,a_noamd,a_noamd,0.793801,0.206199
N0219.jpg,a_noamd,a_noamd,0.525809,0.474191
N0220.jpg,a_noamd,a_noamd,0.695411,0.304589
N0221.jpg,a_noamd,a_noamd,0.654625,0.345375
N0222.jpg,a_noamd,a_noamd,0.660709,0.339291
N0223.jpg,a_noamd,a_noamd,0.808107,0.191893
N0224.jpg,a_noamd,a_noamd,0.829925,0.170076
N0225.jpg,a_noamd,a_noamd,0.856581,0.143420
N0226.jpg,a_noamd,a_noamd,0.863816,0.136184
N0227.jpg,a_noamd,b_amd,0.365334,0.634666
N0228.jpg,a_noamd,b_amd,0.372850,0.627150
N0229.jpg,a_noamd,b_amd,0.370894,0.629106
N0230.jpg,a_noamd,b_amd,0.273828,0.726172
N0231.jpg,a_noamd,b_amd,0.430292,0.569708
N0232.jpg,a_noamd,b_amd,0.370473,0.629527
N0233.jpg,a_noamd,a_noamd,0.833812,0.166188
N0234.jpg,a_noamd,a_noamd,0.751948,0.248052
N0235.jpg,a_noamd,a_noamd,0.802446,0.197554
N0236.jpg,a_noamd,a_noamd,0.562026,0.437974
N0237.jpg,a_noamd,b_amd,0.167369,0.832631
N0238.jpg,a_noamd,b_amd,0.190909,0.809091
N0239.jpg,a_noamd,a_noamd,0.567212,0.432788
N0240.jpg,a_noamd,a_noamd,0.545392,0.454608
N0241.jpg,a_noamd,b_amd,0.243609,0.756391
N0242.jpg,a_noamd,b_amd,0.268182,0.731817
N0243.jpg,a_noamd,b_amd,0.232902,0.767098
N0244.jpg,a_noamd,b_amd,0.230061,0.769939
N0245.jpg,a_noamd,a_noamd,0.826232,0.173768
N0246.jpg,a_noamd,a_noamd,0.861584,0.138416
N0247.jpg,a_noamd,a_noamd,0.852569,0.147431
N0248.jpg,a_noamd,a_noamd,0.752167,0.247833
N0249.jpg,a_noamd,b_amd,0.328001,0.671999
N0250.jpg,a_noamd,b_amd,0.388866,0.611134
N0251.jpg,a_noamd,b_amd,0.189241,0.810759
N0252.jpg,a_noamd,b_amd,0.388543,0.611458
N0253.jpg,a_noamd,b_amd,0.330856,0.669144
N0254.jpg,a_noamd,b_amd,0.277093,0.722907
N0255.jpg,a_noamd,b_amd,0.112007,0.887993
N0256.jpg,a_noamd,a_noamd,0.785770,0.214230
N0257.jpg,a_noamd,a_noamd,0.637067,0.362933
N0258.jpg,a_noamd,a_noamd,0.773796,0.226204
N0259.jpg,a_noamd,a_noamd,0.801738,0.198262
N0260.jpg,a_noamd,a_noamd,0.772336,0.227664
N0261.jpg,a_noamd,a_noamd,0.603796,0.396204
N0262.jpg,a_noamd,a_noamd,0.864996,0.135004
N0263.jpg,a_noamd,a_noamd,0.608568,0.391432
N0264.jpg,a_noamd,a_noamd,0.842791,0.157209
N0265.jpg,a_noamd,a_noamd,0.825935,0.174065
N0266.jpg,a_noamd,b_amd,0.241966,0.758034
N0267.jpg,a_noamd,b_amd,0.367439,0.632561
N0268.jpg,a_noamd,b_amd,0.143610,0.856390
N0269.jpg,a_noamd,b_amd,0.210043,0.789957
N0270.jpg,a_noamd,b_amd,0.490350,0.509650
N0271.jpg,a_noamd,a_noamd,0.638116,0.361883
N0272.jpg,a_noamd,a_noamd,0.700955,0.299045
N0273.jpg,a_noamd,a_noamd,0.729349,0.270651
N0274.jpg,a_noamd,b_amd,0.192969,0.807031
N0275.jpg,a_noamd,b_amd,0.373926,0.626074
N0276.jpg,a_noamd,b_amd,0.219386,0.780614
N0277.jpg,a_noamd,b_amd,0.402862,0.597138
N0278.jpg,a_noamd,a_noamd,0.647253,0.352747
N0279.jpg,a_noamd,a_noamd,0.800325,0.199675
N0280.jpg,a_noamd,a_noamd,0.587844,0.412156
N0281.jpg,a_noamd,a_noamd,0.601192,0.398808
N0282.jpg,a_noamd,a_noamd,0.832852,0.167148
N0283.jpg,a_noamd,a_noamd,0.797554,0.202446
N0284.jpg,a_noamd,a_noamd,0.862488,0.137512
N0285.jpg,a_noamd,a_noamd,0.838256,0.161744
N0286.jpg,a_noamd,a_noamd,0.691592,0.308408
N0287.jpg,a_noamd,a_noamd,0.671211,0.328789
N0288.jpg,a_noamd,a_noamd,0.525511,0.474489
N0289.jpg,a_noamd,b_amd,0.339753,0.660247
N0290.jpg,a_noamd,a_noamd,0.865656,0.134344
N0291.jpg,a_noamd,a_noamd,0.814340,0.185660
N0292.jpg,a_noamd,b_amd,0.180538,0.819462
N0293.jpg,a_noamd,b_amd,0.186744,0.813256
N0294.jpg,a_noamd,a_noamd,0.832792,0.167208
N0295.jpg,a_noamd,a_noamd,0.828907,0.171093
N0296.jpg,a_noamd,a_noamd,0.748222,0.251778
N0297.jpg,a_noamd,a_noamd,0.722243,0.277757
N0298.jpg,a_noamd,a_noamd,0.751054,0.248946
N0299.jpg,a_noamd,a_noamd,0.687578,0.312422
N0300.jpg,a_noamd,b_amd,0.374217,0.625783
N0301.jpg,a_noamd,a_noamd,0.868175,0.131825
N0302.jpg,a_noamd,a_noamd,0.857175,0.142825
N0303.jpg,a_noamd,a_noamd,0.843161,0.156839
N0304.jpg,a_noamd,b_amd,0.150352,0.849648
N0305.jpg,a_noamd,a_noamd,0.794180,0.205820
N0306.jpg,a_noamd,a_noamd,0.857098,0.142902
N0307.jpg,a_noamd,a_noamd,0.887864,0.112136
N0308.jpg,a_noamd,a_noamd,0.699696,0.300304
N0309.jpg,a_noamd,a_noamd,0.812950,0.187050
N0310.jpg,a_noamd,a_noamd,0.751906,0.248094
N0311.jpg,a_noamd,b_amd,0.499840,0.500160
T0001.jpg,a_noamd,a_noamd,0.713643,0.286357
T0002.jpg,a_noamd,a_noamd,0.850903,0.149097
T0005.jpg,a_noamd,a_noamd,0.796881,0.203119
T0006.jpg,a_noamd,b_amd,0.186706,0.813294
T0007.jpg,a_noamd,a_noamd,0.852288,0.147712
T0008.jpg,a_noamd,a_noamd,0.521210,0.478790
T0009.jpg,a_noamd,a_noamd,0.866210,0.133790
T0011.jpg,a_noamd,a_noamd,0.823779,0.176221
T0012.jpg,a_noamd,b_amd,0.377004,0.622996
T0013.jpg,a_noamd,b_amd,0.206783,0.793217
T0014.jpg,a_noamd,a_noamd,0.551371,0.448629
T0016.jpg,a_noamd,a_noamd,0.868056,0.131944
T0017.jpg,a_noamd,b_amd,0.313774,0.686226
T0018.jpg,a_noamd,b_amd,0.236152,0.763848
T0019.jpg,a_noamd,b_amd,0.450614,0.549386
T0020.jpg,a_noamd,a_noamd,0.848566,0.151434
T0022.jpg,a_noamd,b_amd,0.412899,0.587101
T0023.jpg,a_noamd,b_amd,0.201438,0.798562
T0025.jpg,a_noamd,b_amd,0.272742,0.727258
T0027.jpg,a_noamd,a_noamd,0.532884,0.467116
T0028.jpg,a_noamd,a_noamd,0.823317,0.176683
T0029.jpg,a_noamd,a_noamd,0.736875,0.263125
T0031.jpg,a_noamd,a_noamd,0.652263,0.347737
T0032.jpg,a_noamd,a_noamd,0.796881,0.203119
T0033.jpg,a_noamd,b_amd,0.226805,0.773195
T0034.jpg,a_noamd,a_noamd,0.722904,0.277096
T0035.jpg,a_noamd,b_amd,0.143940,0.856060
T0036.jpg,a_noamd,b_amd,0.481603,0.518397
T0037.jpg,a_noamd,a_noamd,0.879686,0.120314
T0039.jpg,a_noamd,a_noamd,0.817060,0.182940
T0040.jpg,a_noamd,b_amd,0.212276,0.787724
T0041.jpg,a_noamd,b_amd,0.392508,0.607492
T0042.jpg,a_noamd,a_noamd,0.852283,0.147717
T0044.jpg,a_noamd,a_noamd,0.706986,0.293014
T0046.jpg,a_noamd,a_noamd,0.888572,0.111428
T0047.jpg,a_noamd,a_noamd,0.823363,0.176637
T0049.jpg,a_noamd,b_amd,0.439526,0.560474
T0050.jpg,a_noamd,a_noamd,0.644057,0.355943
T0054.jpg,a_noamd,a_noamd,0.837406,0.162594
T0055.jpg,a_noamd,a_noamd,0.685426,0.314574
T0058.jpg,a_noamd,b_amd,0.422564,0.577436
T0060.jpg,a_noamd,a_noamd,0.771091,0.228909
T0061.jpg,a_noamd,a_noamd,0.867262,0.132738
T0062.jpg,a_noamd,a_noamd,0.737938,0.262062
T0063.jpg,a_noamd,a_noamd,0.603970,0.396030
T0064.jpg,a_noamd,b_amd,0.459498,0.540502
T0065.jpg,a_noamd,a_noamd,0.729269,0.270731
T0066.jpg,a_noamd,a_noamd,0.745956,0.254044
T0067.jpg,a_noamd,a_noamd,0.825579,0.174421
T0068.jpg,a_noamd,a_noamd,0.501471,0.498529
T0069.jpg,a_noamd,a_noamd,0.772308,0.227692
T0070.jpg,a_noamd,b_amd,0.498592,0.501408
T0074.jpg,a_noamd,a_noamd,0.855568,0.144432
T0075.jpg,a_noamd,a_noamd,0.866288,0.133712
T0076.jpg,a_noamd,a_noamd,0.712156,0.287844
T0077.jpg,a_noamd,a_noamd,0.792386,0.207614
T0078.jpg,a_noamd,b_amd,0.279796,0.720204
T0079.jpg,a_noamd,b_amd,0.303897,0.696103
T0080.jpg,a_noamd,a_noamd,0.747096,0.252904
T0081.jpg,a_noamd,a_noamd,0.587705,0.412295
T0082.jpg,a_noamd,b_amd,0.098144,0.901856
T0084.jpg,a_noamd,b_amd,0.490713,0.509287
T0085.jpg,a_noamd,a_noamd,0.609518,0.390482
T0087.jpg,a_noamd,b_amd,0.253616,0.746384
T0088.jpg,a_noamd,a_noamd,0.625706,0.374294
T0090.jpg,a_noamd,b_amd,0.169559,0.830441
T0091.jpg,a_noamd,b_amd,0.343454,0.656546
T0092.jpg,a_noamd,a_noamd,0.786593,0.213407
T0093.jpg,a_noamd,b_amd,0.334869,0.665131
T0094.jpg,a_noamd,a_noamd,0.667619,0.332381
T0095.jpg,a_noamd,a_noamd,0.583527,0.416473
T0096.jpg,a_noamd,a_noamd,0.587816,0.412185
T0097.jpg,a_noamd,a_noamd,0.591241,0.408759
T0098.jpg,a_noamd,a_noamd,0.641735,0.358265
T0099.jpg,a_noamd,a_noamd,0.805859,0.194141
T0100.jpg,a_noamd,a_noamd,0.887275,0.112725
T0101.jpg,a_noamd,a_noamd,0.570456,0.429545
T0102.jpg,a_noamd,b_amd,0.256527,0.743473
T0103.jpg,a_noamd,a_noamd,0.825776,0.174224
T0104.jpg,a_noamd,a_noamd,0.753385,0.246615
T0106.jpg,a_noamd,a_noamd,0.813567,0.186433
T0108.jpg,a_noamd,a_noamd,0.879807,0.120193
T0109.jpg,a_noamd,b_amd,0.235600,0.764400
T0110.jpg,a_noamd,a_noamd,0.740907,0.259093
T0111.jpg,a_noamd,b_amd,0.332502,0.667498
T0113.jpg,a_noamd,b_amd,0.222273,0.777727
T0114.jpg,a_noamd,b_amd,0.207765,0.792235
T0115.jpg,a_noamd,a_noamd,0.717031,0.282969
T0116.jpg,a_noamd,a_noamd,0.809558,0.190442
T0117.jpg,a_noamd,a_noamd,0.786322,0.213678
T0119.jpg,a_noamd,a_noamd,0.682930,0.317070
T0121.jpg,a_noamd,a_noamd,0.798810,0.201190
T0122.jpg,a_noamd,a_noamd,0.778840,0.221160
T0123.jpg,a_noamd,b_amd,0.452459,0.547541
T0124.jpg,a_noamd,a_noamd,0.773196,0.226804
T0125.jpg,a_noamd,a_noamd,0.737303,0.262697
T0126.jpg,a_noamd,a_noamd,0.846019,0.153981
T0128.jpg,a_noamd,a_noamd,0.765905,0.234095
T0130.jpg,a_noamd,a_noamd,0.696125,0.303875
T0131.jpg,a_noamd,b_amd,0.137225,0.862775
T0132.jpg,a_noamd,b_amd,0.490624,0.509377
T0133.jpg,a_noamd,a_noamd,0.882396,0.117604
T0135.jpg,a_noamd,a_noamd,0.728921,0.271079
T0136.jpg,a_noamd,a_noamd,0.808725,0.191275
T0137.jpg,a_noamd,a_noamd,0.856217,0.143783
T0138.jpg,a_noamd,a_noamd,0.827688,0.172312
T0139.jpg,a_noamd,b_amd,0.477228,0.522772
T0140.jpg,a_noamd,a_noamd,0.835701,0.164299
T0141.jpg,a_noamd,b_amd,0.331460,0.668540
T0142.jpg,a_noamd,a_noamd,0.732969,0.267031
T0143.jpg,a_noamd,b_amd,0.450488,0.549512
T0144.jpg,a_noamd,b_amd,0.437316,0.562684
T0145.jpg,a_noamd,b_amd,0.205614,0.794386
T0146.jpg,a_noamd,b_amd,0.180771,0.819229
T0149.jpg,a_noamd,a_noamd,0.590637,0.409363
T0151.jpg,a_noamd,b_amd,0.430977,0.569023
T0153.jpg,a_noamd,a_noamd,0.624864,0.375136
T0155.jpg,a_noamd,a_noamd,0.737444,0.262556
T0156.jpg,a_noamd,a_noamd,0.793259,0.206741
T0157.jpg,a_noamd,a_noamd,0.843720,0.156280
T0158.jpg,a_noamd,a_noamd,0.785520,0.214480
