filename,predicted_class,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr
anodr/20051020_43808_0100_PP_967.png,anodr,0.903255,0.031402,0.024059,0.020083,0.021201
anodr/20051020_44261_0100_PP_1191.png,anodr,0.906145,0.030750,0.022192,0.019748,0.021165
anodr/20051020_44284_0100_PP_502.png,anodr,0.907929,0.028593,0.022019,0.019038,0.022421
anodr/20051020_44338_0100_PP_547.png,anodr,0.866365,0.055874,0.030215,0.022052,0.025494
anodr/20051020_44400_0100_PP_920.png,anodr,0.887520,0.042259,0.027557,0.020260,0.022404
anodr/20051020_44431_0100_PP_514.png,anodr,0.883561,0.046258,0.027062,0.019779,0.023340
anodr/20051020_44692_0100_PP_419.png,anodr,0.912845,0.024392,0.020565,0.019595,0.022603
anodr/20051020_44714_0100_PP_1199.png,anodr,0.887540,0.046712,0.021651,0.020479,0.023618
anodr/20051020_44982_0100_PP_486.png,anodr,0.886979,0.044785,0.024080,0.021157,0.023000
anodr/20051020_56791_0100_PP_1185.png,anodr,0.898752,0.035911,0.023045,0.020228,0.022065
anodr/20051020_57157_0100_PP_971.png,anodr,0.816506,0.099636,0.031628,0.023781,0.028449
anodr/20051020_57967_0100_PP_829.png,anodr,0.914936,0.023812,0.020442,0.019832,0.020978
anodr/20051020_58065_0100_PP_561.png,anodr,0.901714,0.034801,0.022508,0.019140,0.021837
anodr/20051020_61757_0100_PP_484.png,anodr,0.913658,0.024000,0.021123,0.020107,0.021113
anodr/20051020_62461_0100_PP_76.png,anodr,0.854092,0.033254,0.064115,0.019611,0.028927
anodr/20051020_62510_0100_PP_106.png,anodr,0.862372,0.058535,0.032173,0.019947,0.026973
anodr/20051020_62577_0100_PP_479.png,anodr,0.896000,0.039734,0.022963,0.020117,0.021185
anodr/20051020_62615_0100_PP_294.png,anodr,0.905301,0.031152,0.021956,0.020217,0.021374
anodr/20051020_63269_0100_PP_1183.png,anodr,0.911084,0.026588,0.021764,0.019633,0.020930
anodr/20051020_63337_0100_PP_471.png,anodr,0.898721,0.036160,0.023430,0.019528,0.022161
anodr/20051020_64249_0100_PP_1004.png,anodr,0.912359,0.025958,0.021021,0.019651,0.021011
anodr/20051020_64388_0100_PP_1194.png,anodr,0.912547,0.025405,0.020151,0.020141,0.021756
anodr/20051020_64653_0100_PP_124.png,anodr,0.905535,0.032200,0.020550,0.019504,0.022209
anodr/20051020_64775_0100_PP_480.png,anodr,0.910822,0.028253,0.019947,0.019869,0.021109
anodr/20051020_64836_0100_PP_1270.png,anodr,0.908680,0.029110,0.021590,0.019353,0.021266
anodr/20051021_36380_0100_PP_135.png,anodr,0.894796,0.037749,0.022887,0.020839,0.023729
anodr/20051021_36476_0100_PP_1243.png,anodr,0.903436,0.032185,0.021403,0.020633,0.022343
anodr/20051021_39845_0100_PP_315.png,anodr,0.909891,0.029056,0.020289,0.019531,0.021232
anodr/20051021_39914_0100_PP_1352.png,anodr,0.907946,0.029602,0.020807,0.019796,0.021849
anodr/20051021_51418_0100_PP_18.png,anodr,0.896824,0.038362,0.022917,0.019402,0.022495
anodr/20051021_51476_0100_PP_150.png,anodr,0.905816,0.029453,0.023079,0.020607,0.021044
anodr/20051021_51936_0100_PP_1379.png,anodr,0.879134,0.049286,0.026535,0.021248,0.023797
anodr/20051021_51994_0100_PP_1283.png,anodr,0.874137,0.054601,0.025385,0.020922,0.024955
anodr/20051021_57798_0100_PP_1322.png,anodr,0.875736,0.049752,0.028041,0.021531,0.024940
anodr/20051021_57862_0100_PP_372.png,anodr,0.873533,0.052036,0.029600,0.019747,0.025085
anodr/20051021_57975_0100_PP_517.png,anodr,0.912404,0.024964,0.022487,0.019235,0.020910
anodr/20051021_58035_0100_PP_1138.png,anodr,0.912502,0.024580,0.022337,0.018773,0.021809
anodr/20051021_58388_0100_PP_1300.png,anodr,0.910869,0.026640,0.021038,0.019524,0.021930
anodr/20051021_58522_0100_PP_50.png,anodr,0.909908,0.028142,0.020944,0.019323,0.021683
anodr/20051109_57843_0400_PP_1109.png,anodr,0.908008,0.029288,0.022335,0.019519,0.020849
anodr/20051109_59969_0400_PP_1079.png,anodr,0.907641,0.029462,0.021650,0.019607,0.021640
anodr/20051109_60031_0400_PP_528.png,anodr,0.909513,0.028406,0.021473,0.019457,0.021151
anodr/20051109_60136_0400_PP_905.png,anodr,0.893576,0.039967,0.024390,0.020279,0.021788
anodr/20051110_33960_0400_PP_35.png,anodr,0.900850,0.034246,0.023566,0.019893,0.021446
anodr/20051110_34013_0400_PP_151.png,anodr,0.912214,0.024801,0.022560,0.018877,0.021548
anodr/20051110_35239_0400_PP_836.png,anodr,0.908002,0.029481,0.021585,0.019682,0.021250
anodr/20051110_35279_0400_PP_1033.png,anodr,0.887828,0.042738,0.027372,0.019453,0.022609
anodr/20051110_35332_0400_PP_497.png,anodr,0.901430,0.033108,0.024628,0.019993,0.020840
anodr/20051110_37992_0400_PP_1043.png,anodr,0.888404,0.044313,0.025153,0.019418,0.022713
