file_name,score_anormal,score_cglaucoma,prediction
image_001_170.jpg,0.6561371088027954,0.3438628613948822,anormal
image_002_202.jpg,0.5462065935134888,0.45379340648651123,anormal
image_003_50.jpg,0.6506958603858948,0.3493041694164276,anormal
image_004_65.jpg,0.615351140499115,0.3846488296985626,anormal
image_005_13.jpg,0.5870293378829956,0.41297072172164917,anormal
image_006_4.jpg,0.6325464248657227,0.36745354533195496,anormal
image_007_5.jpg,0.5817704200744629,0.4182296395301819,anormal
image_008_116.jpg,0.6426069736480713,0.3573930859565735,anormal
image_009_125.jpg,0.6275653839111328,0.3724346160888672,anormal
image_010_41.jpg,0.6122140288352966,0.38778597116470337,anormal
image_011_214.jpg,0.609207808971405,0.39079219102859497,anormal
image_012_56.jpg,0.600032389163971,0.3999675512313843,anormal
image_013_71.jpg,0.5944509506225586,0.405549019575119,anormal
image_014_59.jpg,0.5870005488395691,0.4129994511604309,anormal
image_015_209.jpg,0.5676763653755188,0.4323236346244812,anormal
image_016_82.jpg,0.6283017992973328,0.37169817090034485,anormal
image_017_93.jpg,0.5353137850761414,0.46468624472618103,anormal
image_018_120.jpg,0.6409722566604614,0.35902777314186096,anormal
image_019_168.jpg,0.5722802877426147,0.42771968245506287,anormal
image_020_10.jpg,0.652164876461029,0.34783509373664856,anormal
image_021_26.jpg,0.6124720573425293,0.3875280022621155,anormal
image_022_55.jpg,0.6146417856216431,0.38535818457603455,anormal
image_023_103.jpg,0.4574671685695648,0.5425328612327576,cglaucoma
image_024_200.jpg,0.6524055004119873,0.3475944697856903,anormal
image_025_99.jpg,0.5924578905105591,0.4075421392917633,anormal
image_026_146.jpg,0.6478261947631836,0.3521738052368164,anormal
image_027_32.jpg,0.6231877207756042,0.37681230902671814,anormal
image_028_96.jpg,0.6031168103218079,0.39688315987586975,anormal
image_029_217.jpg,0.607363760471344,0.3926362097263336,anormal
image_030_219.jpg,0.6021971702575684,0.39780277013778687,anormal
image_031_49.jpg,0.6775431036949158,0.32245689630508423,anormal
image_032_39.jpg,0.6103848218917847,0.3896152079105377,anormal
image_033_187.jpg,0.5158127546310425,0.4841872751712799,anormal
image_034_36.jpg,0.6334653496742249,0.36653468012809753,anormal
image_035_160.jpg,0.5271397233009338,0.47286030650138855,anormal
image_036_25.jpg,0.619390070438385,0.3806098699569702,anormal
image_037_178.jpg,0.6382625699043274,0.3617374002933502,anormal
image_038_95.jpg,0.6003291606903076,0.39967080950737,anormal
image_039_12.jpg,0.652715802192688,0.3472842276096344,anormal
image_040_16.jpg,0.6516832709312439,0.3483167290687561,anormal
image_041_108.jpg,0.595355749130249,0.4046442210674286,anormal
image_042_63.jpg,0.616696298122406,0.383303701877594,anormal
image_043_54.jpg,0.6711149215698242,0.32888510823249817,anormal
image_044_70.jpg,0.6352186799049377,0.36478129029273987,anormal
image_045_182.jpg,0.637347936630249,0.3626520037651062,anormal
image_046_64.jpg,0.5988708734512329,0.4011290967464447,anormal
image_047_143.jpg,0.6232565641403198,0.3767434060573578,anormal
image_048_130.jpg,0.613290011882782,0.3867100179195404,anormal
image_049_105.jpg,0.6255454421043396,0.3744546175003052,anormal
image_050_163.jpg,0.6266266107559204,0.373373419046402,anormal
image_051_190.jpg,0.5991978645324707,0.4008021354675293,anormal
image_052_3.jpg,0.6229913830757141,0.3770085871219635,anormal
image_053_136.jpg,0.6205371618270874,0.3794628381729126,anormal
image_054_158.jpg,0.5735086798667908,0.426491379737854,anormal
image_055_139.jpg,0.5709303021430969,0.4290696680545807,anormal
image_056_142.jpg,0.6136640906333923,0.38633590936660767,anormal
image_057_109.jpg,0.5864391922950745,0.4135608375072479,anormal
image_058_118.jpg,0.6266276240348816,0.3733724057674408,anormal
image_059_220.jpg,0.6403887867927551,0.3596111536026001,anormal
image_060_79.jpg,0.5985022783279419,0.4014976918697357,anormal
image_061_44.jpg,0.5840751528739929,0.4159248471260071,anormal
image_062_135.jpg,0.5690290331840515,0.4309709966182709,anormal
image_063_110.jpg,0.6108257174491882,0.38917428255081177,anormal
image_064_164.jpg,0.5931532382965088,0.4068467617034912,anormal
image_065_92.jpg,0.5823767781257629,0.41762322187423706,anormal
image_066_218.jpg,0.6017806529998779,0.39821937680244446,anormal
image_067_127.jpg,0.6289960741996765,0.3710039258003235,anormal
image_068_173.jpg,0.5857885479927063,0.4142114222049713,anormal
image_069_184.jpg,0.6039595007896423,0.39604049921035767,anormal
image_070_212.jpg,0.6089043021202087,0.39109569787979126,anormal
image_071_154.jpg,0.6459622383117676,0.35403773188591003,anormal
image_072_102.jpg,0.6266455054283142,0.3733544945716858,anormal
image_073_179.jpg,0.6254326701164246,0.37456732988357544,anormal
image_074_37.jpg,0.6029323935508728,0.3970676064491272,anormal
image_075_195.jpg,0.4351010322570801,0.5648990273475647,cglaucoma
