file_name,score_a_noamd,score_b_amd,prediction
N0001.jpg,0.5234110951423645,0.4765889346599579,a_noamd
N0002.jpg,0.5234544277191162,0.4765455722808838,a_noamd
N0003.jpg,0.5258064866065979,0.4741935729980469,a_noamd
N0004.jpg,0.5258049964904785,0.4741949439048767,a_noamd
N0005.jpg,0.5237922072410583,0.4762077331542969,a_noamd
N0006.jpg,0.5236986875534058,0.47630125284194946,a_noamd
N0007.jpg,0.5231672525405884,0.47683271765708923,a_noamd
N0008.jpg,0.5231820940971375,0.47681787610054016,a_noamd
N0009.jpg,0.523689866065979,0.4763101637363434,a_noamd
N0010.jpg,0.5227385759353638,0.47726139426231384,a_noamd
N0011.jpg,0.5235758423805237,0.4764241576194763,a_noamd
N0012.jpg,0.5247532725334167,0.47524675726890564,a_noamd
N0013.jpg,0.5254361033439636,0.4745638966560364,a_noamd
N0014.jpg,0.524450957775116,0.47554898262023926,a_noamd
N0015.jpg,0.5271143913269043,0.4728856384754181,a_noamd
N0016.jpg,0.528174877166748,0.47182512283325195,a_noamd
N0017.jpg,0.5220421552658081,0.4779577851295471,a_noamd
N0018.jpg,0.5225582122802734,0.47744178771972656,a_noamd
N0019.jpg,0.5225242376327515,0.47747576236724854,a_noamd
N0020.jpg,0.5267453193664551,0.4732546806335449,a_noamd
N0021.jpg,0.5319410562515259,0.4680589437484741,a_noamd
N0022.jpg,0.5274097323417664,0.47259023785591125,a_noamd
N0023.jpg,0.5215809345245361,0.4784190356731415,a_noamd
N0024.jpg,0.5224275588989258,0.4775724709033966,a_noamd
N0025.jpg,0.5216570496559143,0.4783429503440857,a_noamd
N0026.jpg,0.5214635729789734,0.478536456823349,a_noamd
N0027.jpg,0.526293158531189,0.47370684146881104,a_noamd
N0028.jpg,0.5270645022392273,0.4729355275630951,a_noamd
N0029.jpg,0.5219297409057617,0.47807031869888306,a_noamd
N0030.jpg,0.5216566920280457,0.47834333777427673,a_noamd
