image_path,true_label,pred_label,pred_index,confidence,prob_anormal,prob_cglaucoma
../../../data/data_VEIRC/test/anormal/image_001_170.jpg,anormal,anormal,0,0.683924674987793,0.683924674987793,0.31607526540756226
../../../data/data_VEIRC/test/anormal/image_002_202.jpg,anormal,anormal,0,0.6448776125907898,0.6448776125907898,0.3551223874092102
../../../data/data_VEIRC/test/anormal/image_003_50.jpg,anormal,anormal,0,0.6552330255508423,0.6552330255508423,0.34476691484451294
../../../data/data_VEIRC/test/anormal/image_004_65.jpg,anormal,anormal,0,0.6616262197494507,0.6616262197494507,0.33837375044822693
../../../data/data_VEIRC/test/anormal/image_005_13.jpg,anormal,anormal,0,0.6478847861289978,0.6478847861289978,0.3521152138710022
../../../data/data_VEIRC/test/anormal/image_006_4.jpg,anormal,anormal,0,0.6729491949081421,0.6729491949081421,0.3270507752895355
../../../data/data_VEIRC/test/anormal/image_007_5.jpg,anormal,anormal,0,0.6404954791069031,0.6404954791069031,0.35950449109077454
../../../data/data_VEIRC/test/anormal/image_008_116.jpg,anormal,anormal,0,0.6509897112846375,0.6509897112846375,0.34901028871536255
../../../data/data_VEIRC/test/anormal/image_009_125.jpg,anormal,anormal,0,0.690175473690033,0.690175473690033,0.30982455611228943
../../../data/data_VEIRC/test/anormal/image_010_41.jpg,anormal,anormal,0,0.645903468132019,0.645903468132019,0.35409656167030334
../../../data/data_VEIRC/test/anormal/image_011_214.jpg,anormal,anormal,0,0.7076669931411743,0.7076669931411743,0.2923329770565033
../../../data/data_VEIRC/test/anormal/image_012_56.jpg,anormal,anormal,0,0.6415175795555115,0.6415175795555115,0.3584824204444885
../../../data/data_VEIRC/test/anormal/image_013_71.jpg,anormal,anormal,0,0.6629515290260315,0.6629515290260315,0.3370484411716461
../../../data/data_VEIRC/test/anormal/image_014_59.jpg,anormal,anormal,0,0.7167752981185913,0.7167752981185913,0.2832247018814087
../../../data/data_VEIRC/test/anormal/image_015_209.jpg,anormal,anormal,0,0.7320082187652588,0.7320082187652588,0.2679917514324188
../../../data/data_VEIRC/test/anormal/image_016_82.jpg,anormal,anormal,0,0.6855875849723816,0.6855875849723816,0.3144124150276184
../../../data/data_VEIRC/test/anormal/image_017_93.jpg,anormal,anormal,0,0.7183369994163513,0.7183369994163513,0.2816630005836487
../../../data/data_VEIRC/test/anormal/image_018_120.jpg,anormal,anormal,0,0.6736123561859131,0.6736123561859131,0.32638758420944214
../../../data/data_VEIRC/test/anormal/image_019_168.jpg,anormal,anormal,0,0.6556321978569031,0.6556321978569031,0.3443678617477417
../../../data/data_VEIRC/test/anormal/image_020_10.jpg,anormal,anormal,0,0.6475454568862915,0.6475454568862915,0.3524545729160309
../../../data/data_VEIRC/test/anormal/image_021_26.jpg,anormal,anormal,0,0.7006284594535828,0.7006284594535828,0.29937151074409485
../../../data/data_VEIRC/test/anormal/image_022_55.jpg,anormal,anormal,0,0.7067721486091614,0.7067721486091614,0.29322779178619385
../../../data/data_VEIRC/test/anormal/image_023_103.jpg,anormal,anormal,0,0.6627828478813171,0.6627828478813171,0.33721718192100525
../../../data/data_VEIRC/test/anormal/image_024_200.jpg,anormal,anormal,0,0.654151976108551,0.654151976108551,0.3458479940891266
../../../data/data_VEIRC/test/anormal/image_025_99.jpg,anormal,anormal,0,0.6830933690071106,0.6830933690071106,0.3169066309928894
../../../data/data_VEIRC/test/anormal/image_026_146.jpg,anormal,anormal,0,0.6679630875587463,0.6679630875587463,0.33203691244125366
../../../data/data_VEIRC/test/anormal/image_027_32.jpg,anormal,anormal,0,0.7050564289093018,0.7050564289093018,0.29494351148605347
../../../data/data_VEIRC/test/anormal/image_028_96.jpg,anormal,anormal,0,0.6399787664413452,0.6399787664413452,0.3600212335586548
../../../data/data_VEIRC/test/anormal/image_029_217.jpg,anormal,anormal,0,0.6702082753181458,0.6702082753181458,0.32979172468185425
../../../data/data_VEIRC/test/anormal/image_030_219.jpg,anormal,anormal,0,0.6703733205795288,0.6703733205795288,0.3296266496181488
../../../data/data_VEIRC/test/anormal/image_031_49.jpg,anormal,anormal,0,0.6630862951278687,0.6630862951278687,0.33691370487213135
../../../data/data_VEIRC/test/anormal/image_032_39.jpg,anormal,anormal,0,0.7123529314994812,0.7123529314994812,0.2876470386981964
../../../data/data_VEIRC/test/anormal/image_033_187.jpg,anormal,anormal,0,0.6715092062950134,0.6715092062950134,0.3284907937049866
../../../data/data_VEIRC/test/anormal/image_034_36.jpg,anormal,anormal,0,0.6765088438987732,0.6765088438987732,0.3234911561012268
../../../data/data_VEIRC/test/anormal/image_035_160.jpg,anormal,anormal,0,0.6561033725738525,0.6561033725738525,0.34389668703079224
../../../data/data_VEIRC/test/anormal/image_036_25.jpg,anormal,anormal,0,0.6875794529914856,0.6875794529914856,0.3124206066131592
../../../data/data_VEIRC/test/anormal/image_037_178.jpg,anormal,anormal,0,0.6806713938713074,0.6806713938713074,0.3193286061286926
../../../data/data_VEIRC/test/anormal/image_038_95.jpg,anormal,anormal,0,0.6602467894554138,0.6602467894554138,0.3397531807422638
../../../data/data_VEIRC/test/anormal/image_039_12.jpg,anormal,anormal,0,0.6666842699050903,0.6666842699050903,0.33331575989723206
../../../data/data_VEIRC/test/anormal/image_040_16.jpg,anormal,anormal,0,0.6837689876556396,0.6837689876556396,0.3162309527397156
../../../data/data_VEIRC/test/anormal/image_041_108.jpg,anormal,anormal,0,0.6631003618240356,0.6631003618240356,0.33689969778060913
../../../data/data_VEIRC/test/anormal/image_042_63.jpg,anormal,anormal,0,0.6692384481430054,0.6692384481430054,0.330761581659317
../../../data/data_VEIRC/test/anormal/image_043_54.jpg,anormal,anormal,0,0.6446007490158081,0.6446007490158081,0.3553992509841919
../../../data/data_VEIRC/test/anormal/image_044_70.jpg,anormal,anormal,0,0.6611053943634033,0.6611053943634033,0.33889463543891907
