image_name,image_path,true_class,predicted_class,correct,score_a_noamd,score_b_amd
N0001.jpg,../../../data/data_ADAM/test/a_noamd/N0001.jpg,a_noamd,a_noamd,True,0.8325772285461426,0.16742275655269623
N0002.jpg,../../../data/data_ADAM/test/a_noamd/N0002.jpg,a_noamd,a_noamd,True,0.8326452970504761,0.16735470294952393
N0003.jpg,../../../data/data_ADAM/test/a_noamd/N0003.jpg,a_noamd,a_noamd,True,0.8323729634284973,0.16762703657150269
N0004.jpg,../../../data/data_ADAM/test/a_noamd/N0004.jpg,a_noamd,a_noamd,True,0.8325091600418091,0.16749083995819092
N0005.jpg,../../../data/data_ADAM/test/a_noamd/N0005.jpg,a_noamd,a_noamd,True,0.8328492641448975,0.16715067625045776
N0006.jpg,../../../data/data_ADAM/test/a_noamd/N0006.jpg,a_noamd,a_noamd,True,0.8328492641448975,0.16715067625045776
N0007.jpg,../../../data/data_ADAM/test/a_noamd/N0007.jpg,a_noamd,a_noamd,True,0.8328492641448975,0.16715067625045776
N0008.jpg,../../../data/data_ADAM/test/a_noamd/N0008.jpg,a_noamd,a_noamd,True,0.8328492641448975,0.16715067625045776
N0009.jpg,../../../data/data_ADAM/test/a_noamd/N0009.jpg,a_noamd,a_noamd,True,0.8329852819442749,0.16701479256153107
N0010.jpg,../../../data/data_ADAM/test/a_noamd/N0010.jpg,a_noamd,a_noamd,True,0.833256721496582,0.1667432337999344
N0011.jpg,../../../data/data_ADAM/test/a_noamd/N0011.jpg,a_noamd,a_noamd,True,0.8327133059501648,0.16728666424751282
N0012.jpg,../../../data/data_ADAM/test/a_noamd/N0012.jpg,a_noamd,a_noamd,True,0.8328492641448975,0.16715067625045776
N0013.jpg,../../../data/data_ADAM/test/a_noamd/N0013.jpg,a_noamd,a_noamd,True,0.8330531716346741,0.1669468730688095
N0014.jpg,../../../data/data_ADAM/test/a_noamd/N0014.jpg,a_noamd,a_noamd,True,0.8328492641448975,0.16715067625045776
N0015.jpg,../../../data/data_ADAM/test/a_noamd/N0015.jpg,a_noamd,a_noamd,True,0.8326452970504761,0.16735470294952393
N0016.jpg,../../../data/data_ADAM/test/a_noamd/N0016.jpg,a_noamd,a_noamd,True,0.8325772285461426,0.16742275655269623
N0017.jpg,../../../data/data_ADAM/test/a_noamd/N0017.jpg,a_noamd,a_noamd,True,0.8328492641448975,0.16715067625045776
N0018.jpg,../../../data/data_ADAM/test/a_noamd/N0018.jpg,a_noamd,a_noamd,True,0.8328492641448975,0.16715067625045776
N0019.jpg,../../../data/data_ADAM/test/a_noamd/N0019.jpg,a_noamd,a_noamd,True,0.8328492641448975,0.16715067625045776
N0020.jpg,../../../data/data_ADAM/test/a_noamd/N0020.jpg,a_noamd,a_noamd,True,0.8328492641448975,0.16715067625045776
N0021.jpg,../../../data/data_ADAM/test/a_noamd/N0021.jpg,a_noamd,a_noamd,True,0.8328492641448975,0.16715067625045776
N0022.jpg,../../../data/data_ADAM/test/a_noamd/N0022.jpg,a_noamd,a_noamd,True,0.8328492641448975,0.16715067625045776
N0023.jpg,../../../data/data_ADAM/test/a_noamd/N0023.jpg,a_noamd,a_noamd,True,0.8327813148498535,0.1672186702489853
N0024.jpg,../../../data/data_ADAM/test/a_noamd/N0024.jpg,a_noamd,a_noamd,True,0.8329852819442749,0.16701479256153107
N0025.jpg,../../../data/data_ADAM/test/a_noamd/N0025.jpg,a_noamd,a_noamd,True,0.8333246111869812,0.16667540371418
N0026.jpg,../../../data/data_ADAM/test/a_noamd/N0026.jpg,a_noamd,a_noamd,True,0.8333924412727356,0.16660760343074799
N0027.jpg,../../../data/data_ADAM/test/a_noamd/N0027.jpg,a_noamd,a_noamd,True,0.8328492641448975,0.16715067625045776
N0028.jpg,../../../data/data_ADAM/test/a_noamd/N0028.jpg,a_noamd,a_noamd,True,0.8326452970504761,0.16735470294952393
N0029.jpg,../../../data/data_ADAM/test/a_noamd/N0029.jpg,a_noamd,a_noamd,True,0.833256721496582,0.1667432337999344
N0030.jpg,../../../data/data_ADAM/test/a_noamd/N0030.jpg,a_noamd,a_noamd,True,0.833256721496582,0.1667432337999344
N0031.jpg,../../../data/data_ADAM/test/a_noamd/N0031.jpg,a_noamd,a_noamd,True,0.8328492641448975,0.16715067625045776
N0032.jpg,../../../data/data_ADAM/test/a_noamd/N0032.jpg,a_noamd,a_noamd,True,0.8328492641448975,0.16715067625045776
N0033.jpg,../../../data/data_ADAM/test/a_noamd/N0033.jpg,a_noamd,a_noamd,True,0.8327813148498535,0.1672186702489853
N0034.jpg,../../../data/data_ADAM/test/a_noamd/N0034.jpg,a_noamd,a_noamd,True,0.8327133059501648,0.16728666424751282
N0035.jpg,../../../data/data_ADAM/test/a_noamd/N0035.jpg,a_noamd,a_noamd,True,0.8337988257408142,0.16620120406150818
N0036.jpg,../../../data/data_ADAM/test/a_noamd/N0036.jpg,a_noamd,a_noamd,True,0.8331210017204285,0.16687896847724915
N0037.jpg,../../../data/data_ADAM/test/a_noamd/N0037.jpg,a_noamd,a_noamd,True,0.8328492641448975,0.16715067625045776
