file_name,true_label,predicted_label,prob_a_noamd,prob_b_amd
test/a_noamd/T0161.jpg,a_noamd,a_noamd,0.6703358888626099,0.32966411113739014
test/a_noamd/T0216.jpg,a_noamd,a_noamd,0.5035164952278137,0.4964834749698639
test/a_noamd/T0327.jpg,a_noamd,a_noamd,0.5977115035057068,0.4022884964942932
test/a_noamd/N0232.jpg,a_noamd,a_noamd,0.5234100818634033,0.4765898585319519
test/a_noamd/N0294.jpg,a_noamd,a_noamd,0.6618691086769104,0.3381308913230896
test/a_noamd/N0132.jpg,a_noamd,a_noamd,0.5362446904182434,0.4637552499771118
test/a_noamd/N0082.jpg,a_noamd,a_noamd,0.519145667552948,0.480854332447052
test/a_noamd/N0126.jpg,a_noamd,a_noamd,0.5347169041633606,0.4652831256389618
test/a_noamd/V0145.jpg,a_noamd,a_noamd,0.5716079473495483,0.42839208245277405
test/a_noamd/N0181.jpg,a_noamd,b_amd,0.2629891633987427,0.7370108366012573
test/a_noamd/N0308.jpg,a_noamd,a_noamd,0.5326945781707764,0.467305451631546
test/a_noamd/N0093.jpg,a_noamd,a_noamd,0.5823129415512085,0.4176870882511139
test/a_noamd/N0052.jpg,a_noamd,a_noamd,0.5353992581367493,0.46460068225860596
test/a_noamd/T0088.jpg,a_noamd,a_noamd,0.5598875284194946,0.44011250138282776
test/a_noamd/T0385.jpg,a_noamd,a_noamd,0.6658564209938049,0.33414357900619507
test/a_noamd/V0254.jpg,a_noamd,b_amd,0.48175203800201416,0.5182479619979858
test/a_noamd/V0238.jpg,a_noamd,b_amd,0.4563572406768799,0.5436427593231201
test/a_noamd/N0124.jpg,a_noamd,a_noamd,0.5247137546539307,0.4752862751483917
test/a_noamd/T0379.jpg,a_noamd,b_amd,0.42105767130851746,0.5789422988891602
test/a_noamd/N0115.jpg,a_noamd,a_noamd,0.5678444504737854,0.4321556091308594
test/a_noamd/N0023.jpg,a_noamd,b_amd,0.29833319783210754,0.7016668319702148
test/a_noamd/T0296.jpg,a_noamd,a_noamd,0.5500511527061462,0.44994887709617615
test/a_noamd/N0305.jpg,a_noamd,a_noamd,0.6677813529968262,0.3322186768054962
test/a_noamd/V0217.jpg,a_noamd,a_noamd,0.5602051615715027,0.4397948384284973
test/a_noamd/N0270.jpg,a_noamd,a_noamd,0.5081287622451782,0.4918712377548218
test/a_noamd/N0094.jpg,a_noamd,a_noamd,0.6646728515625,0.3353271484375
test/a_noamd/V0114.jpg,a_noamd,a_noamd,0.5334025025367737,0.4665975272655487
test/a_noamd/T0312.jpg,a_noamd,a_noamd,0.5002216100692749,0.4997783899307251
test/a_noamd/N0286.jpg,a_noamd,b_amd,0.4902685582637787,0.5097314119338989
test/a_noamd/N0055.jpg,a_noamd,a_noamd,0.5598286390304565,0.44017139077186584
test/a_noamd/N0243.jpg,a_noamd,a_noamd,0.5522783398628235,0.4477216303348541
test/a_noamd/N0250.jpg,a_noamd,b_amd,0.4515327215194702,0.5484672784805298
test/a_noamd/N0184.jpg,a_noamd,b_amd,0.47857722640037537,0.521422803401947
test/a_noamd/V0230.jpg,a_noamd,a_noamd,0.6896209120750427,0.3103790879249573
test/a_noamd/V0231.jpg,a_noamd,a_noamd,0.5962734222412109,0.4037265479564667
test/a_noamd/V0221.jpg,a_noamd,a_noamd,0.5382494926452637,0.46175050735473633
test/a_noamd/T0027.jpg,a_noamd,a_noamd,0.657229483127594,0.34277045726776123
test/a_noamd/N0101.jpg,a_noamd,b_amd,0.43762096762657166,0.562379002571106
test/a_noamd/T0101.jpg,a_noamd,a_noamd,0.612904965877533,0.38709503412246704
test/a_noamd/N0016.jpg,a_noamd,a_noamd,0.5375462174415588,0.4624537527561188
test/a_noamd/V0002.jpg,a_noamd,b_amd,0.4880242943763733,0.5119757056236267
test/a_noamd/T0221.jpg,a_noamd,a_noamd,0.6216749548912048,0.3783250153064728
test/a_noamd/T0044.jpg,a_noamd,a_noamd,0.5982152819633484,0.4017847180366516
test/a_noamd/N0043.jpg,a_noamd,b_amd,0.34202295541763306,0.6579769849777222
test/a_noamd/V0205.jpg,a_noamd,a_noamd,0.5330901741981506,0.466909795999527
test/a_noamd/N0178.jpg,a_noamd,a_noamd,0.5715882182121277,0.4284117817878723
test/a_noamd/V0289.jpg,a_noamd,a_noamd,0.6576154232025146,0.34238457679748535
test/a_noamd/T0055.jpg,a_noamd,a_noamd,0.5209875702857971,0.47901248931884766
test/a_noamd/T0162.jpg,a_noamd,a_noamd,0.5686131715774536,0.431386798620224
test/a_noamd/T0215.jpg,a_noamd,b_amd,0.4141227602958679,0.5858772397041321
test/a_noamd/T0344.jpg,a_noamd,a_noamd,0.6224871277809143,0.3775128424167633
test/a_noamd/N0048.jpg,a_noamd,a_noamd,0.5857845544815063,0.41421541571617126
test/a_noamd/V0294.jpg,a_noamd,a_noamd,0.651056706905365,0.34894323348999023
test/a_noamd/V0377.jpg,a_noamd,a_noamd,0.5838328003883362,0.41616714000701904
test/a_noamd/V0067.jpg,a_noamd,a_noamd,0.6217508912086487,0.37824907898902893
test/a_noamd/T0367.jpg,a_noamd,a_noamd,0.5234355330467224,0.4765644371509552
test/a_noamd/T0016.jpg,a_noamd,a_noamd,0.5176987051963806,0.4823012948036194
test/a_noamd/V0121.jpg,a_noamd,a_noamd,0.5105685591697693,0.4894314408302307
test/a_noamd/V0276.jpg,a_noamd,a_noamd,0.578952968120575,0.42104700207710266
test/a_noamd/V0310.jpg,a_noamd,a_noamd,0.5276315808296204,0.47236838936805725
test/a_noamd/V0260.jpg,a_noamd,a_noamd,0.646736204624176,0.3532637655735016
test/a_noamd/T0371.jpg,a_noamd,a_noamd,0.6372095346450806,0.36279046535491943
test/a_noamd/V0333.jpg,a_noamd,b_amd,0.319997638463974,0.6800023317337036
test/a_noamd/N0032.jpg,a_noamd,a_noamd,0.6195982694625854,0.38040173053741455
test/a_noamd/N0210.jpg,a_noamd,a_noamd,0.6079640984535217,0.39203590154647827
test/a_noamd/V0306.jpg,a_noamd,a_noamd,0.5688063502311707,0.43119361996650696
test/a_noamd/N0039.jpg,a_noamd,a_noamd,0.6003626585006714,0.399637371301651
test/a_noamd/V0345.jpg,a_noamd,a_noamd,0.5859926342964172,0.4140073359012604
test/a_noamd/V0292.jpg,a_noamd,b_amd,0.4938707947731018,0.5061292052268982
test/a_noamd/V0054.jpg,a_noamd,b_amd,0.4859335422515869,0.5140664577484131
test/a_noamd/V0305.jpg,a_noamd,a_noamd,0.5918806791305542,0.4081193506717682
test/a_noamd/N0221.jpg,a_noamd,a_noamd,0.5442853569984436,0.4557146430015564
test/a_noamd/N0083.jpg,a_noamd,a_noamd,0.6414675116539001,0.35853245854377747
test/a_noamd/N0096.jpg,a_noamd,a_noamd,0.6361237168312073,0.3638763129711151
