file_name,true_label,predicted_label,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr
test/anodr/d26bc6e1230d.png,anodr,anodr,0.736778199672699,0.0764835923910141,0.07554514706134796,0.061592504382133484,0.04960059002041817
test/anodr/cf8f1bc7a215.png,anodr,anodr,0.4989418685436249,0.1656685769557953,0.15314318239688873,0.09015578031539917,0.09209060668945312
test/anodr/568455854a11.png,anodr,anodr,0.5098007321357727,0.20554399490356445,0.12801529467105865,0.08286561071872711,0.0737743079662323
test/anodr/ef4121e9bb67.png,anodr,anodr,0.7582417726516724,0.06359182298183441,0.05756160989403725,0.06305679678916931,0.057547956705093384
test/anodr/c5bec7f1e5f3.png,anodr,anodr,0.6243973970413208,0.11730615049600601,0.11834317445755005,0.07213153690099716,0.06782174855470657
test/anodr/389552047476.png,anodr,anodr,0.6023024916648865,0.10629382729530334,0.1681637018918991,0.06303687393665314,0.06020307540893555
test/anodr/2b4c7b5f1f1e.png,anodr,anodr,0.550232470035553,0.07351575791835785,0.18984821438789368,0.07084203511476517,0.11556150019168854
test/anodr/8e76054f0831.png,anodr,anodr,0.7167831659317017,0.07551097124814987,0.07873882353305817,0.06984741985797882,0.059119559824466705
test/anodr/7fe7309d0b4f.png,anodr,anodr,0.643811047077179,0.07941076159477234,0.13850687444210052,0.08025740832090378,0.05801389738917351
test/anodr/d38cf0f4a9af.png,anodr,anodr,0.6894518733024597,0.08699816465377808,0.10044707357883453,0.06255794316530228,0.06054500862956047
test/anodr/43bc7c066dfb.png,anodr,anodr,0.681531548500061,0.07458313554525375,0.0959915816783905,0.05873141437768936,0.08916227519512177
test/anodr/1df1530b9b8d.png,anodr,anodr,0.7058196067810059,0.07203498482704163,0.11101236939430237,0.05587880313396454,0.05525423213839531
test/anodr/c755a0c4edcc.png,anodr,anodr,0.6811164021492004,0.10441240668296814,0.08865803480148315,0.06646735221147537,0.05934571102261543
test/anodr/f233638e0e90.png,anodr,anodr,0.7925570607185364,0.08654897660017014,0.041726723313331604,0.04458363354206085,0.034583594650030136
test/anodr/3ce2f8a77a32.png,anodr,anodr,0.6117984056472778,0.09670519083738327,0.11880838125944138,0.08121319115161896,0.09147490561008453
test/anodr/52edbe29d655.png,anodr,anodr,0.672113299369812,0.07214700430631638,0.11289305239915848,0.0761624425649643,0.06668417155742645
test/anodr/e3cd96cb094c.png,anodr,anodr,0.7009828090667725,0.05498047173023224,0.09124598652124405,0.07922080159187317,0.0735698789358139
test/anodr/a484bdf85b4c.png,anodr,anodr,0.63714599609375,0.09872329980134964,0.1261373907327652,0.06768491119146347,0.07030835002660751
test/anodr/cfed7c1172ec.png,anodr,anodr,0.6884713768959045,0.09060406684875488,0.08573215454816818,0.07536092400550842,0.059831403195858
