filename,score_anormal,score_cglaucoma,pred_class,pred_index,true_class,true_index
image_001_170.jpg,0.929248,0.070752,anormal,0,anormal,0
image_002_202.jpg,0.800302,0.199698,anormal,0,anormal,0
image_003_50.jpg,0.877109,0.122891,anormal,0,anormal,0
image_004_65.jpg,0.900966,0.099034,anormal,0,anormal,0
image_005_13.jpg,0.832577,0.167423,anormal,0,anormal,0
image_006_4.jpg,0.765944,0.234056,anormal,0,anormal,0
image_007_5.jpg,0.949389,0.050611,anormal,0,anormal,0
image_008_116.jpg,0.697557,0.302443,anormal,0,anormal,0
image_009_125.jpg,0.865224,0.134776,anormal,0,anormal,0
image_010_41.jpg,0.804713,0.195287,anormal,0,anormal,0
image_011_214.jpg,0.939526,0.060474,anormal,0,anormal,0
image_012_56.jpg,0.557725,0.442275,anormal,0,anormal,0
image_013_71.jpg,0.890103,0.109897,anormal,0,anormal,0
image_014_59.jpg,0.855127,0.144873,anormal,0,anormal,0
image_015_209.jpg,0.855429,0.144571,anormal,0,anormal,0
image_016_82.jpg,0.748628,0.251372,anormal,0,anormal,0
image_017_93.jpg,0.933309,0.066691,anormal,0,anormal,0
image_018_120.jpg,0.794943,0.205057,anormal,0,anormal,0
image_019_168.jpg,0.811974,0.188026,anormal,0,anormal,0
image_020_10.jpg,0.763484,0.236516,anormal,0,anormal,0
image_021_26.jpg,0.832237,0.167763,anormal,0,anormal,0
image_022_55.jpg,0.866979,0.133021,anormal,0,anormal,0
image_023_103.jpg,0.761893,0.238107,anormal,0,anormal,0
image_024_200.jpg,0.796688,0.203312,anormal,0,anormal,0
image_025_99.jpg,0.725794,0.274206,anormal,0,anormal,0
image_026_146.jpg,0.881819,0.118181,anormal,0,anormal,0
image_027_32.jpg,0.789234,0.210766,anormal,0,anormal,0
image_028_96.jpg,0.946051,0.053949,anormal,0,anormal,0
image_029_217.jpg,0.898944,0.101056,anormal,0,anormal,0
image_030_219.jpg,0.720221,0.279779,anormal,0,anormal,0
image_031_49.jpg,0.616186,0.383815,anormal,0,anormal,0
image_032_39.jpg,0.918626,0.081374,anormal,0,anormal,0
image_033_187.jpg,0.364693,0.635307,cglaucoma,1,anormal,0
image_034_36.jpg,0.748766,0.251234,anormal,0,anormal,0
image_035_160.jpg,0.730482,0.269518,anormal,0,anormal,0
image_036_25.jpg,0.798265,0.201735,anormal,0,anormal,0
image_037_178.jpg,0.898500,0.101500,anormal,0,anormal,0
image_038_95.jpg,0.759047,0.240953,anormal,0,anormal,0
image_039_12.jpg,0.684211,0.315789,anormal,0,anormal,0
image_040_16.jpg,0.640720,0.359280,anormal,0,anormal,0
image_041_108.jpg,0.470898,0.529102,cglaucoma,1,anormal,0
image_042_63.jpg,0.589569,0.410431,anormal,0,anormal,0
image_043_54.jpg,0.709573,0.290427,anormal,0,anormal,0
image_044_70.jpg,0.915658,0.084342,anormal,0,anormal,0
image_045_182.jpg,0.652961,0.347039,anormal,0,anormal,0
image_046_64.jpg,0.898053,0.101947,anormal,0,anormal,0
image_047_143.jpg,0.730146,0.269854,anormal,0,anormal,0
image_048_130.jpg,0.870927,0.129073,anormal,0,anormal,0
