image,a_noamd_prob,b_amd_prob,prediction
N0001.jpg,0.7518303990364075,0.24816958606243134,a_noamd
N0002.jpg,0.7501869201660156,0.24981306493282318,a_noamd
N0003.jpg,0.7531036734580994,0.24689634144306183,a_noamd
N0004.jpg,0.7523766160011292,0.24762336909770966,a_noamd
N0005.jpg,0.7534666657447815,0.2465333491563797,a_noamd
N0006.jpg,0.7518303990364075,0.24816958606243134,a_noamd
N0007.jpg,0.7525585293769836,0.24744145572185516,a_noamd
N0008.jpg,0.7516481280326843,0.2483518272638321,a_noamd
N0009.jpg,0.7500038743019104,0.249996155500412,a_noamd
N0010.jpg,0.7526494860649109,0.2473505735397339,a_noamd
N0011.jpg,0.7521946430206299,0.24780535697937012,a_noamd
N0012.jpg,0.7511921525001526,0.2488078773021698,a_noamd
N0013.jpg,0.7450275421142578,0.2549724578857422,a_noamd
N0014.jpg,0.7476159334182739,0.2523840367794037,a_noamd
N0015.jpg,0.7418610453605652,0.2581389248371124,a_noamd
N0016.jpg,0.7407373785972595,0.2592626214027405,a_noamd
N0017.jpg,0.7512834072113037,0.24871662259101868,a_noamd
N0018.jpg,0.7500038743019104,0.249996155500412,a_noamd
N0019.jpg,0.7512834072113037,0.24871662259101868,a_noamd
N0020.jpg,0.749454140663147,0.2505458891391754,a_noamd
N0021.jpg,0.7312025427818298,0.26879745721817017,a_noamd
N0022.jpg,0.7391400933265686,0.2608599364757538,a_noamd
N0023.jpg,0.7487199306488037,0.2512800693511963,a_noamd
N0024.jpg,0.7509182095527649,0.24908174574375153,a_noamd
N0025.jpg,0.753829300403595,0.24617071449756622,a_noamd
N0026.jpg,0.7535573244094849,0.24644264578819275,a_noamd
N0027.jpg,0.7534666657447815,0.2465333491563797,a_noamd
N0028.jpg,0.7427950501441956,0.25720494985580444,a_noamd
N0029.jpg,0.7529220581054688,0.24707794189453125,a_noamd
N0030.jpg,0.7528311610221863,0.24716877937316895,a_noamd
N0031.jpg,0.7527403235435486,0.24725967645645142,a_noamd
N0032.jpg,0.7444706559181213,0.25552937388420105,a_noamd
N0033.jpg,0.7522856593132019,0.2477143555879593,a_noamd
N0034.jpg,0.7520125508308411,0.24798743426799774,a_noamd
N0035.jpg,0.7539198994636536,0.24608013033866882,a_noamd
N0036.jpg,0.753829300403595,0.24617071449756622,a_noamd
N0037.jpg,0.7525585293769836,0.24744145572185516,a_noamd
N0038.jpg,0.7531036734580994,0.24689634144306183,a_noamd
N0039.jpg,0.7527403235435486,0.24725967645645142,a_noamd
N0040.jpg,0.746508777141571,0.25349125266075134,a_noamd
N0041.jpg,0.743354320526123,0.25664564967155457,a_noamd
N0042.jpg,0.7531944513320923,0.24680553376674652,a_noamd
N0043.jpg,0.7536479830741882,0.24635198712348938,a_noamd
N0044.jpg,0.7503699064254761,0.2496301233768463,a_noamd
N0045.jpg,0.7536479830741882,0.24635198712348938,a_noamd
N0046.jpg,0.7520125508308411,0.24798743426799774,a_noamd
N0047.jpg,0.7525585293769836,0.24744145572185516,a_noamd
N0048.jpg,0.749454140663147,0.2505458891391754,a_noamd
N0049.jpg,0.7507355809211731,0.2492644488811493,a_noamd
N0050.jpg,0.7444706559181213,0.25552937388420105,a_noamd
N0051.jpg,0.7455836534500122,0.2544163167476654,a_noamd
N0052.jpg,0.7533760070800781,0.24662406742572784,a_noamd
