filename,predicted_class,prob_a_noamd,prob_b_amd
N0001.jpg,a_noamd,0.9967785477638245,0.0032214198727160692
N0002.jpg,a_noamd,0.997617781162262,0.0023821683134883642
N0003.jpg,a_noamd,0.8940537571907043,0.10594625771045685
N0004.jpg,a_noamd,0.9914587736129761,0.008541189134120941
N0005.jpg,a_noamd,0.9985718727111816,0.0014280633768066764
N0006.jpg,a_noamd,0.9978894591331482,0.002110495697706938
N0007.jpg,a_noamd,0.9995046854019165,0.0004953480092808604
N0008.jpg,a_noamd,0.9992595314979553,0.0007404180942103267
N0009.jpg,a_noamd,0.955947995185852,0.044052012264728546
N0010.jpg,a_noamd,0.9735278487205505,0.026472166180610657
N0011.jpg,a_noamd,0.9742576479911804,0.025742266327142715
N0012.jpg,a_noamd,0.9990028738975525,0.0009971149265766144
N0013.jpg,a_noamd,0.9244113564491272,0.07558868080377579
N0014.jpg,a_noamd,0.9937657117843628,0.006234244909137487
N0015.jpg,a_noamd,0.9987300038337708,0.0012699412181973457
N0016.jpg,a_noamd,0.9955796599388123,0.004420380108058453
N0017.jpg,a_noamd,0.9988473653793335,0.0011526653543114662
N0018.jpg,a_noamd,0.9991976618766785,0.0008024020935408771
N0019.jpg,a_noamd,0.9977834820747375,0.0022165437694638968
N0020.jpg,a_noamd,0.9982194304466248,0.0017805820098146796
N0021.jpg,a_noamd,0.9928713440895081,0.007128684315830469
N0022.jpg,a_noamd,0.988373875617981,0.011626048944890499
N0023.jpg,b_amd,0.03985099121928215,0.9601490497589111
N0024.jpg,a_noamd,0.5008794665336609,0.4991205632686615
N0025.jpg,a_noamd,0.9993276596069336,0.0006723118131048977
N0026.jpg,a_noamd,0.9034366607666016,0.09656340628862381
N0027.jpg,a_noamd,0.9990748167037964,0.0009251508163288236
N0028.jpg,a_noamd,0.9929609894752502,0.007038998883217573
N0029.jpg,a_noamd,0.9981048107147217,0.0018951910315081477
N0030.jpg,a_noamd,0.8060911297798157,0.19390887022018433
N0031.jpg,a_noamd,0.9962471127510071,0.0037528600078076124
N0032.jpg,a_noamd,0.9983799457550049,0.001620001276023686
N0033.jpg,a_noamd,0.9996213912963867,0.0003786189772654325
N0034.jpg,a_noamd,0.9987514019012451,0.0012486273190006614
