filename,predicted_class,prob_a_noamd,prob_b_amd
N0001.jpg,a_noamd,0.66240203,0.337598
N0002.jpg,a_noamd,0.59828246,0.40171754
N0003.jpg,a_noamd,0.7402841,0.25971594
N0004.jpg,a_noamd,0.72171926,0.2782807
N0005.jpg,a_noamd,0.5559922,0.44400784
N0006.jpg,a_noamd,0.64942384,0.35057613
N0007.jpg,a_noamd,0.68298584,0.3170141
N0008.jpg,a_noamd,0.5755992,0.42440078
N0009.jpg,a_noamd,0.5804934,0.41950664
N0010.jpg,a_noamd,0.69191617,0.30808386
N0011.jpg,a_noamd,0.6288613,0.3711387
N0012.jpg,a_noamd,0.6878914,0.31210858
N0013.jpg,a_noamd,0.5814651,0.41853482
N0014.jpg,a_noamd,0.5861383,0.4138617
N0015.jpg,a_noamd,0.71885526,0.2811447
N0016.jpg,a_noamd,0.6656248,0.33437517
N0017.jpg,a_noamd,0.54263574,0.45736423
N0018.jpg,a_noamd,0.5112549,0.48874512
N0019.jpg,a_noamd,0.5229039,0.47709602
N0020.jpg,a_noamd,0.66393584,0.3360642
N0021.jpg,a_noamd,0.6543581,0.34564188
N0022.jpg,a_noamd,0.70348656,0.2965134
N0023.jpg,a_noamd,0.6974297,0.30257025
N0024.jpg,a_noamd,0.69465256,0.30534747
N0025.jpg,a_noamd,0.6644503,0.33554968
N0026.jpg,a_noamd,0.59666866,0.4033313
N0027.jpg,a_noamd,0.608965,0.391035
N0028.jpg,a_noamd,0.60867596,0.39132398
N0029.jpg,a_noamd,0.648801,0.35119894
N0030.jpg,a_noamd,0.57591355,0.42408642
N0031.jpg,a_noamd,0.67685324,0.32314676
N0032.jpg,a_noamd,0.5669838,0.43301618
N0033.jpg,a_noamd,0.6405498,0.35945025
N0034.jpg,a_noamd,0.6173651,0.3826349
N0035.jpg,a_noamd,0.70083493,0.2991651
N0036.jpg,a_noamd,0.6928723,0.30712774
N0037.jpg,a_noamd,0.66459864,0.33540136
N0038.jpg,a_noamd,0.59477365,0.40522635
N0039.jpg,a_noamd,0.6106475,0.38935247
N0040.jpg,a_noamd,0.6808444,0.31915557
N0041.jpg,a_noamd,0.7207041,0.27929595
N0042.jpg,a_noamd,0.68760705,0.31239292
N0043.jpg,a_noamd,0.628938,0.37106198
N0044.jpg,a_noamd,0.6616726,0.33832747
N0045.jpg,a_noamd,0.57206184,0.42793816
N0046.jpg,a_noamd,0.6677656,0.33223438
N0047.jpg,a_noamd,0.516506,0.48349398
N0048.jpg,a_noamd,0.6483887,0.3516113
N0049.jpg,a_noamd,0.7002173,0.29978272
N0050.jpg,a_noamd,0.6348322,0.36516783
N0051.jpg,a_noamd,0.64942926,0.3505707
N0052.jpg,a_noamd,0.6993204,0.30067962
N0053.jpg,a_noamd,0.7356824,0.26431757
N0054.jpg,a_noamd,0.66445106,0.3355489
N0055.jpg,a_noamd,0.69215715,0.30784288
N0056.jpg,a_noamd,0.68871164,0.31128836
N0057.jpg,a_noamd,0.60418755,0.3958124
N0058.jpg,a_noamd,0.6422486,0.3577514
N0059.jpg,a_noamd,0.6756128,0.32438716
N0060.jpg,a_noamd,0.60174084,0.39825916
N0061.jpg,a_noamd,0.690671,0.30932894
N0062.jpg,a_noamd,0.550478,0.44952205
N0063.jpg,a_noamd,0.66908497,0.33091503
N0064.jpg,a_noamd,0.62535906,0.37464094
N0065.jpg,a_noamd,0.58586234,0.4141377
N0066.jpg,a_noamd,0.64831054,0.35168952
N0067.jpg,a_noamd,0.73338234,0.26661766
N0068.jpg,a_noamd,0.5644441,0.4355559
N0069.jpg,a_noamd,0.7016025,0.2983975
N0070.jpg,a_noamd,0.70825213,0.2917478
N0071.jpg,a_noamd,0.5947976,0.40520242
N0072.jpg,a_noamd,0.6644137,0.33558628
N0073.jpg,a_noamd,0.5630172,0.4369828
N0074.jpg,a_noamd,0.67015207,0.3298479
N0075.jpg,a_noamd,0.5881123,0.41188774
N0076.jpg,a_noamd,0.65456367,0.3454363
N0077.jpg,a_noamd,0.6269739,0.37302604
N0078.jpg,a_noamd,0.67203575,0.3279643
N0079.jpg,a_noamd,0.5189981,0.4810019
N0080.jpg,a_noamd,0.5411296,0.45887038
N0081.jpg,a_noamd,0.6534866,0.3465134
N0082.jpg,a_noamd,0.67278624,0.32721376
N0083.jpg,a_noamd,0.71063644,0.28936356
N0084.jpg,a_noamd,0.7064563,0.29354364
N0085.jpg,a_noamd,0.6938014,0.30619857
N0086.jpg,a_noamd,0.5981992,0.40180084
N0087.jpg,a_noamd,0.6689673,0.33103272
N0088.jpg,a_noamd,0.6642193,0.3357807
N0089.jpg,a_noamd,0.65146536,0.3485346
N0090.jpg,a_noamd,0.58198947,0.4180105
N0091.jpg,a_noamd,0.7031858,0.29681417
N0092.jpg,a_noamd,0.7031491,0.29685086
N0093.jpg,a_noamd,0.66178393,0.3382161
N0094.jpg,a_noamd,0.5728372,0.42716286
N0095.jpg,a_noamd,0.69754815,0.30245188
N0096.jpg,a_noamd,0.6367952,0.36320472
N0097.jpg,a_noamd,0.5929162,0.40708384
N0098.jpg,a_noamd,0.5745851,0.4254149
N0099.jpg,a_noamd,0.5244105,0.47558948
N0100.jpg,a_noamd,0.67962015,0.32037982
N0101.jpg,a_noamd,0.59386915,0.40613085
N0102.jpg,a_noamd,0.6595541,0.3404459
N0103.jpg,a_noamd,0.62274086,0.37725917
N0104.jpg,a_noamd,0.7013795,0.29862055
N0105.jpg,a_noamd,0.6506304,0.34936953
N0106.jpg,a_noamd,0.74355435,0.25644562
N0107.jpg,a_noamd,0.70345193,0.2965481
N0108.jpg,a_noamd,0.7187817,0.28121826
N0109.jpg,a_noamd,0.7073701,0.2926299
N0110.jpg,a_noamd,0.6885809,0.31141913
N0111.jpg,a_noamd,0.73458296,0.2654171
N0112.jpg,a_noamd,0.5766457,0.42335433
N0113.jpg,a_noamd,0.71991915,0.28008085
N0114.jpg,a_noamd,0.58494467,0.4150554
N0115.jpg,a_noamd,0.5703502,0.42964977
N0116.jpg,a_noamd,0.6584329,0.3415671
N0117.jpg,a_noamd,0.6928375,0.3071625
N0118.jpg,a_noamd,0.59099287,0.4090072
N0119.jpg,a_noamd,0.56485504,0.435145
N0120.jpg,a_noamd,0.54887825,0.4511218
N0121.jpg,a_noamd,0.6792485,0.32075143
N0122.jpg,a_noamd,0.70362973,0.2963703
N0123.jpg,a_noamd,0.6764176,0.32358244
N0124.jpg,a_noamd,0.59805334,0.40194663
N0125.jpg,a_noamd,0.68794686,0.31205308
N0126.jpg,a_noamd,0.6999152,0.3000848
N0127.jpg,a_noamd,0.66942656,0.33057338
N0128.jpg,a_noamd,0.69911,0.30089003
N0129.jpg,a_noamd,0.58938384,0.41061622
N0130.jpg,a_noamd,0.6144762,0.3855238
N0131.jpg,a_noamd,0.63871175,0.3612882
N0132.jpg,a_noamd,0.7124365,0.28756353
N0133.jpg,a_noamd,0.6172674,0.38273263
N0134.jpg,a_noamd,0.66250706,0.33749294
N0135.jpg,a_noamd,0.6612365,0.33876342
N0136.jpg,a_noamd,0.659865,0.34013495
N0137.jpg,a_noamd,0.6413484,0.3586516
N0138.jpg,a_noamd,0.68790317,0.31209683
N0139.jpg,a_noamd,0.6564164,0.3435836
N0140.jpg,a_noamd,0.6698932,0.33010682
N0141.jpg,a_noamd,0.63538074,0.36461923
N0142.jpg,a_noamd,0.7143775,0.28562254
N0143.jpg,a_noamd,0.6684968,0.33150324
N0144.jpg,a_noamd,0.65421736,0.34578267
N0145.jpg,a_noamd,0.5783836,0.4216164
N0146.jpg,a_noamd,0.7231644,0.27683556
N0147.jpg,a_noamd,0.7143775,0.28562254
N0148.jpg,a_noamd,0.6684968,0.33150324
N0149.jpg,a_noamd,0.65421736,0.34578267
N0150.jpg,a_noamd,0.73029566,0.26970437
N0151.jpg,a_noamd,0.73217666,0.2678233
N0152.jpg,a_noamd,0.61702794,0.38297203
N0153.jpg,a_noamd,0.6130253,0.38697466
N0154.jpg,a_noamd,0.6472259,0.35277414
N0155.jpg,b_amd,0.47746435,0.5225356
N0156.jpg,a_noamd,0.68864125,0.31135875
N0157.jpg,a_noamd,0.69515437,0.3048456
N0158.jpg,a_noamd,0.62774146,0.37225857
N0159.jpg,a_noamd,0.7024001,0.29759988
N0160.jpg,a_noamd,0.7216656,0.27833432
N0161.jpg,a_noamd,0.6629839,0.33701605
N0162.jpg,a_noamd,0.7435455,0.25645453
N0163.jpg,a_noamd,0.7173698,0.2826302
N0164.jpg,a_noamd,0.64924365,0.35075632
N0165.jpg,a_noamd,0.63739747,0.3626025
N0166.jpg,a_noamd,0.5624425,0.4375575
N0167.jpg,a_noamd,0.5421643,0.45783564
N0168.jpg,a_noamd,0.6898901,0.3101099
N0169.jpg,a_noamd,0.652095,0.34790495
N0170.jpg,a_noamd,0.70945233,0.2905477
N0171.jpg,a_noamd,0.71870255,0.28129742
N0172.jpg,a_noamd,0.714756,0.285244
N0173.jpg,a_noamd,0.67559093,0.32440904
N0174.jpg,a_noamd,0.63899964,0.36100036
N0175.jpg,a_noamd,0.65651935,0.34348068
N0176.jpg,a_noamd,0.6883895,0.31161052
N0177.jpg,a_noamd,0.6788476,0.32115242
N0178.jpg,a_noamd,0.53788567,0.4621143
N0179.jpg,a_noamd,0.66521955,0.33478045
N0180.jpg,a_noamd,0.70625377,0.2937462
N0181.jpg,a_noamd,0.66077495,0.33922502
N0182.jpg,a_noamd,0.6220506,0.37794945
N0183.jpg,a_noamd,0.69703734,0.30296266
N0184.jpg,a_noamd,0.68478465,0.3152153
N0185.jpg,a_noamd,0.67054915,0.32945085
N0186.jpg,a_noamd,0.6891344,0.31086558
N0187.jpg,a_noamd,0.6642297,0.3357703
N0188.jpg,a_noamd,0.7013317,0.29866832
N0189.jpg,a_noamd,0.70596623,0.29403377
N0190.jpg,a_noamd,0.64478683,0.3552132
N0191.jpg,a_noamd,0.73214203,0.26785797
N0192.jpg,a_noamd,0.712788,0.28721204
N0193.jpg,a_noamd,0.70904213,0.29095784
N0194.jpg,a_noamd,0.7352363,0.26476368
N0195.jpg,a_noamd,0.68458194,0.31541803
N0196.jpg,a_noamd,0.605088,0.39491206
N0197.jpg,a_noamd,0.7125471,0.28745285
N0198.jpg,a_noamd,0.59626573,0.40373427
N0199.jpg,a_noamd,0.68997914,0.3100209
N0200.jpg,a_noamd,0.70358634,0.29641363
N0201.jpg,a_noamd,0.70202595,0.29797408
N0202.jpg,a_noamd,0.72900575,0.27099422
N0203.jpg,a_noamd,0.69845897,0.30154103
N0204.jpg,a_noamd,0.566959,0.433041
N0205.jpg,a_noamd,0.67220944,0.32779056
N0206.jpg,a_noamd,0.66724545,0.33275452
N0207.jpg,a_noamd,0.5836353,0.41636473
N0208.jpg,a_noamd,0.6577442,0.34225577
N0209.jpg,a_noamd,0.6651485,0.3348515
N0210.jpg,a_noamd,0.6611428,0.33885717
N0211.jpg,a_noamd,0.7072534,0.29274657
N0212.jpg,a_noamd,0.70812005,0.29188
N0213.jpg,a_noamd,0.6928329,0.30716708
N0214.jpg,a_noamd,0.6964085,0.3035915
N0215.jpg,a_noamd,0.5846302,0.41536987
N0216.jpg,a_noamd,0.6688888,0.33111122
N0217.jpg,a_noamd,0.62529755,0.37470248
N0218.jpg,a_noamd,0.5870192,0.41298074
N0219.jpg,a_noamd,0.7081614,0.29183856
N0220.jpg,a_noamd,0.6240352,0.37596476
N0221.jpg,a_noamd,0.63692206,0.36307794
N0222.jpg,a_noamd,0.6669845,0.33301553
N0223.jpg,a_noamd,0.5569258,0.44307423
N0224.jpg,a_noamd,0.647585,0.35241503
N0225.jpg,a_noamd,0.5640549,0.43594506
N0226.jpg,a_noamd,0.50362635,0.49637368
N0227.jpg,a_noamd,0.6868913,0.31310865
N0228.jpg,a_noamd,0.67879236,0.3212077
N0229.jpg,a_noamd,0.65844923,0.3415508
N0230.jpg,a_noamd,0.6198798,0.38012022
N0231.jpg,a_noamd,0.676265,0.32373503
N0232.jpg,a_noamd,0.57115924,0.42884076
N0233.jpg,a_noamd,0.6453157,0.3546843
N0234.jpg,a_noamd,0.6696011,0.33039898
N0235.jpg,a_noamd,0.69443655,0.30556345
N0236.jpg,a_noamd,0.681165,0.31883505
N0237.jpg,a_noamd,0.64106447,0.35893556
N0238.jpg,a_noamd,0.70627755,0.29372248
N0239.jpg,a_noamd,0.6443918,0.35560825
N0240.jpg,a_noamd,0.6073266,0.39267334
N0241.jpg,a_noamd,0.6197666,0.38023335
N0242.jpg,a_noamd,0.6498158,0.3501842
N0243.jpg,a_noamd,0.5586154,0.44138455
N0244.jpg,a_noamd,0.5747263,0.42527375
N0245.jpg,a_noamd,0.66077816,0.33922178
N0246.jpg,a_noamd,0.6835527,0.31644726
N0247.jpg,a_noamd,0.62220204,0.37779796
N0248.jpg,a_noamd,0.6305249,0.36947516
N0249.jpg,a_noamd,0.72411484,0.2758852
N0250.jpg,a_noamd,0.7258666,0.2741334
N0251.jpg,a_noamd,0.6476631,0.3523369
N0252.jpg,a_noamd,0.6700173,0.32998267
N0253.jpg,a_noamd,0.5550717,0.44492832
N0254.jpg,b_amd,0.49321297,0.50678706
N0255.jpg,a_noamd,0.58661544,0.41338453
N0256.jpg,a_noamd,0.6184986,0.38150135
N0257.jpg,a_noamd,0.5443346,0.45566538
N0258.jpg,a_noamd,0.68180174,0.3181982
N0259.jpg,a_noamd,0.6029817,0.39701825
N0260.jpg,a_noamd,0.5952323,0.40476772
N0261.jpg,a_noamd,0.71235305,0.28764692
N0262.jpg,a_noamd,0.6611094,0.33889058
N0263.jpg,a_noamd,0.54655087,0.4534491
N0264.jpg,a_noamd,0.60131985,0.39868018
N0265.jpg,a_noamd,0.66442126,0.3355787
N0266.jpg,a_noamd,0.64979744,0.35020253
N0267.jpg,a_noamd,0.69175035,0.30824965
N0268.jpg,a_noamd,0.51963824,0.4803618
N0269.jpg,a_noamd,0.61321604,0.38678396
N0270.jpg,a_noamd,0.6987966,0.30120343
N0271.jpg,a_noamd,0.671597,0.328403
N0272.jpg,a_noamd,0.68456906,0.31543097
N0273.jpg,a_noamd,0.6617182,0.33828178
N0274.jpg,a_noamd,0.608435,0.39156502
N0275.jpg,a_noamd,0.7003601,0.29963988
N0276.jpg,a_noamd,0.6465936,0.35340646
N0277.jpg,a_noamd,0.65439326,0.3456067
N0278.jpg,a_noamd,0.5701776,0.4298224
N0279.jpg,a_noamd,0.5863045,0.41369554
N0280.jpg,a_noamd,0.53120434,0.4687957
N0281.jpg,a_noamd,0.50098276,0.49901724
N0282.jpg,a_noamd,0.645135,0.35486498
N0283.jpg,a_noamd,0.59031266,0.40968734
N0284.jpg,b_amd,0.4978892,0.50211084
N0285.jpg,a_noamd,0.5415094,0.4584906
N0286.jpg,a_noamd,0.6603055,0.33969453
N0287.jpg,a_noamd,0.6595509,0.34044906
N0288.jpg,a_noamd,0.65134835,0.34865165
N0289.jpg,a_noamd,0.6033882,0.3966118
N0290.jpg,a_noamd,0.5923714,0.40762866
