filenames,true_label,predicted_label,true_class,predicted_class,prob_anormal,prob_cglaucoma
image_001_170.jpg,0,0,anormal,anormal,0.77448726,0.2255127
image_002_202.jpg,0,0,anormal,anormal,0.7638263,0.23617367
image_003_50.jpg,0,0,anormal,anormal,0.78165185,0.21834816
image_004_65.jpg,0,0,anormal,anormal,0.75358605,0.24641392
image_005_13.jpg,0,0,anormal,anormal,0.7598346,0.24016544
image_006_4.jpg,0,0,anormal,anormal,0.77853596,0.22146404
image_007_5.jpg,0,0,anormal,anormal,0.7440778,0.25592226
image_008_116.jpg,0,0,anormal,anormal,0.7770862,0.22291382
image_009_125.jpg,0,0,anormal,anormal,0.8005135,0.19948655
image_010_41.jpg,0,0,anormal,anormal,0.787887,0.21211304
image_011_214.jpg,0,0,anormal,anormal,0.75910264,0.24089733
image_012_56.jpg,0,0,anormal,anormal,0.76725125,0.2327487
image_013_71.jpg,0,0,anormal,anormal,0.76598835,0.23401164
image_014_59.jpg,0,0,anormal,anormal,0.7804433,0.2195567
image_015_209.jpg,0,0,anormal,anormal,0.7794015,0.22059852
image_016_82.jpg,0,0,anormal,anormal,0.7939972,0.20600274
image_017_93.jpg,0,0,anormal,anormal,0.76182616,0.23817384
image_018_120.jpg,0,0,anormal,anormal,0.77408653,0.22591342
image_019_168.jpg,0,0,anormal,anormal,0.75659585,0.2434042
image_020_10.jpg,0,0,anormal,anormal,0.78793025,0.2120697
image_021_26.jpg,0,0,anormal,anormal,0.781841,0.21815898
image_022_55.jpg,0,0,anormal,anormal,0.79137695,0.20862311
image_023_103.jpg,0,0,anormal,anormal,0.7843759,0.2156241
image_024_200.jpg,0,0,anormal,anormal,0.77327603,0.22672397
image_025_99.jpg,0,0,anormal,anormal,0.77335966,0.22664036
image_026_146.jpg,0,0,anormal,anormal,0.78192085,0.2180791
image_027_32.jpg,0,0,anormal,anormal,0.78563803,0.21436197
image_028_96.jpg,0,0,anormal,anormal,0.7593391,0.2406609
image_029_217.jpg,0,0,anormal,anormal,0.7563239,0.24367614
image_030_219.jpg,0,0,anormal,anormal,0.79361016,0.20638981
image_031_49.jpg,0,0,anormal,anormal,0.78501916,0.21498081
image_032_39.jpg,0,0,anormal,anormal,0.7756761,0.22432387
image_033_187.jpg,0,0,anormal,anormal,0.7661473,0.23385268
image_034_36.jpg,0,0,anormal,anormal,0.78071034,0.21928959
image_035_160.jpg,0,0,anormal,anormal,0.7724296,0.22757037
image_036_25.jpg,0,0,anormal,anormal,0.7863088,0.21369116
image_037_178.jpg,0,0,anormal,anormal,0.7823863,0.21761374
image_038_95.jpg,0,0,anormal,anormal,0.76623774,0.23376234
image_039_12.jpg,0,0,anormal,anormal,0.785804,0.21419607
image_040_16.jpg,0,0,anormal,anormal,0.7782311,0.2217689
image_041_108.jpg,0,0,anormal,anormal,0.76368153,0.23631848
image_042_63.jpg,0,0,anormal,anormal,0.78407294,0.21592703
image_043_54.jpg,0,0,anormal,anormal,0.7904612,0.2095388
image_044_70.jpg,0,0,anormal,anormal,0.7745713,0.2254287
image_045_182.jpg,0,0,anormal,anormal,0.7688309,0.23116909
image_046_64.jpg,0,0,anormal,anormal,0.7683125,0.23168752
image_047_143.jpg,0,0,anormal,anormal,0.76588356,0.23411638
image_048_130.jpg,0,0,anormal,anormal,0.77342504,0.22657497
image_049_105.jpg,0,0,anormal,anormal,0.7691916,0.23080833
image_050_163.jpg,0,0,anormal,anormal,0.78468233,0.21531767
image_051_190.jpg,0,0,anormal,anormal,0.7783484,0.22165154
image_052_3.jpg,0,0,anormal,anormal,0.7738998,0.22610022
image_053_136.jpg,0,0,anormal,anormal,0.7793741,0.22062589
image_054_158.jpg,0,0,anormal,anormal,0.7622788,0.23772119
image_055_139.jpg,0,0,anormal,anormal,0.7436317,0.2563683
image_056_142.jpg,0,0,anormal,anormal,0.7767354,0.22326462
image_057_109.jpg,0,0,anormal,anormal,0.7667927,0.23320729
image_058_118.jpg,0,0,anormal,anormal,0.7914256,0.20857438
image_059_220.jpg,0,0,anormal,anormal,0.7853947,0.21460529
image_060_79.jpg,0,0,anormal,anormal,0.7659274,0.23407263
image_061_44.jpg,0,0,anormal,anormal,0.76701224,0.23298775
image_062_135.jpg,0,0,anormal,anormal,0.76922274,0.23077725
image_063_110.jpg,0,0,anormal,anormal,0.7874563,0.21254367
image_064_164.jpg,0,0,anormal,anormal,0.7815996,0.21840042
image_065_92.jpg,0,0,anormal,anormal,0.78630495,0.21369506
image_066_218.jpg,0,0,anormal,anormal,0.76540774,0.23459227
image_067_127.jpg,0,0,anormal,anormal,0.7774535,0.22254647
image_068_173.jpg,0,0,anormal,anormal,0.7572998,0.24270025
image_069_184.jpg,0,0,anormal,anormal,0.78248143,0.21751852
image_070_212.jpg,0,0,anormal,anormal,0.76946056,0.23053944
