filename,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr,prediction,prediction_index
20060523_43196_0100_PP_811.png,0.016847977,0.029149808,0.6572654,0.1970551,0.099681646,cmoderatedr,2
20060412_62936_0200_PP_0.png,0.02683539,0.053561103,0.68540263,0.10314639,0.13105443,cmoderatedr,2
20051214_51953_0100_PP_799.png,0.015193291,0.023321738,0.6701145,0.20113343,0.09023707,cmoderatedr,2
20051020_57761_0100_PP_809.png,0.27025634,0.4570221,0.21476397,0.021902569,0.03605507,bmilddr,1
20051208_42322_0400_PP_266.png,0.072647445,0.08891078,0.6667215,0.08965652,0.08206373,cmoderatedr,2
20060523_50806_0100_PP_802.png,0.14173794,0.30394024,0.4702802,0.038276955,0.04576466,cmoderatedr,2
20051214_51701_0100_PP_810.png,0.015384927,0.020277416,0.5252971,0.2881417,0.1508988,cmoderatedr,2
20051216_45245_0200_PP_796.png,0.10243741,0.3019261,0.51056314,0.03280054,0.05227283,cmoderatedr,2
20051216_45226_0200_PP_3.png,0.018441074,0.046907842,0.7738112,0.097239584,0.06360032,cmoderatedr,2
20060530_55746_0100_PP_264.png,0.10490094,0.15530382,0.61678725,0.056954913,0.06605309,cmoderatedr,2
IM001371_786.png,0.023071652,0.031802967,0.6223751,0.20397574,0.11877462,cmoderatedr,2
20051216_46847_0200_PP_249.png,0.036720734,0.07841948,0.756666,0.06997893,0.058214866,cmoderatedr,2
20060411_62373_0200_PP_246.png,0.016247679,0.029026074,0.6387162,0.21129398,0.10471611,cmoderatedr,2
20060523_49809_0100_PP_267.png,0.013679294,0.028285585,0.6966517,0.17578827,0.08559523,cmoderatedr,2
20060411_62390_0200_PP_790.png,0.021360653,0.038874254,0.60908633,0.16493134,0.16574742,cmoderatedr,2
20060412_52931_0200_PP_251.png,0.023324205,0.044571567,0.69247884,0.14714105,0.0924844,cmoderatedr,2
20051020_54209_0100_PP_806.png,0.013095067,0.012401934,0.2818482,0.48675334,0.20590152,dseveredr,3
IM003481_5.png,0.68271506,0.11572136,0.12770025,0.03438862,0.03947463,anodr,0
20060523_50003_0100_PP_797.png,0.055976346,0.05336134,0.68756646,0.119899444,0.08319632,cmoderatedr,2
20051214_51733_0100_PP_785.png,0.016439844,0.022164404,0.57792103,0.2596292,0.12384556,cmoderatedr,2
20060412_52910_0200_PP_804.png,0.024623714,0.029376708,0.61520696,0.20458728,0.12620534,cmoderatedr,2
20051214_51609_0100_PP_782.png,0.014152343,0.030708492,0.6893486,0.17180555,0.09398501,cmoderatedr,2
20051021_58683_0100_PP_798.png,0.01592974,0.029988108,0.70846564,0.14930075,0.09631575,cmoderatedr,2
IM002269_257.png,0.02103254,0.025987308,0.62756336,0.21988998,0.10552677,cmoderatedr,2
20051021_59243_0100_PP_773.png,0.018925747,0.040991217,0.7179361,0.13477212,0.08737483,cmoderatedr,2
20060410_43698_0200_PP_784.png,0.16265994,0.22842425,0.53356236,0.0368806,0.038472813,cmoderatedr,2
20060523_48182_0100_PP_791.png,0.017982615,0.027608337,0.5487826,0.26738656,0.13823988,cmoderatedr,2
20060523_50469_0100_PP_793.png,0.014185635,0.014455813,0.3190501,0.46493095,0.18737742,dseveredr,3
20051216_46827_0200_PP_774.png,0.0133912675,0.039304156,0.8011959,0.09034612,0.055762563,cmoderatedr,2
20051214_56778_0100_PP_247.png,0.0172901,0.039015185,0.6945043,0.15448411,0.094706215,cmoderatedr,2
20051020_53062_0100_PP_268.png,0.01466635,0.035946365,0.7701404,0.10487111,0.0743758,cmoderatedr,2
20060529_57430_0100_PP_807.png,0.014367882,0.018502291,0.5264936,0.31253758,0.12809862,cmoderatedr,2
20051205_35276_0400_PP_1.png,0.022111667,0.038329754,0.7337791,0.12931934,0.07646012,cmoderatedr,2
20060529_57063_0100_PP_783.png,0.018988786,0.041995127,0.73820376,0.12610213,0.07471015,cmoderatedr,2
20060411_57879_0200_PP_777.png,0.01482597,0.02536616,0.6115764,0.2261952,0.12203631,cmoderatedr,2
