image_name,anormal_score,cglaucoma_score,predicted_class,true_class,correct
image_001_170.jpg,0.49010682106018066,0.5098931789398193,cglaucoma,anormal,False
image_002_202.jpg,0.5692328810691833,0.43076711893081665,anormal,anormal,True
image_003_50.jpg,0.46457788348197937,0.5354220867156982,cglaucoma,anormal,False
image_004_65.jpg,0.5522292852401733,0.44777074456214905,anormal,anormal,True
image_005_13.jpg,0.5128043293952942,0.4871957004070282,anormal,anormal,True
image_006_4.jpg,0.4310223162174225,0.5689776539802551,cglaucoma,anormal,False
image_007_5.jpg,0.566291332244873,0.43370872735977173,anormal,anormal,True
image_008_116.jpg,0.492216020822525,0.5077839493751526,cglaucoma,anormal,False
image_009_125.jpg,0.5092902779579163,0.49070969223976135,anormal,anormal,True
image_010_41.jpg,0.4687405228614807,0.5312594771385193,cglaucoma,anormal,False
image_011_214.jpg,0.510470449924469,0.4895295202732086,anormal,anormal,True
image_012_56.jpg,0.5186687707901001,0.4813312590122223,anormal,anormal,True
image_013_71.jpg,0.5272974967956543,0.4727025330066681,anormal,anormal,True
image_014_59.jpg,0.4971023499965668,0.5028976798057556,cglaucoma,anormal,False
image_015_209.jpg,0.535378098487854,0.4646218717098236,anormal,anormal,True
image_016_82.jpg,0.4849620759487152,0.5150378942489624,cglaucoma,anormal,False
image_017_93.jpg,0.5201777219772339,0.4798222482204437,anormal,anormal,True
image_018_120.jpg,0.49653491377830505,0.5034650564193726,cglaucoma,anormal,False
image_019_168.jpg,0.5664825439453125,0.4335174858570099,anormal,anormal,True
image_020_10.jpg,0.5091940760612488,0.4908059537410736,anormal,anormal,True
image_021_26.jpg,0.5008286833763123,0.49917134642601013,anormal,anormal,True
image_022_55.jpg,0.4726038873195648,0.5273960828781128,cglaucoma,anormal,False
image_023_103.jpg,0.48019668459892273,0.5198033452033997,cglaucoma,anormal,False
image_024_200.jpg,0.49020764231681824,0.5097923874855042,cglaucoma,anormal,False
image_025_99.jpg,0.46285223960876465,0.5371477007865906,cglaucoma,anormal,False
image_026_146.jpg,0.47896283864974976,0.5210371613502502,cglaucoma,anormal,False
image_027_32.jpg,0.4820701479911804,0.5179298520088196,cglaucoma,anormal,False
image_028_96.jpg,0.47898900508880615,0.5210110545158386,cglaucoma,anormal,False
image_029_217.jpg,0.5124196410179138,0.48758038878440857,anormal,anormal,True
image_030_219.jpg,0.5005708932876587,0.4994290769100189,anormal,anormal,True
image_031_49.jpg,0.463224321603775,0.5367757081985474,cglaucoma,anormal,False
image_032_39.jpg,0.5352911949157715,0.4647088348865509,anormal,anormal,True
image_033_187.jpg,0.5404357314109802,0.45956429839134216,anormal,anormal,True
image_034_36.jpg,0.47693830728530884,0.5230616927146912,cglaucoma,anormal,False
image_035_160.jpg,0.5941740274429321,0.40582600235939026,anormal,anormal,True
image_036_25.jpg,0.5136966705322266,0.48630329966545105,anormal,anormal,True
image_037_178.jpg,0.4576233923435211,0.5423765778541565,cglaucoma,anormal,False
