filename,prob_a_noamd,prob_b_amd,pred_class
../../../data/data_ADAM/test/a_noamd/N0001.jpg,0.7513576745986938,0.24864229559898376,a_noamd
../../../data/data_ADAM/test/a_noamd/N0002.jpg,0.7451770901679993,0.25482290983200073,a_noamd
../../../data/data_ADAM/test/a_noamd/N0003.jpg,0.7438366413116455,0.2561633586883545,a_noamd
../../../data/data_ADAM/test/a_noamd/N0004.jpg,0.7547252178192139,0.24527473747730255,a_noamd
../../../data/data_ADAM/test/a_noamd/N0005.jpg,0.7254383563995361,0.2745616137981415,a_noamd
../../../data/data_ADAM/test/a_noamd/N0006.jpg,0.7164373993873596,0.2835625410079956,a_noamd
../../../data/data_ADAM/test/a_noamd/N0007.jpg,0.726307213306427,0.2736927568912506,a_noamd
../../../data/data_ADAM/test/a_noamd/N0008.jpg,0.7207226157188416,0.27927735447883606,a_noamd
../../../data/data_ADAM/test/a_noamd/N0009.jpg,0.7251073718070984,0.27489256858825684,a_noamd
../../../data/data_ADAM/test/a_noamd/N0010.jpg,0.7356061935424805,0.26439377665519714,a_noamd
../../../data/data_ADAM/test/a_noamd/N0011.jpg,0.7345452904701233,0.2654547095298767,a_noamd
../../../data/data_ADAM/test/a_noamd/N0012.jpg,0.7303645014762878,0.26963549852371216,a_noamd
../../../data/data_ADAM/test/a_noamd/N0013.jpg,0.7083951830863953,0.2916048467159271,a_noamd
../../../data/data_ADAM/test/a_noamd/N0014.jpg,0.7212881445884705,0.27871182560920715,a_noamd
../../../data/data_ADAM/test/a_noamd/N0015.jpg,0.7323895692825317,0.2676104009151459,a_noamd
../../../data/data_ADAM/test/a_noamd/N0016.jpg,0.7298774123191833,0.27012255787849426,a_noamd
../../../data/data_ADAM/test/a_noamd/N0017.jpg,0.7218468189239502,0.2781531810760498,a_noamd
../../../data/data_ADAM/test/a_noamd/N0018.jpg,0.7136451005935669,0.2863548696041107,a_noamd
../../../data/data_ADAM/test/a_noamd/N0019.jpg,0.7172022461891174,0.28279775381088257,a_noamd
../../../data/data_ADAM/test/a_noamd/N0020.jpg,0.7317164540290833,0.26828351616859436,a_noamd
../../../data/data_ADAM/test/a_noamd/N0021.jpg,0.6507419943809509,0.34925803542137146,a_noamd
../../../data/data_ADAM/test/a_noamd/N0022.jpg,0.7288985252380371,0.2711015045642853,a_noamd
../../../data/data_ADAM/test/a_noamd/N0023.jpg,0.660073459148407,0.3399265706539154,a_noamd
../../../data/data_ADAM/test/a_noamd/N0024.jpg,0.6777252554893494,0.32227471470832825,a_noamd
../../../data/data_ADAM/test/a_noamd/N0025.jpg,0.7434667348861694,0.2565332353115082,a_noamd
../../../data/data_ADAM/test/a_noamd/N0026.jpg,0.7478897571563721,0.2521102726459503,a_noamd
../../../data/data_ADAM/test/a_noamd/N0027.jpg,0.7339805364608765,0.26601946353912354,a_noamd
../../../data/data_ADAM/test/a_noamd/N0028.jpg,0.7277370691299438,0.27226290106773376,a_noamd
../../../data/data_ADAM/test/a_noamd/N0029.jpg,0.7235479354858398,0.27645206451416016,a_noamd
../../../data/data_ADAM/test/a_noamd/N0030.jpg,0.7240645885467529,0.27593547105789185,a_noamd
../../../data/data_ADAM/test/a_noamd/N0031.jpg,0.7493377327919006,0.250662237405777,a_noamd
../../../data/data_ADAM/test/a_noamd/N0032.jpg,0.7410293221473694,0.2589706778526306,a_noamd
