filename,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr,predicted_class
20051020_43808_0100_PP_967.png,0.9167761206626892,0.03796780854463577,0.008649956434965134,0.01731273904442787,0.019293392077088356,anodr
20051020_44261_0100_PP_1191.png,0.9069377183914185,0.04431169852614403,0.011445282027125359,0.020243195816874504,0.017062123864889145,anodr
20051020_44284_0100_PP_502.png,0.8821786642074585,0.04163767024874687,0.031404294073581696,0.031207270920276642,0.01357208751142025,anodr
20051020_44338_0100_PP_547.png,0.1897875964641571,0.7444084882736206,0.012030107900500298,0.038166631013154984,0.015607206150889397,bmilddr
20051020_44400_0100_PP_920.png,0.18016046285629272,0.7489340305328369,0.007250773720443249,0.045573413372039795,0.0180812980979681,bmilddr
20051020_44431_0100_PP_514.png,0.4139225482940674,0.508571445941925,0.008272298611700535,0.0459042452275753,0.02332955226302147,bmilddr
20051020_44692_0100_PP_419.png,0.9364205598831177,0.013507397845387459,0.016243036836385727,0.01699499599635601,0.01683407463133335,anodr
20051020_44714_0100_PP_1199.png,0.9323598742485046,0.02099660225212574,0.01509230025112629,0.017483556643128395,0.01406758464872837,anodr
20051020_44982_0100_PP_486.png,0.057851068675518036,0.8971762657165527,0.005385198164731264,0.026714082807302475,0.012873352505266666,bmilddr
20051020_56791_0100_PP_1185.png,0.6511586904525757,0.2949121296405792,0.009401676245033741,0.023065760731697083,0.02146170474588871,anodr
20051020_57157_0100_PP_971.png,0.051290709525346756,0.9088814854621887,0.005743315909057856,0.022949568927288055,0.011134913191199303,bmilddr
20051020_57967_0100_PP_829.png,0.9353004693984985,0.015956448391079903,0.014281234703958035,0.018351947888731956,0.01610991545021534,anodr
20051020_58065_0100_PP_561.png,0.92393958568573,0.028682973235845566,0.010312866419553757,0.01645883359014988,0.020605839788913727,anodr
20051020_61757_0100_PP_484.png,0.9298528432846069,0.01635168120265007,0.01332113891839981,0.01864389143884182,0.021830474957823753,anodr
20051020_62461_0100_PP_76.png,0.03907845541834831,0.8938156962394714,0.035393305122852325,0.012729404494166374,0.0189830232411623,bmilddr
20051020_62510_0100_PP_106.png,0.017217101529240608,0.7930746674537659,0.10402566194534302,0.028769422322511673,0.05691302567720413,bmilddr
20051020_62577_0100_PP_479.png,0.9218798875808716,0.03664053604006767,0.01266210526227951,0.0146325109526515,0.014185003936290741,anodr
