filename,a_noamd_score,b_amd_score,predicted_class
N0001.jpg,0.9043975,0.095602475,a_noamd
N0002.jpg,0.8969756,0.10302443,a_noamd
N0003.jpg,0.82824534,0.17175469,a_noamd
N0004.jpg,0.9130583,0.08694165,a_noamd
N0005.jpg,0.5384808,0.4615192,a_noamd
N0006.jpg,0.78390574,0.21609424,a_noamd
N0007.jpg,0.90747637,0.092523664,a_noamd
N0008.jpg,0.91086304,0.08913693,a_noamd
N0009.jpg,0.8587186,0.14128143,a_noamd
N0010.jpg,0.8724018,0.12759827,a_noamd
N0011.jpg,0.6323325,0.36766753,a_noamd
N0012.jpg,0.89506495,0.10493506,a_noamd
N0013.jpg,0.88413936,0.11586064,a_noamd
N0014.jpg,0.8974259,0.10257408,a_noamd
N0015.jpg,0.91505283,0.0849471,a_noamd
N0016.jpg,0.8715842,0.1284158,a_noamd
N0017.jpg,0.9064877,0.093512304,a_noamd
N0018.jpg,0.89442116,0.10557885,a_noamd
N0019.jpg,0.88237715,0.1176228,a_noamd
N0020.jpg,0.8734309,0.1265691,a_noamd
N0021.jpg,0.65461874,0.3453812,a_noamd
N0022.jpg,0.86731696,0.13268304,a_noamd
N0023.jpg,0.26284185,0.7371582,b_amd
N0024.jpg,0.2953315,0.70466846,b_amd
N0025.jpg,0.9134452,0.086554825,a_noamd
N0026.jpg,0.9081302,0.09186979,a_noamd
N0027.jpg,0.90623903,0.093760945,a_noamd
N0028.jpg,0.9036349,0.0963651,a_noamd
N0029.jpg,0.89634216,0.10365786,a_noamd
N0030.jpg,0.7268621,0.27313793,a_noamd
N0031.jpg,0.8981429,0.10185715,a_noamd
N0032.jpg,0.90540594,0.094594024,a_noamd
N0033.jpg,0.7061398,0.29386023,a_noamd
N0034.jpg,0.5655087,0.43449134,a_noamd
N0035.jpg,0.3500047,0.6499953,b_amd
N0036.jpg,0.76073956,0.23926045,a_noamd
N0037.jpg,0.9076402,0.092359796,a_noamd
N0038.jpg,0.9019207,0.098079324,a_noamd
N0039.jpg,0.19620943,0.8037906,b_amd
N0040.jpg,0.50239563,0.4976044,a_noamd
N0041.jpg,0.2052962,0.7947038,b_amd
N0042.jpg,0.093305565,0.9066944,b_amd
N0043.jpg,0.20922722,0.7907728,b_amd
N0044.jpg,0.8090497,0.19095021,a_noamd
N0045.jpg,0.87375444,0.12624559,a_noamd
N0046.jpg,0.90105337,0.09894658,a_noamd
N0047.jpg,0.8398654,0.16013464,a_noamd
N0048.jpg,0.7261344,0.2738656,a_noamd
N0049.jpg,0.86759764,0.13240233,a_noamd
N0050.jpg,0.8864204,0.11357959,a_noamd
N0051.jpg,0.8992984,0.100701615,a_noamd
N0052.jpg,0.2491274,0.75087255,b_amd
N0053.jpg,0.84234506,0.1576549,a_noamd
N0054.jpg,0.8923751,0.10762491,a_noamd
N0055.jpg,0.89152807,0.108471945,a_noamd
N0056.jpg,0.89991575,0.10008423,a_noamd
N0057.jpg,0.53757626,0.46242374,a_noamd
N0058.jpg,0.8493474,0.15065254,a_noamd
N0059.jpg,0.79246426,0.20753574,a_noamd
N0060.jpg,0.9145963,0.085403666,a_noamd
N0061.jpg,0.6083614,0.39163858,a_noamd
N0062.jpg,0.9009663,0.09903368,a_noamd
N0063.jpg,0.8485334,0.15146656,a_noamd
N0064.jpg,0.9173767,0.082623295,a_noamd
N0065.jpg,0.89048487,0.10951516,a_noamd
N0066.jpg,0.38789323,0.6121068,b_amd
N0067.jpg,0.29645053,0.70354944,b_amd
N0068.jpg,0.62780863,0.37219137,a_noamd
N0069.jpg,0.9007919,0.099208094,a_noamd
N0070.jpg,0.84260434,0.1573957,a_noamd
N0071.jpg,0.9175984,0.08240151,a_noamd
N0072.jpg,0.91398406,0.08601587,a_noamd
N0073.jpg,0.9158089,0.08419108,a_noamd
N0074.jpg,0.91789335,0.08210663,a_noamd
N0075.jpg,0.88523525,0.11476479,a_noamd
N0076.jpg,0.89058006,0.10941996,a_noamd
N0077.jpg,0.8698252,0.1301748,a_noamd
N0078.jpg,0.89414424,0.10585582,a_noamd
N0079.jpg,0.78407115,0.21592887,a_noamd
N0080.jpg,0.7762839,0.22371607,a_noamd
N0081.jpg,0.8708721,0.12912793,a_noamd
N0082.jpg,0.8969756,0.10302443,a_noamd
N0083.jpg,0.8802834,0.11971653,a_noamd
N0084.jpg,0.8550663,0.14493373,a_noamd
N0085.jpg,0.46566084,0.5343392,b_amd
N0086.jpg,0.5393595,0.46064052,a_noamd
N0087.jpg,0.8407172,0.15928277,a_noamd
N0088.jpg,0.86877114,0.13122888,a_noamd
N0089.jpg,0.83682144,0.16317858,a_noamd
N0090.jpg,0.90174776,0.09825223,a_noamd
N0091.jpg,0.89358836,0.106411695,a_noamd
N0092.jpg,0.8446014,0.15539865,a_noamd
N0093.jpg,0.9101469,0.089853115,a_noamd
N0094.jpg,0.9083743,0.091625646,a_noamd
N0095.jpg,0.89423656,0.10576342,a_noamd
N0096.jpg,0.9053223,0.0946777,a_noamd
N0097.jpg,0.28234458,0.7176554,b_amd
N0098.jpg,0.3580444,0.6419557,b_amd
N0099.jpg,0.843702,0.15629798,a_noamd
N0100.jpg,0.3963894,0.6036106,b_amd
N0101.jpg,0.38140675,0.6185932,b_amd
N0102.jpg,0.8967045,0.103295475,a_noamd
N0103.jpg,0.87568074,0.12431929,a_noamd
N0104.jpg,0.91204524,0.087954745,a_noamd
