filename,anodr_score,bmilddr_score,cmoderatedr_score,dseveredr_score,eproliferativedr_score,prediction
002c21358ce6.png,0.9170400500297546,0.024807091802358627,0.016845814883708954,0.020619971677660942,0.020687110722064972,anodr
005b95c28852.png,0.9137994647026062,0.01630220375955105,0.02510042116045952,0.01697412319481373,0.02782374992966652,anodr
00cc2b75cddd.png,0.9001753330230713,0.03326951339840889,0.031193239614367485,0.016746100038290024,0.01861589215695858,anodr
0182152c50de.png,0.9146191477775574,0.02633015438914299,0.02385868690907955,0.01834906078875065,0.0168429147452116,anodr
02cd34a85b24.png,0.8962140083312988,0.03560248389840126,0.03078954853117466,0.019340157508850098,0.018053701147437096,anodr
03b373718013.png,0.9111114740371704,0.02508004568517208,0.026620743796229362,0.018714267760515213,0.018473511561751366,anodr
04aef84a2cc1.png,0.9153345227241516,0.024536676704883575,0.018436480313539505,0.020964886993169785,0.020727423951029778,anodr
05b1bb2bdb81.png,0.9203372597694397,0.020419517531991005,0.01657111756503582,0.019512062892317772,0.023160012438893318,anodr
07596907347b.png,0.917337954044342,0.023998534306883812,0.014667997136712074,0.021765217185020447,0.02223026193678379,anodr
07751b94a88a.png,0.9004772901535034,0.0360390730202198,0.024387376382946968,0.018984736874699593,0.02011151984333992,anodr
0790515cf5af.png,0.8694301247596741,0.058539580553770065,0.03640441596508026,0.01693549193441868,0.018690304830670357,anodr
08037e4490e5.png,0.9146108627319336,0.025717487558722496,0.01852787472307682,0.021057169884443283,0.02008655294775963,anodr
0851d6a69589.png,0.9036142230033875,0.027646031230688095,0.032209835946559906,0.018104014918208122,0.018425850197672844,anodr
08b6e3240858.png,0.8892942667007446,0.03363833948969841,0.0395362451672554,0.013627336360514164,0.023903680965304375,anodr
08bef347f40d.png,0.9107293486595154,0.0173973236232996,0.03357015922665596,0.017096269875764847,0.021206945180892944,anodr
08ee569d4721.png,0.8809852004051208,0.057018015533685684,0.017535500228405,0.02073320560157299,0.02372811734676361,anodr
09237bf783a4.png,0.9121529459953308,0.028001299127936363,0.015500537119805813,0.022113092243671417,0.022232022136449814,anodr
