filename,a_noamd_score,b_amd_score,prediction
N0001.jpg,0.6148578524589539,0.38514208793640137,a_noamd
N0002.jpg,0.8345421552658081,0.16545790433883667,a_noamd
N0003.jpg,0.8417471647262573,0.1582528054714203,a_noamd
N0004.jpg,0.9001998901367188,0.09980014711618423,a_noamd
N0005.jpg,0.934109091758728,0.06589090824127197,a_noamd
N0006.jpg,0.9364838004112244,0.06351620703935623,a_noamd
N0007.jpg,0.9328425526618958,0.06715745478868484,a_noamd
N0008.jpg,0.9375080466270447,0.062491994351148605,a_noamd
N0009.jpg,0.9321049451828003,0.0678950846195221,a_noamd
N0010.jpg,0.9400727152824402,0.0599273145198822,a_noamd
N0011.jpg,0.9373970627784729,0.06260291486978531,a_noamd
N0012.jpg,0.9388056993484497,0.06119430810213089,a_noamd
N0013.jpg,0.938347578048706,0.06165241077542305,a_noamd
N0014.jpg,0.939670979976654,0.06032901629805565,a_noamd
N0015.jpg,0.9316658973693848,0.06833412498235703,a_noamd
N0016.jpg,0.9251666069030762,0.07483334094285965,a_noamd
N0017.jpg,0.9393556118011475,0.06064443662762642,a_noamd
N0018.jpg,0.9387744665145874,0.06122548505663872,a_noamd
N0019.jpg,0.9394360780715942,0.06056391820311546,a_noamd
N0020.jpg,0.8101826310157776,0.1898173987865448,a_noamd
N0021.jpg,0.9152773022651672,0.08472272008657455,a_noamd
N0022.jpg,0.25212034583091736,0.7478796243667603,b_amd
N0023.jpg,0.9564492702484131,0.043550778180360794,a_noamd
N0024.jpg,0.9452175498008728,0.05478246882557869,a_noamd
N0025.jpg,0.9378247857093811,0.06217523664236069,a_noamd
N0026.jpg,0.9416074752807617,0.058392517268657684,a_noamd
N0027.jpg,0.8409700393676758,0.15902996063232422,a_noamd
N0028.jpg,0.5436921715736389,0.4563077986240387,a_noamd
N0029.jpg,0.9448229670524597,0.05517707020044327,a_noamd
N0030.jpg,0.9387019872665405,0.061298053711652756,a_noamd
N0031.jpg,0.9374303817749023,0.06256966292858124,a_noamd
N0032.jpg,0.9316269755363464,0.06837295740842819,a_noamd
N0033.jpg,0.9362019300460815,0.06379806250333786,a_noamd
N0034.jpg,0.9280824661254883,0.07191748917102814,a_noamd
N0035.jpg,0.07145553827285767,0.9285444617271423,b_amd
N0036.jpg,0.07297765463590622,0.927022397518158,b_amd
N0037.jpg,0.9366801977157593,0.06331980228424072,a_noamd
N0038.jpg,0.9406704902648926,0.059329498559236526,a_noamd
N0039.jpg,0.5060222744941711,0.49397772550582886,a_noamd
N0040.jpg,0.04275289177894592,0.9572470784187317,b_amd
N0041.jpg,0.06470277160406113,0.9352972507476807,b_amd
N0042.jpg,0.09284037351608276,0.907159686088562,b_amd
N0043.jpg,0.43411189317703247,0.5658881068229675,b_amd
N0044.jpg,0.9365010261535645,0.06349892914295197,a_noamd
N0045.jpg,0.9379171133041382,0.06208284944295883,a_noamd
N0046.jpg,0.936809778213501,0.06319021433591843,a_noamd
N0047.jpg,0.9403026103973389,0.059697408229112625,a_noamd
N0048.jpg,0.9379626512527466,0.06203732639551163,a_noamd
N0049.jpg,0.9317755699157715,0.06822436302900314,a_noamd
N0050.jpg,0.9382027983665466,0.06179723143577576,a_noamd
N0051.jpg,0.9346033334732056,0.06539670377969742,a_noamd
N0052.jpg,0.9445127844810486,0.055487245321273804,a_noamd
N0053.jpg,0.06815692037343979,0.931843101978302,b_amd
N0054.jpg,0.9155532121658325,0.08444681018590927,a_noamd
N0055.jpg,0.9345583319664001,0.06544166058301926,a_noamd
N0056.jpg,0.9258087873458862,0.07419124245643616,a_noamd
N0057.jpg,0.9329854249954224,0.06701461225748062,a_noamd
N0058.jpg,0.9358899593353271,0.06411004811525345,a_noamd
N0059.jpg,0.9360036849975586,0.0639963150024414,a_noamd
N0060.jpg,0.931890070438385,0.06810997426509857,a_noamd
N0061.jpg,0.933954119682312,0.0660458654165268,a_noamd
N0062.jpg,0.9294099807739258,0.07059001177549362,a_noamd
N0063.jpg,0.9402000904083252,0.059799924492836,a_noamd
N0064.jpg,0.9325079917907715,0.06749196350574493,a_noamd
N0065.jpg,0.9363800287246704,0.06361998617649078,a_noamd
N0066.jpg,0.05573957413434982,0.9442604780197144,b_amd
N0067.jpg,0.6745993494987488,0.32540059089660645,a_noamd
N0068.jpg,0.9406426548957825,0.05935739353299141,a_noamd
N0069.jpg,0.9430262446403503,0.056973736733198166,a_noamd
N0070.jpg,0.9468556642532349,0.053144365549087524,a_noamd
N0071.jpg,0.9414387345314026,0.0585612989962101,a_noamd
N0072.jpg,0.9425294995307922,0.05747049301862717,a_noamd
N0073.jpg,0.9414559602737427,0.05854402855038643,a_noamd
N0074.jpg,0.9362539649009705,0.06374599039554596,a_noamd
N0075.jpg,0.9352344870567322,0.06476552039384842,a_noamd
N0076.jpg,0.937254011631012,0.06274601072072983,a_noamd
N0077.jpg,0.9334298372268677,0.0665702074766159,a_noamd
N0078.jpg,0.9364383220672607,0.06356167048215866,a_noamd
N0079.jpg,0.943476676940918,0.056523241102695465,a_noamd
N0080.jpg,0.9348843693733215,0.06511560827493668,a_noamd
N0081.jpg,0.9322049021720886,0.0677950456738472,a_noamd
N0082.jpg,0.9283549785614014,0.07164499908685684,a_noamd
N0083.jpg,0.9319965243339539,0.06800349801778793,a_noamd
N0084.jpg,0.2793671786785126,0.720632791519165,b_amd
N0085.jpg,0.16261082887649536,0.8373891711235046,b_amd
N0086.jpg,0.08217565715312958,0.9178243279457092,b_amd
N0087.jpg,0.9191264510154724,0.08087356388568878,a_noamd
N0088.jpg,0.8987152576446533,0.10128472745418549,a_noamd
N0089.jpg,0.9397008419036865,0.06029915809631348,a_noamd
N0090.jpg,0.9396252632141113,0.060374677181243896,a_noamd
N0091.jpg,0.9412516355514526,0.05874829366803169,a_noamd
N0092.jpg,0.9405359029769897,0.059464097023010254,a_noamd
N0093.jpg,0.9345451593399048,0.0654548704624176,a_noamd
N0094.jpg,0.9370623826980591,0.06293763220310211,a_noamd
N0095.jpg,0.9382531642913818,0.061746880412101746,a_noamd
N0096.jpg,0.9378241300582886,0.06217581406235695,a_noamd
N0097.jpg,0.9351589679718018,0.06484100222587585,a_noamd
N0098.jpg,0.9439491629600525,0.05605079606175423,a_noamd
N0099.jpg,0.8918275833129883,0.10817240923643112,a_noamd
