image,pred_label,true_label,conf_anormal,conf_cglaucoma
image_001_170.jpg,anormal,anormal,0.552165687084198,0.4478342831134796
image_002_202.jpg,anormal,anormal,0.6468448638916016,0.35315510630607605
image_003_50.jpg,anormal,anormal,0.5631722211837769,0.43682780861854553
image_004_65.jpg,anormal,anormal,0.5510202646255493,0.4489797055721283
image_005_13.jpg,anormal,anormal,0.6100804209709167,0.38991954922676086
image_006_4.jpg,anormal,anormal,0.5559499263763428,0.4440500736236572
image_007_5.jpg,anormal,anormal,0.6417773962020874,0.3582225739955902
image_008_116.jpg,anormal,anormal,0.5818730592727661,0.4181269407272339
image_009_125.jpg,anormal,anormal,0.584448516368866,0.41555145382881165
image_010_41.jpg,anormal,anormal,0.5593855977058411,0.44061437249183655
image_011_214.jpg,anormal,anormal,0.5495451092720032,0.4504549503326416
image_012_56.jpg,anormal,anormal,0.5107901096343994,0.4892098605632782
image_013_71.jpg,anormal,anormal,0.6276475787162781,0.37235236167907715
image_014_59.jpg,anormal,anormal,0.5771099328994751,0.4228900969028473
image_015_209.jpg,anormal,anormal,0.5578638911247253,0.44213616847991943
image_016_82.jpg,anormal,anormal,0.554908037185669,0.44509199261665344
image_017_93.jpg,anormal,anormal,0.6370802521705627,0.3629196882247925
image_018_120.jpg,anormal,anormal,0.5380395650863647,0.46196040511131287
image_019_168.jpg,anormal,anormal,0.6284886002540588,0.3715113699436188
image_020_10.jpg,anormal,anormal,0.5804525017738342,0.41954749822616577
image_021_26.jpg,anormal,anormal,0.545383095741272,0.4546169340610504
image_022_55.jpg,anormal,anormal,0.5555657744407654,0.44443416595458984
image_023_103.jpg,cglaucoma,anormal,0.40893617272377014,0.5910637974739075
image_024_200.jpg,anormal,anormal,0.5375685095787048,0.4624314606189728
image_025_99.jpg,anormal,anormal,0.6014372110366821,0.3985627591609955
image_026_146.jpg,anormal,anormal,0.5239437818527222,0.47605621814727783
image_027_32.jpg,anormal,anormal,0.5871188640594482,0.41288113594055176
image_028_96.jpg,anormal,anormal,0.5658822655677795,0.43411770462989807
image_029_217.jpg,anormal,anormal,0.5841215252876282,0.4158785045146942
image_030_219.jpg,anormal,anormal,0.5244367718696594,0.4755632281303406
image_031_49.jpg,anormal,anormal,0.546588659286499,0.4534112811088562
image_032_39.jpg,anormal,anormal,0.5586985945701599,0.4413014352321625
image_033_187.jpg,anormal,anormal,0.5921525955200195,0.40784743428230286
image_034_36.jpg,anormal,anormal,0.5715928077697754,0.4284071922302246
image_035_160.jpg,anormal,anormal,0.6290463805198669,0.37095358967781067
image_036_25.jpg,anormal,anormal,0.566839873790741,0.4331601560115814
image_037_178.jpg,anormal,anormal,0.5830183625221252,0.41698166728019714
image_038_95.jpg,anormal,anormal,0.656151294708252,0.3438487648963928
image_039_12.jpg,anormal,anormal,0.5781404972076416,0.421859472990036
image_040_16.jpg,anormal,anormal,0.5550570487976074,0.4449429214000702
image_041_108.jpg,anormal,anormal,0.5524608492851257,0.44753915071487427
image_042_63.jpg,anormal,anormal,0.5836650729179382,0.41633492708206177
image_043_54.jpg,anormal,anormal,0.5515740513801575,0.4484259784221649
image_044_70.jpg,anormal,anormal,0.5388661026954651,0.4611338973045349
image_045_182.jpg,anormal,anormal,0.6046867966651917,0.39531317353248596
image_046_64.jpg,anormal,anormal,0.5311526656150818,0.4688473343849182
image_047_143.jpg,anormal,anormal,0.5662323236465454,0.43376773595809937
image_048_130.jpg,anormal,anormal,0.5314512252807617,0.46854880452156067
image_049_105.jpg,anormal,anormal,0.5923177003860474,0.40768226981163025
image_050_163.jpg,anormal,anormal,0.5535888075828552,0.4464111328125
image_051_190.jpg,anormal,anormal,0.5467730164527893,0.4532270133495331
image_052_3.jpg,anormal,anormal,0.5278397798538208,0.4721601903438568
image_053_136.jpg,anormal,anormal,0.5225703716278076,0.4774296283721924
image_054_158.jpg,anormal,anormal,0.5852814316749573,0.41471853852272034
image_055_139.jpg,anormal,anormal,0.5560854077339172,0.44391459226608276
image_056_142.jpg,anormal,anormal,0.5869828462600708,0.4130171239376068
image_057_109.jpg,anormal,anormal,0.601897656917572,0.39810237288475037
image_058_118.jpg,anormal,anormal,0.6001963019371033,0.39980369806289673
image_059_220.jpg,anormal,anormal,0.5583760738372803,0.4416239261627197
image_060_79.jpg,anormal,anormal,0.5417749285697937,0.4582250714302063
image_061_44.jpg,anormal,anormal,0.5781906247138977,0.4218094050884247
image_062_135.jpg,anormal,anormal,0.5656077861785889,0.43439218401908875
image_063_110.jpg,anormal,anormal,0.5633131861686707,0.43668678402900696
image_064_164.jpg,anormal,anormal,0.5560734272003174,0.443926602602005
image_065_92.jpg,anormal,anormal,0.5735927224159241,0.42640724778175354
image_066_218.jpg,anormal,anormal,0.5907381176948547,0.4092618227005005
image_067_127.jpg,anormal,anormal,0.552757740020752,0.44724228978157043
image_068_173.jpg,anormal,anormal,0.5515173077583313,0.4484827220439911
image_069_184.jpg,anormal,anormal,0.5728672742843628,0.4271326959133148
image_070_212.jpg,anormal,anormal,0.5557458996772766,0.444254070520401
image_071_154.jpg,anormal,anormal,0.5490067005157471,0.4509933292865753
image_072_102.jpg,anormal,anormal,0.5535888075828552,0.4464111328125
image_073_179.jpg,anormal,anormal,0.5594335794448853,0.44056639075279236
image_074_37.jpg,anormal,anormal,0.5592440366744995,0.4407559335231781
image_075_195.jpg,anormal,anormal,0.7027943134307861,0.29720568656921387
image_076_33.jpg,anormal,anormal,0.5431719422340393,0.4568280577659607
image_077_201.jpg,anormal,anormal,0.5333200693130493,0.4666799306869507
image_078_67.jpg,cglaucoma,anormal,0.2772333025932312,0.7227666974067688
image_079_15.jpg,cglaucoma,anormal,0.3413754403591156,0.658624529838562
image_080_157.jpg,anormal,anormal,0.5674527883529663,0.4325472116470337
image_081_153.jpg,anormal,anormal,0.5507232546806335,0.44927674531936646
image_082_9.jpg,anormal,anormal,0.5195012092590332,0.4804987907409668
image_083_30.jpg,anormal,anormal,0.6347913146018982,0.3652086853981018
image_084_34.jpg,anormal,anormal,0.5544974207878113,0.4455026090145111
image_085_61.jpg,cglaucoma,anormal,0.4046999514102936,0.595300018787384
image_086_24.jpg,anormal,anormal,0.5600398778915405,0.4399601221084595
image_087_210.jpg,anormal,anormal,0.573286771774292,0.4267132878303528
image_088_175.jpg,cglaucoma,anormal,0.3413754403591156,0.658624529838562
image_089_38.jpg,anormal,anormal,0.5856661796569824,0.4143337905406952
image_090_145.jpg,anormal,anormal,0.5775570273399353,0.4224429726600647
image_091_223.jpg,anormal,anormal,0.5298488140106201,0.47015121579170227
image_092_1.jpg,anormal,anormal,0.5290119051933289,0.47098809480667114
image_093_140.jpg,anormal,anormal,0.5195012092590332,0.4804987907409668
image_094_150.jpg,cglaucoma,anormal,0.41587191820144653,0.5841280817985535
image_095_11.jpg,anormal,anormal,0.5079881548881531,0.49201181530952454
image_096_98.jpg,anormal,anormal,0.5396153926849365,0.4603846073150635
image_097_176.jpg,anormal,anormal,0.5595983862876892,0.4404015839099884
image_098_205.jpg,anormal,anormal,0.5486035943031311,0.4513963460922241
image_099_22.jpg,cglaucoma,anormal,0.29476872086524963,0.7052313089370728
image_100_196.jpg,anormal,anormal,0.5222289562225342,0.4777710437774658
image_101_222.jpg,anormal,anormal,0.571129322052002,0.42887064814567566
image_102_155.jpg,anormal,anormal,0.5548614263534546,0.445138543844223
image_103_204.jpg,anormal,anormal,0.5610533952713013,0.4389466345310211
image_104_2.jpg,anormal,anormal,0.5718409419059753,0.42815908789634705
image_105_0.jpg,anormal,anormal,0.5688803791999817,0.4311196506023407
image_106_141.jpg,anormal,anormal,0.5711357593536377,0.4288642704486847
image_107_166.jpg,anormal,anormal,0.5775343775749207,0.42246565222740173
image_108_188.jpg,anormal,anormal,0.5802394151687622,0.4197605550289154
image_109_76.jpg,anormal,anormal,0.5840617418289185,0.41593825817108154
image_110_199.jpg,anormal,anormal,0.54756760597229,0.45243239402770996
image_111_58.jpg,cglaucoma,anormal,0.4553496539592743,0.5446503162384033
image_112_111.jpg,cglaucoma,anormal,0.3581782281398773,0.6418218016624451
image_113_224.jpg,anormal,anormal,0.5634105205535889,0.4365895092487335
image_114_57.jpg,anormal,anormal,0.573201060295105,0.4267989695072174
image_115_121.jpg,anormal,anormal,0.5467535257339478,0.45324647426605225
image_116_69.jpg,anormal,anormal,0.6304883360862732,0.3695116937160492
image_117_211.jpg,anormal,anormal,0.6207802891731262,0.37921974062919617
image_118_101.jpg,anormal,anormal,0.5647149085998535,0.43528512120246887
image_119_194.jpg,anormal,anormal,0.5759617686271667,0.42403820157051086
image_120_17.jpg,anormal,anormal,0.593182384967804,0.40681761503219604
image_121_189.jpg,anormal,anormal,0.5611622929573059,0.4388377070426941
image_122_6.jpg,anormal,anormal,0.538366436958313,0.461633563041687
image_123_35.jpg,anormal,anormal,0.5777809619903564,0.4222189784049988
image_124_126.jpg,anormal,anormal,0.5128563642501831,0.4871436655521393
image_125_183.jpg,anormal,anormal,0.5882428884506226,0.41175708174705505
image_126_177.jpg,cglaucoma,anormal,0.3886488974094391,0.6113511323928833
image_127_43.jpg,anormal,anormal,0.5666667222976685,0.43333330750465393
image_128_60.jpg,anormal,anormal,0.5598353147506714,0.4401647448539734
image_129_156.jpg,anormal,anormal,0.5184372067451477,0.4815627932548523
image_130_104.jpg,cglaucoma,anormal,0.39134037494659424,0.6086596250534058
image_131_131.jpg,cglaucoma,anormal,0.49448162317276,0.5055184364318848
image_132_52.jpg,cglaucoma,anormal,0.4838554263114929,0.5161445736885071
image_133_75.jpg,anormal,anormal,0.5428809523582458,0.45711904764175415
image_134_97.jpg,cglaucoma,anormal,0.35455647110939026,0.6454435586929321
image_135_90.jpg,cglaucoma,anormal,0.4796876013278961,0.5203123688697815
image_136_128.jpg,anormal,anormal,0.5198205709457397,0.48017939925193787
image_137_87.jpg,anormal,anormal,0.6013050079345703,0.3986950218677521
image_138_19.jpg,anormal,anormal,0.5719946622848511,0.4280053973197937
image_139_167.jpg,anormal,anormal,0.5623992085456848,0.4376008212566376
image_140_27.jpg,anormal,anormal,0.5833176970481873,0.41668224334716797
image_141_18.jpg,cglaucoma,anormal,0.2090345025062561,0.7909654974937439
image_142_159.jpg,anormal,anormal,0.5572904348373413,0.4427095651626587
image_143_107.jpg,anormal,anormal,0.520678699016571,0.47932130098342896
image_144_180.jpg,cglaucoma,anormal,0.40677112340927124,0.593228816986084
image_145_78.jpg,anormal,anormal,0.5433779954910278,0.45662200450897217
image_146_85.jpg,cglaucoma,anormal,0.4887881875038147,0.5112118124961853
image_147_193.jpg,cglaucoma,anormal,0.4401644468307495,0.5598355531692505
image_148_216.jpg,cglaucoma,anormal,0.3461514711380005,0.6538485288619995
image_149_134.jpg,cglaucoma,anormal,0.4907817840576172,0.5092182755470276
image_150_198.jpg,cglaucoma,anormal,0.40146753191947937,0.598532497882843
image_151_31.jpg,cglaucoma,anormal,0.48836150765419006,0.5116385221481323
image_152_169.jpg,anormal,anormal,0.5405884385108948,0.45941153168678284
image_153_213.jpg,anormal,anormal,0.5505449771881104,0.4494549632072449
image_154_23.jpg,anormal,anormal,0.5553330183029175,0.4446669816970825
image_155_151.jpg,anormal,anormal,0.5485140681266785,0.45148587226867676
image_156_72.jpg,cglaucoma,anormal,0.45400235056877136,0.5459976196289062
image_157_115.jpg,anormal,anormal,0.5581968426704407,0.4418031573295593
image_158_191.jpg,anormal,anormal,0.5906247496604919,0.40937525033950806
image_159_162.jpg,anormal,anormal,0.5592924356460571,0.4407075345516205
image_160_124.jpg,anormal,anormal,0.5646114349365234,0.4353885352611542
image_161_62.jpg,cglaucoma,anormal,0.46729812026023865,0.5327019095420837
image_162_48.jpg,cglaucoma,anormal,0.36074796319007874,0.6392520666122437
image_163_206.jpg,cglaucoma,anormal,0.4488546550273895,0.5511453747749329
image_164_215.jpg,cglaucoma,anormal,0.35509437322616577,0.6449055671691895
image_165_77.jpg,anormal,anormal,0.5142205357551575,0.48577943444252014
image_166_129.jpg,cglaucoma,anormal,0.44520121812820435,0.5547987818717957
image_167_138.jpg,anormal,anormal,0.5534940958023071,0.4465058743953705
image_168_113.jpg,anormal,anormal,0.539999783039093,0.46000027656555176
image_169_119.jpg,anormal,anormal,0.5340210199356079,0.46597903966903687
image_170_133.jpg,anormal,anormal,0.5372808575630188,0.4627191722393036
image_171_203.jpg,anormal,anormal,0.5862093567848206,0.41379064321517944
image_172_137.jpg,anormal,anormal,0.5991374850273132,0.40086254477500916
image_173_83.jpg,cglaucoma,anormal,0.40298205614089966,0.5970179438591003
image_174_123.jpg,anormal,anormal,0.5410009622573853,0.45899903774261475
image_175_91.jpg,cglaucoma,anormal,0.49766120314598083,0.5023388266563416
image_176_161.jpg,cglaucoma,anormal,0.437389612197876,0.5626103281974792
image_177_112.jpg,anormal,anormal,0.5605495572090149,0.4394505023956299
image_178_46.jpg,anormal,anormal,0.5182172060012817,0.48178282380104065
image_179_84.jpg,anormal,anormal,0.5653344392776489,0.4346655309200287
image_180_53.jpg,anormal,anormal,0.569919764995575,0.43008020520210266
image_181_207.jpg,anormal,anormal,0.5367738008499146,0.46322619915008545
image_182_171.jpg,anormal,anormal,0.5673395395278931,0.43266046047210693
image_183_40.jpg,anormal,anormal,0.5535159707069397,0.4464839696884155
image_184_197.jpg,anormal,anormal,0.5239770412445068,0.47602295875549316
image_185_185.jpg,anormal,anormal,0.5675159096717834,0.43248406052589417
image_186_114.jpg,anormal,anormal,0.5680294632911682,0.4319705367088318
image_187_100.jpg,cglaucoma,anormal,0.3603799045085907,0.6396201252937317
image_188_192.jpg,anormal,anormal,0.5086613297462463,0.49133867025375366
image_189_149.jpg,anormal,anormal,0.5410916805267334,0.4589082896709442
image_190_7.jpg,anormal,anormal,0.5468334555625916,0.45316654443740845
image_191_8.jpg,anormal,anormal,0.5862882137298584,0.4137118458747864
image_192_68.jpg,cglaucoma,anormal,0.22430779039859772,0.7756922245025635
image_193_51.jpg,anormal,anormal,0.5709073543548584,0.4290925860404968
image_194_88.jpg,cglaucoma,anormal,0.44398143887519836,0.5560185313224792
image_195_106.jpg,anormal,anormal,0.5393238663673401,0.4606761634349823
image_196_80.jpg,cglaucoma,anormal,0.3153787851333618,0.6846212148666382
image_197_28.jpg,cglaucoma,anormal,0.3511529564857483,0.6488470435142517
image_198_66.jpg,cglaucoma,anormal,0.44172337651252747,0.5582765936851501
image_199_94.jpg,cglaucoma,anormal,0.34093743562698364,0.6590625643730164
image_200_45.jpg,cglaucoma,anormal,0.35654202103614807,0.6434579491615295
image_201_81.jpg,cglaucoma,anormal,0.34269988536834717,0.6573001146316528
image_202_14.jpg,cglaucoma,anormal,0.4421311318874359,0.5578688383102417
image_203_181.jpg,cglaucoma,anormal,0.46958890557289124,0.5304111242294312
image_204_208.jpg,anormal,anormal,0.5590156316757202,0.4409843683242798
image_205_29.jpg,anormal,anormal,0.5159528255462646,0.4840471148490906
image_206_186.jpg,anormal,anormal,0.5679208040237427,0.43207916617393494
image_207_221.jpg,anormal,anormal,0.5743027925491333,0.4256972372531891
image_208_20.jpg,cglaucoma,anormal,0.40102124214172363,0.5989787578582764
image_209_42.jpg,anormal,anormal,0.5383622646331787,0.4616377353668213
image_210_73.jpg,anormal,anormal,0.569919764995575,0.43008020520210266
image_211_152.jpg,anormal,anormal,0.5367738008499146,0.46322619915008545
image_212_47.jpg,cglaucoma,anormal,0.4916214048862457,0.5083786249160767
image_213_144.jpg,anormal,anormal,0.5481361746788025,0.4518638253211975
image_214_89.jpg,anormal,anormal,0.566182017326355,0.4338180124759674
image_215_147.jpg,anormal,anormal,0.5743077397346497,0.42569220066070557
image_216_74.jpg,cglaucoma,anormal,0.47456997632980347,0.5254300236701965
image_217_117.jpg,cglaucoma,anormal,0.3609336316585541,0.6390663385391235
image_218_122.jpg,anormal,anormal,0.5363802313804626,0.46361973881721497
image_219_21.jpg,anormal,anormal,0.6487038731575012,0.35129615664482117
image_220_86.jpg,anormal,anormal,0.5188802480697632,0.4811197519302368
image_221_132.jpg,anormal,anormal,0.5460759401321411,0.4539240896701813
image_222_174.jpg,cglaucoma,anormal,0.4035731554031372,0.5964268445968628
image_223_172.jpg,anormal,anormal,0.5237101316452026,0.4762898087501526
image_224_165.jpg,anormal,anormal,0.5910795331001282,0.4089204967021942
image_225_148.jpg,anormal,anormal,0.6154618859291077,0.38453805446624756
image_001_250.jpg,anormal,cglaucoma,0.5818479657173157,0.4181520640850067
image_002_252.jpg,anormal,cglaucoma,0.5365116000175476,0.46348837018013
image_003_234.jpg,cglaucoma,cglaucoma,0.29896557331085205,0.7010344862937927
image_004_238.jpg,cglaucoma,cglaucoma,0.3249181807041168,0.6750818490982056
image_005_228.jpg,cglaucoma,cglaucoma,0.364223837852478,0.635776162147522
image_006_225.jpg,anormal,cglaucoma,0.540844202041626,0.4591558277606964
image_007_226.jpg,cglaucoma,cglaucoma,0.14351019263267517,0.8564897775650024
image_008_245.jpg,anormal,cglaucoma,0.5253155827522278,0.47468438744544983
image_009_247.jpg,cglaucoma,cglaucoma,0.4394839107990265,0.5605161190032959
image_010_232.jpg,cglaucoma,cglaucoma,0.4394839107990265,0.5605161190032959
image_011_254.jpg,cglaucoma,cglaucoma,0.45378372073173523,0.5462162494659424
image_012_236.jpg,cglaucoma,cglaucoma,0.1625804454088211,0.8374195098876953
image_013_239.jpg,anormal,cglaucoma,0.5145958662033081,0.4854041635990143
image_014_237.jpg,anormal,cglaucoma,0.5209634304046631,0.4790366291999817
image_015_253.jpg,cglaucoma,cglaucoma,0.41638949513435364,0.583610475063324
image_016_240.jpg,cglaucoma,cglaucoma,0.4915091395378113,0.5084908604621887
image_017_241.jpg,anormal,cglaucoma,0.5400488376617432,0.4599511921405792
image_018_246.jpg,anormal,cglaucoma,0.5844056010246277,0.4155944585800171
image_019_249.jpg,anormal,cglaucoma,0.5082141160964966,0.49178585410118103
image_020_227.jpg,anormal,cglaucoma,0.5200474262237549,0.4799525737762451
image_021_229.jpg,anormal,cglaucoma,0.540935218334198,0.4590648114681244
image_022_235.jpg,anormal,cglaucoma,0.5130817890167236,0.486918181180954
image_023_244.jpg,anormal,cglaucoma,0.5844056010246277,0.4155944585800171
image_024_251.jpg,cglaucoma,cglaucoma,0.3671121299266815,0.6328878998756409
image_025_243.jpg,anormal,cglaucoma,0.540935218334198,0.4590648114681244
image_026_248.jpg,anormal,cglaucoma,0.5102893114089966,0.48971065878868103
image_027_230.jpg,anormal,cglaucoma,0.5526509881019592,0.44734901189804077
image_028_242.jpg,cglaucoma,cglaucoma,0.48219361901283264,0.517806351184845
image_029_255.jpg,cglaucoma,cglaucoma,0.48527267575263977,0.5147273540496826
image_030_256.jpg,cglaucoma,cglaucoma,0.14466379582881927,0.8553361892700195
image_031_233.jpg,anormal,cglaucoma,0.5404241681098938,0.4595758318901062
image_032_231.jpg,cglaucoma,cglaucoma,0.40041983127593994,0.5995802283287048
