image_path,true_label,pred_label,confidence,prob_anormal,prob_cglaucoma
../../../data/data_VEIRC/test/anormal/image_001_170.jpg,anormal,anormal,0.785582423210144,0.785582423210144,0.21441756188869476
../../../data/data_VEIRC/test/anormal/image_002_202.jpg,anormal,anormal,0.7857874631881714,0.7857874631881714,0.214212566614151
../../../data/data_VEIRC/test/anormal/image_003_50.jpg,anormal,anormal,0.7913081049919128,0.7913081049919128,0.20869188010692596
../../../data/data_VEIRC/test/anormal/image_004_65.jpg,anormal,anormal,0.7791367769241333,0.7791367769241333,0.2208632230758667
../../../data/data_VEIRC/test/anormal/image_005_13.jpg,anormal,anormal,0.7887206673622131,0.7887206673622131,0.21127934753894806
../../../data/data_VEIRC/test/anormal/image_006_4.jpg,anormal,anormal,0.790340781211853,0.790340781211853,0.20965926349163055
../../../data/data_VEIRC/test/anormal/image_007_5.jpg,anormal,anormal,0.7891786098480225,0.7891786098480225,0.21082139015197754
../../../data/data_VEIRC/test/anormal/image_008_116.jpg,anormal,anormal,0.78363037109375,0.78363037109375,0.21636962890625
../../../data/data_VEIRC/test/anormal/image_009_125.jpg,anormal,anormal,0.7814142107963562,0.7814142107963562,0.2185857743024826
../../../data/data_VEIRC/test/anormal/image_010_41.jpg,anormal,anormal,0.791381299495697,0.791381299495697,0.2086186707019806
../../../data/data_VEIRC/test/anormal/image_011_214.jpg,anormal,anormal,0.7901443839073181,0.7901443839073181,0.20985563099384308
../../../data/data_VEIRC/test/anormal/image_012_56.jpg,anormal,anormal,0.8017469644546509,0.8017469644546509,0.1982530653476715
../../../data/data_VEIRC/test/anormal/image_013_71.jpg,anormal,anormal,0.7832167744636536,0.7832167744636536,0.21678325533866882
../../../data/data_VEIRC/test/anormal/image_014_59.jpg,anormal,anormal,0.7773918509483337,0.7773918509483337,0.22260811924934387
../../../data/data_VEIRC/test/anormal/image_015_209.jpg,anormal,anormal,0.7878678441047668,0.7878678441047668,0.21213211119174957
../../../data/data_VEIRC/test/anormal/image_016_82.jpg,anormal,anormal,0.7784731388092041,0.7784731388092041,0.2215268611907959
../../../data/data_VEIRC/test/anormal/image_017_93.jpg,anormal,anormal,0.7755018472671509,0.7755018472671509,0.2244982123374939
../../../data/data_VEIRC/test/anormal/image_018_120.jpg,anormal,anormal,0.7896484732627869,0.7896484732627869,0.21035146713256836
../../../data/data_VEIRC/test/anormal/image_019_168.jpg,anormal,anormal,0.7757478356361389,0.7757478356361389,0.2242521345615387
../../../data/data_VEIRC/test/anormal/image_020_10.jpg,anormal,anormal,0.7761024236679077,0.7761024236679077,0.22389757633209229
../../../data/data_VEIRC/test/anormal/image_021_26.jpg,anormal,anormal,0.7803915143013,0.7803915143013,0.21960842609405518
../../../data/data_VEIRC/test/anormal/image_022_55.jpg,anormal,anormal,0.7946435809135437,0.7946435809135437,0.2053564041852951
../../../data/data_VEIRC/test/anormal/image_023_103.jpg,anormal,anormal,0.783034086227417,0.783034086227417,0.2169659286737442
../../../data/data_VEIRC/test/anormal/image_024_200.jpg,anormal,anormal,0.7842277884483337,0.7842277884483337,0.21577219665050507
../../../data/data_VEIRC/test/anormal/image_025_99.jpg,anormal,anormal,0.7786864042282104,0.7786864042282104,0.22131361067295074
