filename,score_a_noamd,score_b_amd,prediction
N0001.jpg,0.716396,0.283604,a_noamd
N0002.jpg,0.712527,0.287473,a_noamd
N0003.jpg,0.716134,0.283866,a_noamd
N0004.jpg,0.716540,0.283460,a_noamd
N0005.jpg,0.737108,0.262892,a_noamd
N0006.jpg,0.704068,0.295932,a_noamd
N0007.jpg,0.710067,0.289933,a_noamd
N0008.jpg,0.704694,0.295306,a_noamd
N0009.jpg,0.707395,0.292605,a_noamd
N0010.jpg,0.712141,0.287859,a_noamd
N0011.jpg,0.713371,0.286628,a_noamd
N0012.jpg,0.707962,0.292038,a_noamd
N0013.jpg,0.697299,0.302701,a_noamd
N0014.jpg,0.701058,0.298942,a_noamd
N0015.jpg,0.712074,0.287926,a_noamd
N0016.jpg,0.705967,0.294033,a_noamd
N0017.jpg,0.705855,0.294145,a_noamd
N0018.jpg,0.702084,0.297916,a_noamd
N0019.jpg,0.704004,0.295996,a_noamd
N0020.jpg,0.704936,0.295064,a_noamd
N0021.jpg,0.661437,0.338564,a_noamd
N0022.jpg,0.699705,0.300295,a_noamd
N0023.jpg,0.684654,0.315346,a_noamd
N0024.jpg,0.694470,0.305530,a_noamd
N0025.jpg,0.726521,0.273479,a_noamd
N0026.jpg,0.719706,0.280294,a_noamd
N0027.jpg,0.742675,0.257325,a_noamd
N0028.jpg,0.700544,0.299456,a_noamd
N0029.jpg,0.710730,0.289270,a_noamd
N0030.jpg,0.710259,0.289741,a_noamd
N0031.jpg,0.716325,0.283675,a_noamd
N0032.jpg,0.710347,0.289653,a_noamd
N0033.jpg,0.705581,0.294419,a_noamd
N0034.jpg,0.702487,0.297513,a_noamd
N0035.jpg,0.728697,0.271303,a_noamd
N0036.jpg,0.732719,0.267281,a_noamd
N0037.jpg,0.709110,0.290890,a_noamd
N0038.jpg,0.712707,0.287293,a_noamd
N0039.jpg,0.710626,0.289374,a_noamd
N0040.jpg,0.685929,0.314071,a_noamd
N0041.jpg,0.683422,0.316578,a_noamd
N0042.jpg,0.714643,0.285357,a_noamd
N0043.jpg,0.743155,0.256845,a_noamd
N0044.jpg,0.705183,0.294817,a_noamd
N0045.jpg,0.736260,0.263740,a_noamd
N0046.jpg,0.707250,0.292750,a_noamd
N0047.jpg,0.708816,0.291184,a_noamd
N0048.jpg,0.687589,0.312411,a_noamd
N0049.jpg,0.699081,0.300919,a_noamd
N0050.jpg,0.699943,0.300057,a_noamd
N0051.jpg,0.701486,0.298514,a_noamd
N0052.jpg,0.717902,0.282098,a_noamd
N0053.jpg,0.688561,0.311439,a_noamd
N0054.jpg,0.704773,0.295227,a_noamd
N0055.jpg,0.709311,0.290689,a_noamd
N0056.jpg,0.715912,0.284088,a_noamd
N0057.jpg,0.673961,0.326039,a_noamd
N0058.jpg,0.711702,0.288298,a_noamd
N0059.jpg,0.687178,0.312822,a_noamd
N0060.jpg,0.693059,0.306941,a_noamd
N0061.jpg,0.668215,0.331785,a_noamd
N0062.jpg,0.692047,0.307953,a_noamd
N0063.jpg,0.676911,0.323089,a_noamd
N0064.jpg,0.701331,0.298669,a_noamd
N0065.jpg,0.699983,0.300017,a_noamd
N0066.jpg,0.709839,0.290161,a_noamd
N0067.jpg,0.680759,0.319241,a_noamd
N0068.jpg,0.706950,0.293050,a_noamd
N0069.jpg,0.698786,0.301214,a_noamd
N0070.jpg,0.683256,0.316744,a_noamd
N0071.jpg,0.741296,0.258704,a_noamd
N0072.jpg,0.750218,0.249782,a_noamd
N0073.jpg,0.717041,0.282959,a_noamd
N0074.jpg,0.705424,0.294576,a_noamd
N0075.jpg,0.711343,0.288657,a_noamd
N0076.jpg,0.703760,0.296240,a_noamd
N0077.jpg,0.711609,0.288392,a_noamd
N0078.jpg,0.708253,0.291747,a_noamd
N0079.jpg,0.702828,0.297172,a_noamd
N0080.jpg,0.710186,0.289814,a_noamd
