image_path,true_label,pred_label,prob_anormal,prob_cglaucoma
anormal/image_001_170.jpg,anormal,anormal,0.8168851137161255,0.18311485648155212
anormal/image_002_202.jpg,anormal,anormal,0.8075162768363953,0.19248370826244354
anormal/image_003_50.jpg,anormal,anormal,0.8186183571815491,0.18138167262077332
anormal/image_004_65.jpg,anormal,anormal,0.8125723004341125,0.18742766976356506
anormal/image_005_13.jpg,anormal,anormal,0.8050581216812134,0.19494186341762543
anormal/image_006_4.jpg,anormal,anormal,0.8163990378379822,0.1836009919643402
anormal/image_007_5.jpg,anormal,anormal,0.8098766207695007,0.19012339413166046
anormal/image_008_116.jpg,anormal,anormal,0.8101344704627991,0.18986549973487854
anormal/image_009_125.jpg,anormal,anormal,0.8176795244216919,0.18232044577598572
anormal/image_010_41.jpg,anormal,anormal,0.8159969449043274,0.1840030550956726
anormal/image_011_214.jpg,anormal,anormal,0.8150326013565063,0.18496738374233246
anormal/image_012_56.jpg,anormal,anormal,0.8167697191238403,0.18323029577732086
anormal/image_013_71.jpg,anormal,anormal,0.8121086359024048,0.18789136409759521
anormal/image_014_59.jpg,anormal,anormal,0.8173957467079163,0.18260428309440613
anormal/image_015_209.jpg,anormal,anormal,0.8087188601493835,0.19128108024597168
anormal/image_016_82.jpg,anormal,anormal,0.8165829181671143,0.18341700732707977
anormal/image_017_93.jpg,anormal,anormal,0.8054875135421753,0.1945124864578247
anormal/image_018_120.jpg,anormal,anormal,0.81769859790802,0.18230143189430237
anormal/image_019_168.jpg,anormal,anormal,0.8103447556495667,0.18965527415275574
anormal/image_020_10.jpg,anormal,anormal,0.8138578534126282,0.1861421763896942
anormal/image_021_26.jpg,anormal,anormal,0.8172436952590942,0.18275628983974457
anormal/image_022_55.jpg,anormal,anormal,0.8126221895217896,0.18737779557704926
anormal/image_023_103.jpg,anormal,anormal,0.8170654773712158,0.18293452262878418
anormal/image_024_200.jpg,anormal,anormal,0.8133659362792969,0.1866340935230255
anormal/image_025_99.jpg,anormal,anormal,0.8096399307250977,0.19036009907722473
anormal/image_026_146.jpg,anormal,anormal,0.8162028193473816,0.18379715085029602
anormal/image_027_32.jpg,anormal,anormal,0.8181686401367188,0.18183134496212006
anormal/image_028_96.jpg,anormal,anormal,0.8077305555343628,0.1922694742679596
anormal/image_029_217.jpg,anormal,anormal,0.8114727735519409,0.18852725625038147
anormal/image_030_219.jpg,anormal,anormal,0.817819356918335,0.18218067288398743
anormal/image_031_49.jpg,anormal,anormal,0.8148891925811768,0.18511079251766205
anormal/image_032_39.jpg,anormal,anormal,0.8142352104187012,0.18576480448246002
anormal/image_033_187.jpg,anormal,anormal,0.8064571022987366,0.19354289770126343
anormal/image_034_36.jpg,anormal,anormal,0.8157650232315063,0.18423494696617126
anormal/image_035_160.jpg,anormal,anormal,0.8074371814727783,0.19256283342838287
anormal/image_036_25.jpg,anormal,anormal,0.8170043230056763,0.18299566209316254
anormal/image_037_178.jpg,anormal,anormal,0.809750497341156,0.1902494728565216
anormal/image_038_95.jpg,anormal,anormal,0.8085354566574097,0.19146451354026794
anormal/image_039_12.jpg,anormal,anormal,0.8143565654754639,0.18564344942569733
anormal/image_040_16.jpg,anormal,anormal,0.8204659819602966,0.17953406274318695
anormal/image_041_108.jpg,anormal,anormal,0.8130807876586914,0.1869191974401474
anormal/image_042_63.jpg,anormal,anormal,0.8168047070503235,0.1831953227519989
anormal/image_043_54.jpg,anormal,anormal,0.817074179649353,0.18292582035064697
anormal/image_044_70.jpg,anormal,anormal,0.8186977505683899,0.18130221962928772
anormal/image_045_182.jpg,anormal,anormal,0.8112962245941162,0.18870379030704498
anormal/image_046_64.jpg,anormal,anormal,0.8163922429084778,0.1836078017950058
anormal/image_047_143.jpg,anormal,anormal,0.8146246075630188,0.18537543714046478
anormal/image_048_130.jpg,anormal,anormal,0.8147376179695129,0.18526236712932587
anormal/image_049_105.jpg,anormal,anormal,0.8099101781845093,0.1900898516178131
anormal/image_050_163.jpg,anormal,anormal,0.8160327076911926,0.18396730720996857
anormal/image_051_190.jpg,anormal,anormal,0.8164669275283813,0.18353304266929626
anormal/image_052_3.jpg,anormal,anormal,0.8176227807998657,0.1823771744966507
anormal/image_053_136.jpg,anormal,anormal,0.8144928216934204,0.1855071485042572
anormal/image_054_158.jpg,anormal,anormal,0.809870183467865,0.19012980163097382
