image_path,true_class,predicted_class,correct,prob_anormal,prob_cglaucoma
../../../data/data_VEIRC/test/anormal/image_001_170.jpg,anormal,anormal,True,0.519209623336792,0.4807904064655304
../../../data/data_VEIRC/test/anormal/image_002_202.jpg,anormal,anormal,True,0.5201787352561951,0.47982123494148254
../../../data/data_VEIRC/test/anormal/image_003_50.jpg,anormal,anormal,True,0.5188912153244019,0.48110878467559814
../../../data/data_VEIRC/test/anormal/image_004_65.jpg,anormal,anormal,True,0.5191095471382141,0.4808904528617859
../../../data/data_VEIRC/test/anormal/image_005_13.jpg,anormal,anormal,True,0.5200461149215698,0.4799538850784302
../../../data/data_VEIRC/test/anormal/image_006_4.jpg,anormal,anormal,True,0.5188993811607361,0.4811006188392639
../../../data/data_VEIRC/test/anormal/image_007_5.jpg,anormal,anormal,True,0.5199770331382751,0.48002296686172485
../../../data/data_VEIRC/test/anormal/image_008_116.jpg,anormal,anormal,True,0.5191150307655334,0.48088496923446655
../../../data/data_VEIRC/test/anormal/image_009_125.jpg,anormal,anormal,True,0.5192965865135193,0.4807034134864807
../../../data/data_VEIRC/test/anormal/image_010_41.jpg,anormal,anormal,True,0.5189718008041382,0.4810282588005066
../../../data/data_VEIRC/test/anormal/image_011_214.jpg,anormal,anormal,True,0.5192030072212219,0.48079702258110046
../../../data/data_VEIRC/test/anormal/image_012_56.jpg,anormal,anormal,True,0.5190872550010681,0.4809127748012543
../../../data/data_VEIRC/test/anormal/image_013_71.jpg,anormal,anormal,True,0.5201176404953003,0.4798823595046997
../../../data/data_VEIRC/test/anormal/image_014_59.jpg,anormal,anormal,True,0.5199123620986938,0.48008760809898376
../../../data/data_VEIRC/test/anormal/image_015_209.jpg,anormal,anormal,True,0.5191241502761841,0.48087581992149353
../../../data/data_VEIRC/test/anormal/image_016_82.jpg,anormal,anormal,True,0.5188237428665161,0.4811762273311615
../../../data/data_VEIRC/test/anormal/image_017_93.jpg,anormal,anormal,True,0.5201826095581055,0.4798174500465393
