image_path,true_class,predicted_class,anormal,cglaucoma
../../../data/data_VEIRC/test/anormal/image_001_170.jpg,anormal,cglaucoma,0.14080391824245453,0.8591960668563843
../../../data/data_VEIRC/test/anormal/image_002_202.jpg,anormal,cglaucoma,0.1099153384566307,0.8900846242904663
../../../data/data_VEIRC/test/anormal/image_003_50.jpg,anormal,cglaucoma,0.1505347043275833,0.8494652509689331
../../../data/data_VEIRC/test/anormal/image_004_65.jpg,anormal,cglaucoma,0.04309294372797012,0.9569070339202881
../../../data/data_VEIRC/test/anormal/image_005_13.jpg,anormal,cglaucoma,0.16931354999542236,0.8306864500045776
../../../data/data_VEIRC/test/anormal/image_006_4.jpg,anormal,cglaucoma,0.16123934090137482,0.8387606739997864
../../../data/data_VEIRC/test/anormal/image_007_5.jpg,anormal,cglaucoma,0.20429882407188416,0.7957011461257935
../../../data/data_VEIRC/test/anormal/image_008_116.jpg,anormal,cglaucoma,0.04599689319729805,0.9540030360221863
../../../data/data_VEIRC/test/anormal/image_009_125.jpg,anormal,anormal,0.8629447221755981,0.13705527782440186
../../../data/data_VEIRC/test/anormal/image_010_41.jpg,anormal,cglaucoma,0.3944609463214874,0.605539083480835
../../../data/data_VEIRC/test/anormal/image_011_214.jpg,anormal,anormal,0.5202422738075256,0.47975772619247437
../../../data/data_VEIRC/test/anormal/image_012_56.jpg,anormal,cglaucoma,0.09215589612722397,0.907844066619873
../../../data/data_VEIRC/test/anormal/image_013_71.jpg,anormal,cglaucoma,0.039136145263910294,0.9608638882637024
../../../data/data_VEIRC/test/anormal/image_014_59.jpg,anormal,anormal,0.5727134943008423,0.4272865056991577
../../../data/data_VEIRC/test/anormal/image_015_209.jpg,anormal,anormal,0.9401154518127441,0.05988457053899765
../../../data/data_VEIRC/test/anormal/image_016_82.jpg,anormal,cglaucoma,0.27723875641822815,0.7227612733840942
../../../data/data_VEIRC/test/anormal/image_017_93.jpg,anormal,anormal,0.9251235723495483,0.07487645000219345
../../../data/data_VEIRC/test/anormal/image_018_120.jpg,anormal,cglaucoma,0.38239309191703796,0.6176069378852844
../../../data/data_VEIRC/test/anormal/image_019_168.jpg,anormal,cglaucoma,0.0842583179473877,0.9157417416572571
../../../data/data_VEIRC/test/anormal/image_020_10.jpg,anormal,cglaucoma,0.23943766951560974,0.7605623006820679
../../../data/data_VEIRC/test/anormal/image_021_26.jpg,anormal,cglaucoma,0.49710625410079956,0.5028937458992004
../../../data/data_VEIRC/test/anormal/image_022_55.jpg,anormal,cglaucoma,0.23322784900665283,0.7667721509933472
../../../data/data_VEIRC/test/anormal/image_023_103.jpg,anormal,anormal,0.607120931148529,0.39287906885147095
../../../data/data_VEIRC/test/anormal/image_024_200.jpg,anormal,cglaucoma,0.11226282268762589,0.8877372145652771
../../../data/data_VEIRC/test/anormal/image_025_99.jpg,anormal,cglaucoma,0.12407912313938141,0.875920832157135
../../../data/data_VEIRC/test/anormal/image_026_146.jpg,anormal,cglaucoma,0.129734069108963,0.8702659010887146
../../../data/data_VEIRC/test/anormal/image_027_32.jpg,anormal,cglaucoma,0.3799581229686737,0.6200418472290039
../../../data/data_VEIRC/test/anormal/image_028_96.jpg,anormal,cglaucoma,0.06589598953723907,0.9341040253639221
../../../data/data_VEIRC/test/anormal/image_029_217.jpg,anormal,cglaucoma,0.038004662841558456,0.9619953632354736
../../../data/data_VEIRC/test/anormal/image_030_219.jpg,anormal,cglaucoma,0.1567695140838623,0.8432304859161377
../../../data/data_VEIRC/test/anormal/image_031_49.jpg,anormal,cglaucoma,0.1798621565103531,0.8201378583908081
../../../data/data_VEIRC/test/anormal/image_032_39.jpg,anormal,cglaucoma,0.15053193271160126,0.8494681119918823
../../../data/data_VEIRC/test/anormal/image_033_187.jpg,anormal,anormal,0.9223238229751587,0.07767616212368011
../../../data/data_VEIRC/test/anormal/image_034_36.jpg,anormal,anormal,0.9021269679069519,0.09787299484014511
../../../data/data_VEIRC/test/anormal/image_035_160.jpg,anormal,cglaucoma,0.08874575793743134,0.9112542271614075
../../../data/data_VEIRC/test/anormal/image_036_25.jpg,anormal,cglaucoma,0.25603926181793213,0.7439607381820679
../../../data/data_VEIRC/test/anormal/image_037_178.jpg,anormal,cglaucoma,0.03889830783009529,0.9611017107963562
../../../data/data_VEIRC/test/anormal/image_038_95.jpg,anormal,cglaucoma,0.05089625343680382,0.9491037726402283
../../../data/data_VEIRC/test/anormal/image_039_12.jpg,anormal,cglaucoma,0.22549480199813843,0.7745051383972168
../../../data/data_VEIRC/test/anormal/image_040_16.jpg,anormal,cglaucoma,0.07049907743930817,0.9295008778572083
../../../data/data_VEIRC/test/anormal/image_041_108.jpg,anormal,cglaucoma,0.4223630428314209,0.5776369571685791
../../../data/data_VEIRC/test/anormal/image_042_63.jpg,anormal,cglaucoma,0.17937161028385162,0.8206284046173096
../../../data/data_VEIRC/test/anormal/image_043_54.jpg,anormal,cglaucoma,0.30518901348114014,0.6948109269142151
../../../data/data_VEIRC/test/anormal/image_044_70.jpg,anormal,anormal,0.5751098990440369,0.4248901605606079
../../../data/data_VEIRC/test/anormal/image_045_182.jpg,anormal,cglaucoma,0.04809361696243286,0.9519063234329224
../../../data/data_VEIRC/test/anormal/image_046_64.jpg,anormal,cglaucoma,0.056324552744627,0.9436753988265991
../../../data/data_VEIRC/test/anormal/image_047_143.jpg,anormal,cglaucoma,0.030090706422924995,0.9699093103408813
../../../data/data_VEIRC/test/anormal/image_048_130.jpg,anormal,cglaucoma,0.16920319199562073,0.8307967782020569
../../../data/data_VEIRC/test/anormal/image_049_105.jpg,anormal,cglaucoma,0.036431413143873215,0.9635685086250305
../../../data/data_VEIRC/test/anormal/image_050_163.jpg,anormal,cglaucoma,0.35836219787597656,0.6416378021240234
../../../data/data_VEIRC/test/anormal/image_051_190.jpg,anormal,anormal,0.7436428666114807,0.2563571035861969
../../../data/data_VEIRC/test/anormal/image_052_3.jpg,anormal,anormal,0.7966078519821167,0.2033921331167221
../../../data/data_VEIRC/test/anormal/image_053_136.jpg,anormal,cglaucoma,0.11898991465568542,0.8810100555419922
../../../data/data_VEIRC/test/anormal/image_054_158.jpg,anormal,cglaucoma,0.07133790105581284,0.9286620616912842
../../../data/data_VEIRC/test/anormal/image_055_139.jpg,anormal,cglaucoma,0.19301600754261017,0.8069839477539062
../../../data/data_VEIRC/test/anormal/image_056_142.jpg,anormal,cglaucoma,0.1435554027557373,0.8564446568489075
../../../data/data_VEIRC/test/anormal/image_057_109.jpg,anormal,cglaucoma,0.1395859718322754,0.8604140281677246
../../../data/data_VEIRC/test/anormal/image_058_118.jpg,anormal,cglaucoma,0.38109272718429565,0.6189072132110596
../../../data/data_VEIRC/test/anormal/image_059_220.jpg,anormal,cglaucoma,0.41330286860466003,0.5866971611976624
../../../data/data_VEIRC/test/anormal/image_060_79.jpg,anormal,cglaucoma,0.2448672652244568,0.7551327347755432
../../../data/data_VEIRC/test/anormal/image_061_44.jpg,anormal,cglaucoma,0.34946608543395996,0.6505339741706848
