filename,predicted_class,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr
002c21358ce6.png,anodr,0.62696487,0.078716025,0.20228764,0.036564756,0.05546668
005b95c28852.png,anodr,0.51612085,0.10011219,0.25774053,0.049257167,0.07676929
00cc2b75cddd.png,anodr,0.58454925,0.09837105,0.2131155,0.03856446,0.06539975
0182152c50de.png,anodr,0.574842,0.09736407,0.22294894,0.038512845,0.06633224
02cd34a85b24.png,anodr,0.6304423,0.081800446,0.19531137,0.03739463,0.055051275
03b373718013.png,anodr,0.5566863,0.10121154,0.23353983,0.0396675,0.06889478
04aef84a2cc1.png,anodr,0.5197366,0.1022762,0.2611466,0.04391669,0.07292396
05b1bb2bdb81.png,anodr,0.49158263,0.088777624,0.27767855,0.058800083,0.08316115
07596907347b.png,anodr,0.6231169,0.07725374,0.20646767,0.037627563,0.05553416
07751b94a88a.png,anodr,0.5991876,0.09232194,0.207307,0.03873841,0.062445097
0790515cf5af.png,anodr,0.5751505,0.09938343,0.22325082,0.037150122,0.06506518
08037e4490e5.png,anodr,0.530352,0.10202018,0.25083226,0.043825753,0.07296981
0851d6a69589.png,anodr,0.62938917,0.08264952,0.19604175,0.03657912,0.05534047
08b6e3240858.png,anodr,0.47897175,0.090780355,0.28954056,0.057129018,0.08357834
08bef347f40d.png,anodr,0.56978124,0.09828537,0.22387148,0.040494062,0.0675679
08ee569d4721.png,anodr,0.57829416,0.09516952,0.22185302,0.03975057,0.06493274
09237bf783a4.png,anodr,0.64205647,0.07551031,0.19317563,0.035889935,0.053367548
096436d68d06.png,anodr,0.4863841,0.08974804,0.28365523,0.057277728,0.08293495
099021fac3c9.png,anodr,0.51130277,0.10198658,0.2635267,0.047403917,0.07577999
09c8323c612e.png,anodr,0.6325721,0.07998434,0.19643864,0.03619391,0.054811012
0a38b552372d.png,anodr,0.5812559,0.09834812,0.21697254,0.03944066,0.0639828
0a85a1e8f9e9.png,anodr,0.52182186,0.08336527,0.2593714,0.05675119,0.078690305
0babc12807b2.png,anodr,0.39092356,0.12637797,0.3376696,0.05485644,0.09017242
0cbcc7b23613.png,anodr,0.45186022,0.10025002,0.29819933,0.0585817,0.09110879
0cd31078cd08.png,anodr,0.52915967,0.10003559,0.25571156,0.04449826,0.07059498
0ce062f26edc.png,anodr,0.45423946,0.10710009,0.2979625,0.05849173,0.08220622
0cecc2864b7f.png,anodr,0.44058552,0.11845905,0.3078322,0.053078137,0.08004504
0d9a9896f801.png,anodr,0.6155911,0.08384549,0.20504972,0.037913263,0.05760043
0da321efbce6.png,anodr,0.42090538,0.1172986,0.32440048,0.05496764,0.08242783
