filename,predicted_class,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr
20051020_43808_0100_PP_967.png,anodr,0.5354731,0.11906055,0.21988031,0.05423517,0.07135086
20051020_44261_0100_PP_1191.png,anodr,0.52041256,0.117846735,0.24373056,0.05270825,0.06530191
20051020_44284_0100_PP_502.png,anodr,0.55968565,0.11375776,0.21818678,0.048932884,0.059436906
20051020_44338_0100_PP_547.png,anodr,0.4991696,0.1343501,0.23468038,0.05082279,0.08097708
20051020_44400_0100_PP_920.png,anodr,0.52726066,0.10802831,0.23946035,0.053194333,0.072056316
20051020_44431_0100_PP_514.png,anodr,0.47787243,0.13103156,0.2638463,0.05307704,0.074172646
20051020_44692_0100_PP_419.png,anodr,0.4789885,0.13356729,0.25916368,0.05461705,0.07366352
20051020_44714_0100_PP_1199.png,anodr,0.53964067,0.11632413,0.22377689,0.050746992,0.06951136
20051020_44982_0100_PP_486.png,anodr,0.4987618,0.12870356,0.24608499,0.05606053,0.07038913
20051020_56791_0100_PP_1185.png,anodr,0.5124324,0.10011202,0.27096218,0.046836246,0.0696572
20051020_57157_0100_PP_971.png,anodr,0.48366168,0.12021541,0.27330405,0.05631049,0.06650838
20051020_57967_0100_PP_829.png,anodr,0.4631946,0.10247191,0.31021002,0.05050742,0.07361605
20051020_58065_0100_PP_561.png,anodr,0.4417172,0.11717506,0.31462792,0.051411714,0.0750681
20051020_61757_0100_PP_484.png,anodr,0.51249665,0.123978525,0.24127528,0.052754436,0.069495074
20051020_62461_0100_PP_76.png,anodr,0.5053732,0.12547293,0.24325705,0.056552187,0.06934467
20051020_62510_0100_PP_106.png,anodr,0.48288435,0.13453119,0.25598428,0.056225646,0.07037452
20051020_62577_0100_PP_479.png,anodr,0.52240086,0.120463625,0.23258425,0.054174528,0.07037674
20051020_62615_0100_PP_294.png,anodr,0.51598346,0.12650247,0.23160774,0.052868634,0.073037684
20051020_63269_0100_PP_1183.png,anodr,0.4913882,0.12817696,0.24907511,0.05779081,0.07356893
20051020_63337_0100_PP_471.png,anodr,0.46960518,0.1341518,0.26403457,0.057485644,0.07472279
20051020_64249_0100_PP_1004.png,anodr,0.5222038,0.09894127,0.25768447,0.05435136,0.06681913
20051020_64388_0100_PP_1194.png,anodr,0.51888204,0.10162879,0.25955155,0.050715487,0.069222145
20051020_64653_0100_PP_124.png,anodr,0.44828358,0.13939336,0.27962968,0.061501596,0.071191736
20051020_64775_0100_PP_480.png,anodr,0.45504782,0.1268212,0.27484512,0.0628168,0.08046911
20051020_64836_0100_PP_1270.png,anodr,0.47959095,0.12263935,0.25736487,0.061755676,0.078649096
20051021_36380_0100_PP_135.png,anodr,0.43329212,0.113814406,0.3286171,0.050969664,0.073306754
20051021_36476_0100_PP_1243.png,anodr,0.4708889,0.11695048,0.28971422,0.051591188,0.07085518
20051021_39845_0100_PP_315.png,anodr,0.49160153,0.1313387,0.25209913,0.05202446,0.07293617
20051021_39914_0100_PP_1352.png,anodr,0.5312957,0.13416597,0.20535322,0.05225519,0.07692993
20051021_51418_0100_PP_18.png,anodr,0.4404855,0.1317189,0.29399803,0.057332914,0.076464646
20051021_51476_0100_PP_150.png,anodr,0.42635024,0.14176166,0.28914398,0.059394184,0.083350025
20051021_51936_0100_PP_1379.png,anodr,0.5087673,0.13080887,0.23808703,0.052117005,0.07021976
20051021_51994_0100_PP_1283.png,anodr,0.5092211,0.13591222,0.23243283,0.052904025,0.06952983
20051021_57798_0100_PP_1322.png,anodr,0.54170495,0.123482965,0.21688674,0.050552573,0.067372724
20051021_57862_0100_PP_372.png,anodr,0.50300264,0.12951052,0.2529137,0.051511347,0.063061744
20051021_57975_0100_PP_517.png,anodr,0.5349345,0.11520993,0.22309399,0.058320146,0.068441436
20051021_58035_0100_PP_1138.png,anodr,0.5013326,0.11645607,0.25792018,0.05270587,0.071585305
20051021_58388_0100_PP_1300.png,anodr,0.5484767,0.09935969,0.23058829,0.055307902,0.0662674
20051021_58522_0100_PP_50.png,anodr,0.55009073,0.11338353,0.21600412,0.050747715,0.0697739
20051109_57843_0400_PP_1109.png,anodr,0.5493111,0.107719816,0.22594061,0.052280616,0.06474788
20051109_59969_0400_PP_1079.png,anodr,0.5085972,0.123853296,0.24563691,0.055630133,0.06628252
20051109_60031_0400_PP_528.png,anodr,0.5239243,0.12758243,0.22231643,0.055789437,0.07038742
20051109_60136_0400_PP_905.png,anodr,0.5200424,0.11999761,0.23798648,0.05357028,0.068403244
20051110_33960_0400_PP_35.png,anodr,0.5257315,0.11177078,0.24288294,0.053501744,0.066113025
20051110_34013_0400_PP_151.png,anodr,0.4894821,0.12794553,0.25642624,0.053729057,0.072417125
20051110_35239_0400_PP_836.png,anodr,0.5558773,0.10372524,0.23023461,0.048849422,0.06131338
20051110_35279_0400_PP_1033.png,anodr,0.5181355,0.103728116,0.25732586,0.050072722,0.070737846
20051110_35332_0400_PP_497.png,anodr,0.54171926,0.11328418,0.22897208,0.05106629,0.064958215
20051110_37992_0400_PP_1043.png,anodr,0.54592204,0.114220716,0.21716583,0.056319542,0.06637188
20051110_38111_0400_PP_429.png,anodr,0.5376057,0.11137859,0.23024172,0.054238852,0.06653513
20051110_38156_0400_PP_477.png,anodr,0.4908843,0.1262575,0.25817934,0.056891546,0.06778735
20051110_38280_0400_PP_83.png,anodr,0.4661252,0.115244396,0.28474054,0.058220092,0.07566985
20051110_38313_0400_PP_1041.png,anodr,0.5042736,0.10546582,0.25566232,0.060670298,0.07392795
20051110_38352_0400_PP_934.png,anodr,0.53219956,0.110073134,0.23296154,0.053667344,0.071098424
20051110_38472_0400_PP_1127.png,anodr,0.5237783,0.10992785,0.25653452,0.04664438,0.06311492
20051110_38507_0400_PP_1190.png,anodr,0.49118686,0.12618254,0.26967376,0.050188318,0.06276846
20051116_43388_0400_PP_344.png,anodr,0.583813,0.117190056,0.19178204,0.047637284,0.05957766
20051116_43585_0400_PP_950.png,anodr,0.55037254,0.13209836,0.20405537,0.0498779,0.06359578
20051116_43710_0400_PP_95.png,anodr,0.48668274,0.12044895,0.2595707,0.05825209,0.0750455
20051116_43721_0400_PP_363.png,anodr,0.487979,0.12411731,0.25833237,0.057512484,0.072058894
20051116_43785_0400_PP_445.png,anodr,0.5790277,0.10682667,0.19823094,0.050696857,0.065217845
20051116_43801_0400_PP_325.png,anodr,0.58443505,0.10799314,0.19999942,0.0471788,0.060393687
20051116_44648_0400_PP_1036.png,anodr,0.50083977,0.1209363,0.25518605,0.057953745,0.06508422
20051117_37042_0400_PP_1119.png,anodr,0.46411595,0.13102967,0.28120142,0.05494386,0.068709135
20051117_37051_0400_PP_1136.png,anodr,0.5121395,0.116609156,0.24488172,0.057479545,0.06889011
20051117_37078_0400_PP_559.png,anodr,0.58640057,0.11027458,0.19090404,0.051775284,0.060645595
20051117_37100_0400_PP_1083.png,anodr,0.5070974,0.12145427,0.2462971,0.056263007,0.06888822
