filename,filepath,true_label,predicted_label,correct,prob_a_noamd,prob_b_amd
N0001.jpg,../../../data/data_ADAM/test/a_noamd/N0001.jpg,a_noamd,a_noamd,True,0.8720208,0.12797923
N0002.jpg,../../../data/data_ADAM/test/a_noamd/N0002.jpg,a_noamd,a_noamd,True,0.8662457,0.1337543
N0003.jpg,../../../data/data_ADAM/test/a_noamd/N0003.jpg,a_noamd,a_noamd,True,0.8489096,0.15109043
N0004.jpg,../../../data/data_ADAM/test/a_noamd/N0004.jpg,a_noamd,a_noamd,True,0.87065226,0.12934773
N0005.jpg,../../../data/data_ADAM/test/a_noamd/N0005.jpg,a_noamd,a_noamd,True,0.83107454,0.1689255
N0006.jpg,../../../data/data_ADAM/test/a_noamd/N0006.jpg,a_noamd,a_noamd,True,0.82439125,0.17560875
N0007.jpg,../../../data/data_ADAM/test/a_noamd/N0007.jpg,a_noamd,a_noamd,True,0.84058636,0.15941359
N0008.jpg,../../../data/data_ADAM/test/a_noamd/N0008.jpg,a_noamd,a_noamd,True,0.83534926,0.16465074
N0009.jpg,../../../data/data_ADAM/test/a_noamd/N0009.jpg,a_noamd,a_noamd,True,0.84344435,0.15655571
N0010.jpg,../../../data/data_ADAM/test/a_noamd/N0010.jpg,a_noamd,a_noamd,True,0.85705173,0.14294825
N0011.jpg,../../../data/data_ADAM/test/a_noamd/N0011.jpg,a_noamd,a_noamd,True,0.8452412,0.15475886
N0012.jpg,../../../data/data_ADAM/test/a_noamd/N0012.jpg,a_noamd,a_noamd,True,0.8329173,0.16708271
N0013.jpg,../../../data/data_ADAM/test/a_noamd/N0013.jpg,a_noamd,a_noamd,True,0.8108536,0.18914637
N0014.jpg,../../../data/data_ADAM/test/a_noamd/N0014.jpg,a_noamd,a_noamd,True,0.8285923,0.17140765
N0015.jpg,../../../data/data_ADAM/test/a_noamd/N0015.jpg,a_noamd,a_noamd,True,0.8410439,0.15895613
N0016.jpg,../../../data/data_ADAM/test/a_noamd/N0016.jpg,a_noamd,a_noamd,True,0.8365546,0.16344544
N0017.jpg,../../../data/data_ADAM/test/a_noamd/N0017.jpg,a_noamd,a_noamd,True,0.8451773,0.15482274
N0018.jpg,../../../data/data_ADAM/test/a_noamd/N0018.jpg,a_noamd,a_noamd,True,0.83230484,0.16769518
