image_path,true_label,predicted_label,correct,confidence,prob_a_noamd,prob_b_amd
../../../data/data_ADAM/test/a_noamd/N0001.jpg,a_noamd,a_noamd,True,0.9498754,0.9498754,0.050124552
../../../data/data_ADAM/test/a_noamd/N0002.jpg,a_noamd,a_noamd,True,0.93788964,0.93788964,0.06211029
../../../data/data_ADAM/test/a_noamd/N0003.jpg,a_noamd,a_noamd,True,0.91394067,0.91394067,0.08605934
../../../data/data_ADAM/test/a_noamd/N0004.jpg,a_noamd,a_noamd,True,0.9471164,0.9471164,0.052883647
../../../data/data_ADAM/test/a_noamd/N0005.jpg,a_noamd,a_noamd,True,0.8887446,0.8887446,0.11125535
../../../data/data_ADAM/test/a_noamd/N0006.jpg,a_noamd,a_noamd,True,0.94157434,0.94157434,0.058425695
../../../data/data_ADAM/test/a_noamd/N0007.jpg,a_noamd,a_noamd,True,0.94998074,0.94998074,0.0500193
../../../data/data_ADAM/test/a_noamd/N0008.jpg,a_noamd,a_noamd,True,0.9483545,0.9483545,0.051645517
../../../data/data_ADAM/test/a_noamd/N0009.jpg,a_noamd,a_noamd,True,0.8065568,0.8065568,0.19344318
../../../data/data_ADAM/test/a_noamd/N0010.jpg,a_noamd,a_noamd,True,0.75321954,0.75321954,0.24678051
../../../data/data_ADAM/test/a_noamd/N0011.jpg,a_noamd,a_noamd,True,0.6791614,0.6791614,0.32083854
../../../data/data_ADAM/test/a_noamd/N0012.jpg,a_noamd,a_noamd,True,0.9429792,0.9429792,0.05702076
../../../data/data_ADAM/test/a_noamd/N0013.jpg,a_noamd,a_noamd,True,0.94810754,0.94810754,0.051892437
../../../data/data_ADAM/test/a_noamd/N0014.jpg,a_noamd,a_noamd,True,0.94904697,0.94904697,0.050953086
../../../data/data_ADAM/test/a_noamd/N0015.jpg,a_noamd,a_noamd,True,0.94061273,0.94061273,0.059387293
../../../data/data_ADAM/test/a_noamd/N0016.jpg,a_noamd,a_noamd,True,0.9115193,0.9115193,0.088480696
../../../data/data_ADAM/test/a_noamd/N0017.jpg,a_noamd,a_noamd,True,0.9406887,0.9406887,0.059311226
../../../data/data_ADAM/test/a_noamd/N0018.jpg,a_noamd,a_noamd,True,0.9367405,0.9367405,0.06325947
../../../data/data_ADAM/test/a_noamd/N0019.jpg,a_noamd,a_noamd,True,0.9408172,0.9408172,0.059182838
../../../data/data_ADAM/test/a_noamd/N0020.jpg,a_noamd,a_noamd,True,0.9343529,0.9343529,0.06564712
../../../data/data_ADAM/test/a_noamd/N0021.jpg,a_noamd,a_noamd,True,0.92779875,0.92779875,0.07220121
../../../data/data_ADAM/test/a_noamd/N0022.jpg,a_noamd,a_noamd,True,0.93075913,0.93075913,0.069240935
