filename,prob_a_noamd,prob_b_amd,pred_class
a_noamd/N0001.jpg,0.864458,0.135542,a_noamd
a_noamd/N0002.jpg,0.840032,0.159968,a_noamd
a_noamd/N0003.jpg,0.881739,0.118261,a_noamd
a_noamd/N0004.jpg,0.863685,0.136315,a_noamd
a_noamd/N0005.jpg,0.758256,0.241744,a_noamd
a_noamd/N0006.jpg,0.869496,0.130504,a_noamd
a_noamd/N0007.jpg,0.906610,0.093390,a_noamd
a_noamd/N0008.jpg,0.894768,0.105232,a_noamd
a_noamd/N0009.jpg,0.862560,0.137440,a_noamd
a_noamd/N0010.jpg,0.610104,0.389896,a_noamd
a_noamd/N0011.jpg,0.655515,0.344485,a_noamd
a_noamd/N0012.jpg,0.891249,0.108751,a_noamd
a_noamd/N0013.jpg,0.897115,0.102885,a_noamd
a_noamd/N0014.jpg,0.886645,0.113355,a_noamd
a_noamd/N0015.jpg,0.883505,0.116495,a_noamd
a_noamd/N0016.jpg,0.865310,0.134690,a_noamd
a_noamd/N0017.jpg,0.896608,0.103392,a_noamd
a_noamd/N0018.jpg,0.900602,0.099398,a_noamd
a_noamd/N0019.jpg,0.903515,0.096485,a_noamd
a_noamd/N0020.jpg,0.894156,0.105844,a_noamd
a_noamd/N0021.jpg,0.881170,0.118830,a_noamd
a_noamd/N0022.jpg,0.887769,0.112231,a_noamd
a_noamd/N0023.jpg,0.725829,0.274171,a_noamd
a_noamd/N0024.jpg,0.779905,0.220095,a_noamd
a_noamd/N0025.jpg,0.885044,0.114957,a_noamd
a_noamd/N0026.jpg,0.674113,0.325887,a_noamd
a_noamd/N0027.jpg,0.903047,0.096953,a_noamd
a_noamd/N0028.jpg,0.882538,0.117462,a_noamd
a_noamd/N0029.jpg,0.849258,0.150742,a_noamd
a_noamd/N0030.jpg,0.818283,0.181717,a_noamd
a_noamd/N0031.jpg,0.877175,0.122825,a_noamd
a_noamd/N0032.jpg,0.864634,0.135366,a_noamd
a_noamd/N0033.jpg,0.857264,0.142736,a_noamd
a_noamd/N0034.jpg,0.856885,0.143115,a_noamd
a_noamd/N0035.jpg,0.622168,0.377832,a_noamd
a_noamd/N0036.jpg,0.455587,0.544413,b_amd
a_noamd/N0037.jpg,0.878339,0.121661,a_noamd
a_noamd/N0038.jpg,0.879707,0.120293,a_noamd
a_noamd/N0039.jpg,0.636569,0.363431,a_noamd
a_noamd/N0040.jpg,0.656272,0.343728,a_noamd
a_noamd/N0041.jpg,0.668027,0.331973,a_noamd
a_noamd/N0042.jpg,0.203274,0.796726,b_amd
a_noamd/N0043.jpg,0.343956,0.656044,b_amd
a_noamd/N0044.jpg,0.757924,0.242076,a_noamd
a_noamd/N0045.jpg,0.748344,0.251656,a_noamd
a_noamd/N0046.jpg,0.895717,0.104283,a_noamd
a_noamd/N0047.jpg,0.888541,0.111459,a_noamd
a_noamd/N0048.jpg,0.864905,0.135095,a_noamd
a_noamd/N0049.jpg,0.863178,0.136822,a_noamd
a_noamd/N0050.jpg,0.878791,0.121209,a_noamd
a_noamd/N0051.jpg,0.873546,0.126454,a_noamd
