filename,prob_a_noamd,prob_b_amd,predicted_class
N0001.jpg,0.681583,0.318417,a_noamd
N0002.jpg,0.680023,0.319977,a_noamd
N0003.jpg,0.634260,0.365740,a_noamd
N0004.jpg,0.667725,0.332275,a_noamd
N0005.jpg,0.654253,0.345747,a_noamd
N0006.jpg,0.633201,0.366799,a_noamd
N0007.jpg,0.629765,0.370235,a_noamd
N0008.jpg,0.653704,0.346296,a_noamd
N0009.jpg,0.626497,0.373503,a_noamd
N0010.jpg,0.633389,0.366611,a_noamd
N0011.jpg,0.639029,0.360971,a_noamd
N0012.jpg,0.638750,0.361250,a_noamd
N0013.jpg,0.687201,0.312799,a_noamd
N0014.jpg,0.684250,0.315751,a_noamd
N0015.jpg,0.679925,0.320075,a_noamd
N0016.jpg,0.702216,0.297784,a_noamd
N0017.jpg,0.649417,0.350583,a_noamd
N0018.jpg,0.654017,0.345983,a_noamd
N0019.jpg,0.644543,0.355457,a_noamd
N0020.jpg,0.636159,0.363841,a_noamd
N0021.jpg,0.633605,0.366395,a_noamd
N0022.jpg,0.617298,0.382702,a_noamd
N0023.jpg,0.663385,0.336615,a_noamd
N0024.jpg,0.658288,0.341712,a_noamd
N0025.jpg,0.624893,0.375106,a_noamd
N0026.jpg,0.673729,0.326271,a_noamd
N0027.jpg,0.683422,0.316578,a_noamd
N0028.jpg,0.736073,0.263927,a_noamd
N0029.jpg,0.644006,0.355994,a_noamd
N0030.jpg,0.637391,0.362609,a_noamd
N0031.jpg,0.688149,0.311851,a_noamd
N0032.jpg,0.681044,0.318956,a_noamd
N0033.jpg,0.701453,0.298547,a_noamd
N0034.jpg,0.704936,0.295064,a_noamd
N0035.jpg,0.645247,0.354753,a_noamd
N0036.jpg,0.664493,0.335507,a_noamd
N0037.jpg,0.656055,0.343945,a_noamd
N0038.jpg,0.667407,0.332593,a_noamd
N0039.jpg,0.671760,0.328240,a_noamd
N0040.jpg,0.669963,0.330037,a_noamd
N0041.jpg,0.630391,0.369609,a_noamd
N0042.jpg,0.687195,0.312805,a_noamd
N0043.jpg,0.695623,0.304377,a_noamd
N0044.jpg,0.708741,0.291259,a_noamd
N0045.jpg,0.667800,0.332200,a_noamd
N0046.jpg,0.687491,0.312509,a_noamd
N0047.jpg,0.686213,0.313787,a_noamd
N0048.jpg,0.690434,0.309566,a_noamd
N0049.jpg,0.678378,0.321622,a_noamd
N0050.jpg,0.661028,0.338972,a_noamd
N0051.jpg,0.638650,0.361350,a_noamd
N0052.jpg,0.664510,0.335490,a_noamd
N0053.jpg,0.644221,0.355779,a_noamd
N0054.jpg,0.694029,0.305971,a_noamd
N0055.jpg,0.683559,0.316441,a_noamd
N0056.jpg,0.573365,0.426635,a_noamd
N0057.jpg,0.689942,0.310058,a_noamd
N0058.jpg,0.613733,0.386267,a_noamd
N0059.jpg,0.636535,0.363465,a_noamd
N0060.jpg,0.689290,0.310710,a_noamd
N0061.jpg,0.686298,0.313702,a_noamd
N0062.jpg,0.693051,0.306949,a_noamd
N0063.jpg,0.731200,0.268800,a_noamd
N0064.jpg,0.650612,0.349388,a_noamd
N0065.jpg,0.642703,0.357297,a_noamd
N0066.jpg,0.577935,0.422065,a_noamd
N0067.jpg,0.606329,0.393671,a_noamd
N0068.jpg,0.632248,0.367752,a_noamd
N0069.jpg,0.691422,0.308578,a_noamd
N0070.jpg,0.709004,0.290996,a_noamd
N0071.jpg,0.688638,0.311362,a_noamd
N0072.jpg,0.674675,0.325325,a_noamd
N0073.jpg,0.701445,0.298555,a_noamd
N0074.jpg,0.724374,0.275626,a_noamd
N0075.jpg,0.687573,0.312427,a_noamd
N0076.jpg,0.677423,0.322577,a_noamd
N0077.jpg,0.677156,0.322844,a_noamd
N0078.jpg,0.667807,0.332193,a_noamd
N0079.jpg,0.673694,0.326306,a_noamd
N0080.jpg,0.633130,0.366870,a_noamd
N0081.jpg,0.664363,0.335637,a_noamd
N0082.jpg,0.667781,0.332219,a_noamd
N0083.jpg,0.643729,0.356271,a_noamd
N0084.jpg,0.661978,0.338022,a_noamd
N0085.jpg,0.644315,0.355685,a_noamd
N0086.jpg,0.670361,0.329639,a_noamd
N0087.jpg,0.691485,0.308515,a_noamd
N0088.jpg,0.663402,0.336598,a_noamd
N0089.jpg,0.666027,0.333973,a_noamd
N0090.jpg,0.708888,0.291112,a_noamd
N0091.jpg,0.695654,0.304346,a_noamd
N0092.jpg,0.640791,0.359209,a_noamd
N0093.jpg,0.624536,0.375464,a_noamd
N0094.jpg,0.658411,0.341589,a_noamd
N0095.jpg,0.626995,0.373005,a_noamd
N0096.jpg,0.667081,0.332919,a_noamd
N0097.jpg,0.674419,0.325581,a_noamd
N0098.jpg,0.661269,0.338731,a_noamd
N0099.jpg,0.599198,0.400802,a_noamd
N0100.jpg,0.651600,0.348400,a_noamd
N0101.jpg,0.665360,0.334640,a_noamd
N0102.jpg,0.666908,0.333092,a_noamd
N0103.jpg,0.685556,0.314444,a_noamd
N0104.jpg,0.649039,0.350961,a_noamd
N0105.jpg,0.676168,0.323832,a_noamd
N0106.jpg,0.698413,0.301587,a_noamd
N0107.jpg,0.607742,0.392258,a_noamd
N0108.jpg,0.661884,0.338116,a_noamd
N0109.jpg,0.746918,0.253082,a_noamd
N0110.jpg,0.675663,0.324337,a_noamd
N0111.jpg,0.674150,0.325850,a_noamd
N0112.jpg,0.683697,0.316303,a_noamd
N0113.jpg,0.658189,0.341811,a_noamd
N0114.jpg,0.664394,0.335606,a_noamd
N0115.jpg,0.658123,0.341877,a_noamd
N0116.jpg,0.644002,0.355998,a_noamd
N0117.jpg,0.682756,0.317244,a_noamd
N0118.jpg,0.653266,0.346734,a_noamd
N0119.jpg,0.660560,0.339440,a_noamd
N0120.jpg,0.671839,0.328161,a_noamd
N0121.jpg,0.651985,0.348015,a_noamd
N0122.jpg,0.661776,0.338224,a_noamd
N0123.jpg,0.722157,0.277843,a_noamd
N0124.jpg,0.671441,0.328559,a_noamd
N0125.jpg,0.667831,0.332169,a_noamd
N0126.jpg,0.667048,0.332952,a_noamd
N0127.jpg,0.629122,0.370878,a_noamd
N0128.jpg,0.633739,0.366261,a_noamd
N0129.jpg,0.659944,0.340056,a_noamd
N0130.jpg,0.691750,0.308250,a_noamd
N0131.jpg,0.671929,0.328071,a_noamd
N0132.jpg,0.608030,0.391969,a_noamd
N0133.jpg,0.628964,0.371036,a_noamd
N0134.jpg,0.631817,0.368183,a_noamd
N0135.jpg,0.670707,0.329293,a_noamd
N0136.jpg,0.668983,0.331017,a_noamd
