filename,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr,predicted_class
002c21358ce6.png,0.906941,0.024088,0.041386,0.014604,0.012981,anodr
005b95c28852.png,0.877648,0.030521,0.053796,0.018463,0.019572,anodr
00cc2b75cddd.png,0.710117,0.082540,0.125597,0.038855,0.042891,anodr
0182152c50de.png,0.666457,0.100158,0.146568,0.041683,0.045134,anodr
02cd34a85b24.png,0.781007,0.060698,0.093117,0.032123,0.033055,anodr
03b373718013.png,0.684294,0.104480,0.133018,0.038709,0.039500,anodr
04aef84a2cc1.png,0.700922,0.061904,0.137595,0.049791,0.049787,anodr
05b1bb2bdb81.png,0.807544,0.042969,0.093481,0.031274,0.024733,anodr
07596907347b.png,0.824626,0.050605,0.078492,0.023586,0.022692,anodr
07751b94a88a.png,0.796484,0.056140,0.082180,0.034198,0.030998,anodr
0790515cf5af.png,0.499783,0.122247,0.240434,0.063659,0.073877,anodr
08037e4490e5.png,0.682845,0.071004,0.146782,0.048959,0.050411,anodr
0851d6a69589.png,0.779771,0.058051,0.097482,0.031882,0.032814,anodr
08b6e3240858.png,0.741456,0.050282,0.118266,0.049261,0.040735,anodr
08bef347f40d.png,0.690999,0.081629,0.137058,0.046670,0.043643,anodr
08ee569d4721.png,0.694054,0.076713,0.142107,0.040646,0.046480,anodr
09237bf783a4.png,0.846991,0.040232,0.063023,0.025261,0.024492,anodr
096436d68d06.png,0.760585,0.054474,0.107891,0.043309,0.033741,anodr
099021fac3c9.png,0.834078,0.038993,0.069665,0.031153,0.026111,anodr
09c8323c612e.png,0.859068,0.039245,0.062217,0.019417,0.020054,anodr
0a38b552372d.png,0.491933,0.124488,0.243951,0.061906,0.077722,anodr
0a85a1e8f9e9.png,0.790156,0.032667,0.105443,0.039895,0.031840,anodr
0babc12807b2.png,0.286562,0.126020,0.385606,0.089927,0.111886,cmoderatedr
0cbcc7b23613.png,0.854286,0.029945,0.063842,0.028239,0.023688,anodr
0cd31078cd08.png,0.769444,0.059145,0.103533,0.034163,0.033716,anodr
0ce062f26edc.png,0.685466,0.065743,0.151602,0.055307,0.041883,anodr
0cecc2864b7f.png,0.756562,0.054386,0.110779,0.038784,0.039490,anodr
0d9a9896f801.png,0.842158,0.038422,0.077436,0.021697,0.020288,anodr
0da321efbce6.png,0.544520,0.109936,0.224164,0.059134,0.062245,anodr
0db1d8dcf219.png,0.631647,0.083621,0.163120,0.056166,0.065446,anodr
0e3572b5884a.png,0.824014,0.045357,0.079629,0.025473,0.025527,anodr
