filename,prob_anormal,prob_cglaucoma,predicted_class
image_001_170.jpg,0.659024,0.340976,anormal
image_002_202.jpg,0.575273,0.424727,anormal
image_003_50.jpg,0.643287,0.356713,anormal
image_004_65.jpg,0.628572,0.371428,anormal
image_005_13.jpg,0.702414,0.297586,anormal
image_006_4.jpg,0.645030,0.354970,anormal
image_007_5.jpg,0.642044,0.357956,anormal
image_008_116.jpg,0.649658,0.350342,anormal
image_009_125.jpg,0.718218,0.281782,anormal
image_010_41.jpg,0.582483,0.417517,anormal
image_011_214.jpg,0.713310,0.286690,anormal
image_012_56.jpg,0.512912,0.487088,anormal
image_013_71.jpg,0.706457,0.293543,anormal
image_014_59.jpg,0.705828,0.294172,anormal
image_015_209.jpg,0.660854,0.339146,anormal
image_016_82.jpg,0.708362,0.291638,anormal
image_017_93.jpg,0.564786,0.435214,anormal
image_018_120.jpg,0.773044,0.226956,anormal
image_019_168.jpg,0.639668,0.360332,anormal
image_020_10.jpg,0.617216,0.382784,anormal
image_021_26.jpg,0.727794,0.272206,anormal
image_022_55.jpg,0.689508,0.310492,anormal
image_023_103.jpg,0.622022,0.377978,anormal
image_024_200.jpg,0.712226,0.287774,anormal
image_025_99.jpg,0.639950,0.360050,anormal
image_026_146.jpg,0.691767,0.308233,anormal
image_027_32.jpg,0.619669,0.380331,anormal
image_028_96.jpg,0.661264,0.338736,anormal
image_029_217.jpg,0.641616,0.358384,anormal
image_030_219.jpg,0.712879,0.287121,anormal
image_031_49.jpg,0.649820,0.350180,anormal
image_032_39.jpg,0.705784,0.294216,anormal
image_033_187.jpg,0.629520,0.370480,anormal
image_034_36.jpg,0.716576,0.283424,anormal
image_035_160.jpg,0.626138,0.373862,anormal
image_036_25.jpg,0.684595,0.315405,anormal
image_037_178.jpg,0.667259,0.332741,anormal
image_038_95.jpg,0.615128,0.384872,anormal
image_039_12.jpg,0.577810,0.422190,anormal
image_040_16.jpg,0.720978,0.279022,anormal
image_041_108.jpg,0.699356,0.300644,anormal
