filename,prob_anodr,prob_bmilddr,prob_cmoderatedr,prob_dseveredr,prob_eproliferativedr,predicted_class
20051020_43808_0100_PP_967.png,0.704795,0.058189,0.131214,0.050722,0.055079,anodr
20051020_44261_0100_PP_1191.png,0.733535,0.056871,0.130169,0.035931,0.043495,anodr
20051020_44284_0100_PP_502.png,0.795463,0.045494,0.098323,0.030737,0.029983,anodr
20051020_44338_0100_PP_547.png,0.594259,0.086797,0.174492,0.068504,0.075947,anodr
20051020_44400_0100_PP_920.png,0.594631,0.094284,0.173415,0.065270,0.072399,anodr
20051020_44431_0100_PP_514.png,0.511630,0.092552,0.225261,0.077509,0.093048,anodr
20051020_44692_0100_PP_419.png,0.483647,0.090424,0.255062,0.080275,0.090592,anodr
20051020_44714_0100_PP_1199.png,0.691393,0.063345,0.137713,0.052687,0.054862,anodr
20051020_44982_0100_PP_486.png,0.714199,0.063437,0.123365,0.047053,0.051946,anodr
20051020_56791_0100_PP_1185.png,0.690519,0.082578,0.140740,0.045322,0.040840,anodr
20051020_57157_0100_PP_971.png,0.649979,0.081278,0.152217,0.060931,0.055595,anodr
20051020_57967_0100_PP_829.png,0.680905,0.069323,0.151652,0.050442,0.047679,anodr
20051020_58065_0100_PP_561.png,0.698191,0.058346,0.137997,0.048827,0.056639,anodr
20051020_61757_0100_PP_484.png,0.777463,0.043995,0.107540,0.036068,0.034934,anodr
20051020_62461_0100_PP_76.png,0.550599,0.082986,0.212401,0.067369,0.086645,anodr
20051020_62510_0100_PP_106.png,0.453845,0.094935,0.260818,0.077060,0.113342,anodr
20051020_62577_0100_PP_479.png,0.742469,0.059640,0.121960,0.038468,0.037464,anodr
20051020_62615_0100_PP_294.png,0.666515,0.072821,0.160548,0.047522,0.052594,anodr
20051020_63269_0100_PP_1183.png,0.658933,0.065279,0.158791,0.057411,0.059585,anodr
20051020_63337_0100_PP_471.png,0.557836,0.084624,0.214964,0.070621,0.071955,anodr
20051020_64249_0100_PP_1004.png,0.752095,0.051751,0.121069,0.039275,0.035811,anodr
20051020_64388_0100_PP_1194.png,0.740933,0.056396,0.121028,0.042540,0.039102,anodr
20051020_64653_0100_PP_124.png,0.656662,0.097289,0.144226,0.055136,0.046687,anodr
20051020_64775_0100_PP_480.png,0.700961,0.051799,0.159503,0.044449,0.043287,anodr
20051020_64836_0100_PP_1270.png,0.641443,0.063107,0.181970,0.061125,0.052355,anodr
20051021_36380_0100_PP_135.png,0.701920,0.070231,0.133010,0.046310,0.048530,anodr
20051021_36476_0100_PP_1243.png,0.640561,0.080461,0.172100,0.049800,0.057078,anodr
20051021_39845_0100_PP_315.png,0.565911,0.071685,0.214217,0.067322,0.080865,anodr
20051021_39914_0100_PP_1352.png,0.581573,0.080028,0.197877,0.068458,0.072064,anodr
20051021_51418_0100_PP_18.png,0.686300,0.082581,0.132971,0.049653,0.048495,anodr
20051021_51476_0100_PP_150.png,0.661022,0.068880,0.163317,0.052037,0.054744,anodr
20051021_51936_0100_PP_1379.png,0.583295,0.087783,0.189289,0.062112,0.077521,anodr
20051021_51994_0100_PP_1283.png,0.580747,0.091767,0.184118,0.066877,0.076491,anodr
20051021_57798_0100_PP_1322.png,0.526263,0.092810,0.230653,0.068146,0.082128,anodr
20051021_57862_0100_PP_372.png,0.519537,0.094726,0.237298,0.063949,0.084490,anodr
20051021_57975_0100_PP_517.png,0.843506,0.035296,0.072922,0.025771,0.022505,anodr
20051021_58035_0100_PP_1138.png,0.741573,0.046603,0.127835,0.042370,0.041619,anodr
20051021_58388_0100_PP_1300.png,0.743713,0.047364,0.117102,0.044550,0.047271,anodr
20051021_58522_0100_PP_50.png,0.661186,0.060335,0.161861,0.056848,0.059770,anodr
20051109_57843_0400_PP_1109.png,0.752994,0.055146,0.111164,0.037625,0.043070,anodr
20051109_59969_0400_PP_1079.png,0.689034,0.071542,0.134169,0.048792,0.056464,anodr
20051109_60031_0400_PP_528.png,0.623000,0.083567,0.174212,0.058610,0.060610,anodr
20051109_60136_0400_PP_905.png,0.699299,0.069486,0.135598,0.049318,0.046300,anodr
20051110_33960_0400_PP_35.png,0.632233,0.075624,0.172964,0.062108,0.057072,anodr
20051110_34013_0400_PP_151.png,0.571893,0.094367,0.198656,0.063296,0.071788,anodr
20051110_35239_0400_PP_836.png,0.710675,0.066513,0.130701,0.043188,0.048923,anodr
20051110_35279_0400_PP_1033.png,0.694516,0.062152,0.145781,0.042296,0.055256,anodr
20051110_35332_0400_PP_497.png,0.732049,0.069970,0.113258,0.041705,0.043019,anodr
20051110_37992_0400_PP_1043.png,0.742740,0.064192,0.106075,0.041357,0.045635,anodr
20051110_38111_0400_PP_429.png,0.833426,0.041169,0.071462,0.026368,0.027575,anodr
20051110_38156_0400_PP_477.png,0.611846,0.083880,0.189380,0.054663,0.060231,anodr
20051110_38280_0400_PP_83.png,0.655272,0.072327,0.148254,0.061913,0.062234,anodr
20051110_38313_0400_PP_1041.png,0.547908,0.075384,0.221046,0.069859,0.085802,anodr
20051110_38352_0400_PP_934.png,0.610236,0.065963,0.193960,0.060412,0.069429,anodr
20051110_38472_0400_PP_1127.png,0.632536,0.090733,0.156270,0.053259,0.067201,anodr
20051110_38507_0400_PP_1190.png,0.516272,0.099872,0.228877,0.063458,0.091520,anodr
20051116_43388_0400_PP_344.png,0.685993,0.072847,0.146307,0.044201,0.050651,anodr
20051116_43585_0400_PP_950.png,0.595313,0.098399,0.178717,0.058082,0.069489,anodr
20051116_43710_0400_PP_95.png,0.664233,0.061321,0.148442,0.054667,0.071338,anodr
20051116_43721_0400_PP_363.png,0.552385,0.074633,0.213458,0.067047,0.092476,anodr
20051116_43785_0400_PP_445.png,0.715931,0.073122,0.116484,0.046696,0.047767,anodr
20051116_43801_0400_PP_325.png,0.738327,0.075092,0.108683,0.042112,0.035786,anodr
20051116_44648_0400_PP_1036.png,0.622696,0.081541,0.164272,0.064472,0.067019,anodr
20051117_37042_0400_PP_1119.png,0.507506,0.104080,0.233000,0.070800,0.084614,anodr
20051117_37051_0400_PP_1136.png,0.530003,0.100912,0.210543,0.077429,0.081112,anodr
20051117_37078_0400_PP_559.png,0.658888,0.063517,0.162079,0.053822,0.061693,anodr
20051117_37100_0400_PP_1083.png,0.626335,0.064542,0.190649,0.056619,0.061854,anodr
20051117_37130_0400_PP_938.png,0.731610,0.054693,0.120075,0.044367,0.049255,anodr
20051117_37155_0400_PP_84.png,0.745072,0.052623,0.116330,0.040654,0.045322,anodr
20051117_37185_0400_PP_404.png,0.658486,0.076150,0.145429,0.055838,0.064097,anodr
20051117_37321_0400_PP_947.png,0.638904,0.072753,0.166589,0.057895,0.063858,anodr
20051130_53586_0400_PP_1121.png,0.571681,0.085608,0.187993,0.062734,0.091984,anodr
20051130_53623_0400_PP_894.png,0.690071,0.051992,0.161224,0.052489,0.044224,anodr
20051130_53663_0400_PP_510.png,0.751304,0.049903,0.117108,0.042203,0.039481,anodr
20051130_53991_0400_PP_277.png,0.716745,0.056509,0.123551,0.047863,0.055332,anodr
20051130_54030_0400_PP_946.png,0.647482,0.068794,0.155578,0.060086,0.068060,anodr
20051130_54077_0400_PP_1117.png,0.556108,0.092926,0.222161,0.057112,0.071693,anodr
20051130_54121_0400_PP_1281.png,0.543605,0.095628,0.202069,0.069861,0.088836,anodr
20051130_54257_0400_PP_506.png,0.725024,0.061746,0.117026,0.046399,0.049805,anodr
20051130_54301_0400_PP_93.png,0.639494,0.069038,0.156427,0.060998,0.074044,anodr
20051130_54323_0400_PP_978.png,0.505734,0.098556,0.230817,0.073162,0.091731,anodr
20051130_54476_0400_PP_394.png,0.699892,0.061386,0.144966,0.043605,0.050151,anodr
20051130_54498_0400_PP_1217.png,0.562747,0.085256,0.209602,0.064859,0.077536,anodr
20051130_54595_0400_PP_940.png,0.393020,0.102899,0.300241,0.087430,0.116410,anodr
20051130_54802_0400_PP_550.png,0.715989,0.060873,0.136671,0.041861,0.044606,anodr
20051130_54846_0400_PP_289.png,0.731955,0.058429,0.129754,0.038999,0.040863,anodr
20051130_54943_0400_PP_1044.png,0.728650,0.057709,0.127202,0.044453,0.041985,anodr
20051130_54956_0400_PP_875.png,0.775572,0.050104,0.101653,0.037221,0.035450,anodr
20051130_55004_0400_PP_1259.png,0.641711,0.074273,0.152344,0.060343,0.071330,anodr
20051130_55012_0400_PP_865.png,0.585962,0.078981,0.187206,0.066991,0.080860,anodr
20051130_55037_0400_PP_443.png,0.680674,0.066263,0.153698,0.048083,0.051282,anodr
20051130_55048_0400_PP_921.png,0.703287,0.054018,0.143504,0.047925,0.051266,anodr
20051130_55074_0400_PP_986.png,0.617921,0.069928,0.190337,0.051394,0.070420,anodr
20051130_55086_0400_PP_1152.png,0.627913,0.081554,0.180322,0.051931,0.058281,anodr
20051130_55107_0400_PP_316.png,0.538180,0.080742,0.227353,0.071381,0.082344,anodr
20051130_55160_0400_PP_1182.png,0.580324,0.096837,0.208157,0.052027,0.062655,anodr
20051130_55269_0400_PP_820.png,0.677291,0.080276,0.155166,0.042930,0.044336,anodr
20051130_55311_0400_PP_896.png,0.528146,0.097473,0.225506,0.057931,0.090943,anodr
20051130_55323_0400_PP_883.png,0.553931,0.087164,0.212669,0.063139,0.083097,anodr
20051130_55381_0400_PP_504.png,0.748923,0.056622,0.113028,0.040520,0.040908,anodr
20051130_55393_0400_PP_1251.png,0.679762,0.068293,0.146937,0.050810,0.054198,anodr
20051130_58716_0400_PP_355.png,0.746554,0.049325,0.127755,0.041638,0.034727,anodr
20051130_58824_0400_PP_1181.png,0.626943,0.058981,0.202294,0.059653,0.052128,anodr
20051130_58874_0400_PP_1359.png,0.651938,0.060402,0.158274,0.057437,0.071949,anodr
20051130_58888_0400_PP_284.png,0.440109,0.092005,0.278688,0.082762,0.106435,anodr
20051130_58962_0400_PP_973.png,0.523050,0.097651,0.222143,0.067635,0.089522,anodr
20051130_58998_0400_PP_543.png,0.787696,0.032888,0.102134,0.039056,0.038226,anodr
20051130_59029_0400_PP_270.png,0.685326,0.047979,0.163460,0.058526,0.044709,anodr
20051130_59186_0400_PP_350.png,0.753686,0.062699,0.103847,0.036823,0.042944,anodr
20051130_59284_0400_PP_853.png,0.755189,0.057904,0.108046,0.038247,0.040615,anodr
20051130_59374_0400_PP_410.png,0.676877,0.061218,0.154121,0.050136,0.057648,anodr
20051130_59404_0400_PP_392.png,0.751778,0.060626,0.107953,0.040826,0.038817,anodr
20051130_59457_0400_PP_1053.png,0.827788,0.046114,0.076987,0.025124,0.023987,anodr
20051130_59464_0400_PP_1141.png,0.801593,0.046796,0.092015,0.030590,0.029006,anodr
20051130_59749_0400_PP_965.png,0.561098,0.081531,0.201784,0.067250,0.088336,anodr
20051130_59775_0400_PP_1224.png,0.582737,0.086971,0.198746,0.057983,0.073564,anodr
20051130_59793_0400_PP_926.png,0.641319,0.081289,0.156805,0.056769,0.063818,anodr
20051130_59802_0400_PP_430.png,0.550104,0.084491,0.223770,0.069911,0.071724,anodr
20051130_59850_0400_PP_36.png,0.737964,0.060347,0.123712,0.037131,0.040846,anodr
20051130_59869_0400_PP_520.png,0.706377,0.069955,0.139028,0.042185,0.042455,anodr
20051130_59964_0400_PP_312.png,0.668243,0.075594,0.140372,0.052573,0.063219,anodr
20051130_59993_0400_PP_439.png,0.554035,0.100507,0.213149,0.062815,0.069494,anodr
20051130_60040_0400_PP_1355.png,0.675238,0.071249,0.152488,0.047014,0.054011,anodr
20051130_60066_0400_PP_1170.png,0.698271,0.068193,0.136809,0.047876,0.048851,anodr
20051130_60186_0400_PP_1365.png,0.706902,0.067412,0.128163,0.046248,0.051274,anodr
20051130_60234_0400_PP_453.png,0.679636,0.069192,0.146245,0.050753,0.054174,anodr
20051130_60448_0400_PP_860.png,0.441376,0.083960,0.282583,0.079851,0.112230,anodr
20051130_60490_0400_PP_828.png,0.470866,0.074617,0.276527,0.071193,0.106797,anodr
20051130_60532_0400_PP_1052.png,0.509363,0.099227,0.231176,0.076588,0.083646,anodr
20051130_60562_0400_PP_121.png,0.430764,0.106212,0.277613,0.083845,0.101566,anodr
20051130_60601_0400_PP_146.png,0.728265,0.064061,0.114779,0.045266,0.047630,anodr
20051130_60630_0400_PP_60.png,0.526157,0.089652,0.232783,0.068831,0.082577,anodr
20051130_60691_0400_PP_939.png,0.565313,0.084213,0.204319,0.068900,0.077255,anodr
20051130_60715_0400_PP_555.png,0.524972,0.082195,0.228737,0.070469,0.093627,anodr
20051130_60740_0400_PP_1166.png,0.564051,0.088374,0.197838,0.064107,0.085630,anodr
20051130_60794_0400_PP_280.png,0.720875,0.060721,0.126822,0.042852,0.048730,anodr
20051130_60822_0400_PP_980.png,0.756640,0.058374,0.101877,0.040620,0.042488,anodr
20051201_37312_0400_PP_1333.png,0.694704,0.085470,0.125424,0.049463,0.044938,anodr
20051201_37337_0400_PP_839.png,0.650829,0.087182,0.151162,0.053227,0.057599,anodr
20051201_37382_0400_PP_1350.png,0.669493,0.072377,0.150072,0.049828,0.058230,anodr
20051201_37390_0400_PP_833.png,0.746082,0.055368,0.118666,0.040162,0.039722,anodr
20051201_37409_0400_PP_1340.png,0.519851,0.092676,0.232416,0.070217,0.084840,anodr
20051201_37462_0400_PP_357.png,0.606894,0.083687,0.173399,0.063529,0.072492,anodr
20051201_37534_0400_PP_906.png,0.525236,0.095716,0.229465,0.070102,0.079480,anodr
20051201_37557_0400_PP_1336.png,0.590952,0.089022,0.185823,0.064051,0.070152,anodr
20051201_38041_0400_PP_1312.png,0.766439,0.056431,0.098439,0.035772,0.042919,anodr
20051201_38081_0400_PP_963.png,0.667447,0.068020,0.146513,0.056675,0.061345,anodr
20051201_38103_0400_PP_81.png,0.505431,0.111077,0.227892,0.071382,0.084219,anodr
20051201_38137_0400_PP_391.png,0.555988,0.083700,0.204820,0.068033,0.087460,anodr
20051201_38155_0400_PP_112.png,0.666107,0.058690,0.158233,0.052410,0.064560,anodr
20051201_38164_0400_PP_881.png,0.699340,0.069240,0.141695,0.045181,0.044545,anodr
20051201_38199_0400_PP_1329.png,0.586758,0.083531,0.197321,0.061758,0.070632,anodr
20051201_38211_0400_PP_1174.png,0.578835,0.086020,0.204462,0.057936,0.072747,anodr
20051201_38246_0400_PP_1063.png,0.738541,0.051929,0.123185,0.038452,0.047892,anodr
20051201_38262_0400_PP_335.png,0.649154,0.073527,0.163630,0.050650,0.063038,anodr
20051201_38280_0400_PP_1103.png,0.687454,0.074069,0.146918,0.045269,0.046291,anodr
20051201_38291_0400_PP_468.png,0.594444,0.085327,0.200141,0.056904,0.063183,anodr
20051201_38321_0400_PP_903.png,0.526978,0.103872,0.218150,0.066495,0.084505,anodr
20051201_38349_0400_PP_892.png,0.548038,0.100525,0.201356,0.067750,0.082330,anodr
20051201_38466_0400_PP_572.png,0.705090,0.050765,0.148674,0.044206,0.051264,anodr
20051201_38475_0400_PP_560.png,0.727134,0.052256,0.132365,0.041398,0.046847,anodr
20051202_37162_0400_PP_29.png,0.625393,0.089132,0.171274,0.051722,0.062479,anodr
20051202_51599_0400_PP_966.png,0.749088,0.065811,0.105820,0.038031,0.041251,anodr
20051202_51616_0400_PP_1018.png,0.706026,0.070218,0.133176,0.044572,0.046009,anodr
20051205_57651_0400_PP_52.png,0.549236,0.098856,0.214901,0.065221,0.071786,anodr
20051205_57704_0400_PP_1167.png,0.603673,0.090304,0.185152,0.056529,0.064342,anodr
20051205_57757_0400_PP_1100.png,0.693844,0.070019,0.129186,0.049082,0.057868,anodr
20051205_57780_0400_PP_1102.png,0.650566,0.081898,0.149766,0.051459,0.066311,anodr
20051205_57799_0400_PP_868.png,0.323983,0.110087,0.353415,0.084568,0.127948,cmoderatedr
20051205_57809_0400_PP_1228.png,0.733729,0.065753,0.111890,0.038998,0.049630,anodr
20051205_57838_0400_PP_859.png,0.692357,0.065610,0.145968,0.045209,0.050856,anodr
20051205_57879_0400_PP_1254.png,0.703843,0.064518,0.132562,0.045588,0.053488,anodr
20051205_57942_0400_PP_990.png,0.695406,0.068059,0.139469,0.044042,0.053024,anodr
20051205_57988_0400_PP_1112.png,0.716264,0.059537,0.135225,0.044111,0.044863,anodr
20051205_58037_0400_PP_835.png,0.607700,0.066873,0.196346,0.059844,0.069237,anodr
20051205_58060_0400_PP_376.png,0.552009,0.080948,0.229382,0.061752,0.075908,anodr
20051205_58080_0400_PP_1034.png,0.684719,0.072001,0.141127,0.048728,0.053425,anodr
20051205_58091_0400_PP_292.png,0.589795,0.081851,0.195017,0.060353,0.072984,anodr
20051205_58109_0400_PP_1311.png,0.678973,0.066816,0.154081,0.049416,0.050714,anodr
20051205_58125_0400_PP_46.png,0.621917,0.079476,0.177477,0.054473,0.066657,anodr
20051205_58150_0400_PP_393.png,0.699939,0.066662,0.137275,0.046101,0.050024,anodr
20051205_58177_0400_PP_503.png,0.700623,0.064719,0.136836,0.044468,0.053354,anodr
20051205_58354_0400_PP_1282.png,0.658152,0.070481,0.162988,0.051450,0.056928,anodr
20051205_58373_0400_PP_55.png,0.605425,0.083865,0.181903,0.056060,0.072746,anodr
20051205_58409_0400_PP_985.png,0.684874,0.075492,0.139937,0.047166,0.052532,anodr
