filename,predicted_class,prob_a_noamd,prob_b_amd
N0001.jpg,a_noamd,0.865818202495575,0.13418175280094147
N0002.jpg,a_noamd,0.8344003558158875,0.16559965908527374
N0003.jpg,a_noamd,0.9286718368530273,0.07132814824581146
N0004.jpg,a_noamd,0.8917486071586609,0.1082514077425003
N0005.jpg,a_noamd,0.6346333622932434,0.3653666377067566
N0006.jpg,a_noamd,0.822698712348938,0.1773013025522232
N0007.jpg,a_noamd,0.9764235615730286,0.02357647381722927
N0008.jpg,a_noamd,0.9060932993888855,0.09390668570995331
N0009.jpg,a_noamd,0.9564694166183472,0.04353060945868492
N0010.jpg,a_noamd,0.8921198844909668,0.1078801304101944
N0011.jpg,a_noamd,0.576054573059082,0.42394545674324036
N0012.jpg,a_noamd,0.7803874611854553,0.21961256861686707
N0013.jpg,a_noamd,0.9706289172172546,0.02937113307416439
N0014.jpg,a_noamd,0.9750150442123413,0.024984929710626602
N0015.jpg,a_noamd,0.551429271697998,0.44857075810432434
N0016.jpg,a_noamd,0.6631984114646912,0.33680158853530884
N0017.jpg,a_noamd,0.9715132713317871,0.028486743569374084
N0018.jpg,a_noamd,0.9746944308280945,0.025305626913905144
N0019.jpg,a_noamd,0.9686088562011719,0.03139111027121544
N0020.jpg,a_noamd,0.863840639591217,0.13615936040878296
N0021.jpg,a_noamd,0.8411802649497986,0.15881973505020142
N0022.jpg,a_noamd,0.8446658253669739,0.15533412992954254
N0023.jpg,a_noamd,0.804117739200592,0.195882186293602
N0024.jpg,a_noamd,0.6905196309089661,0.30948036909103394
N0025.jpg,a_noamd,0.9758495688438416,0.024150462821125984
N0026.jpg,a_noamd,0.9655481576919556,0.03445183485746384
N0027.jpg,a_noamd,0.8980893492698669,0.10191068798303604
N0028.jpg,a_noamd,0.9303584694862366,0.06964151561260223
N0029.jpg,a_noamd,0.955564558506012,0.04443548247218132
N0030.jpg,a_noamd,0.8323212265968323,0.16767869889736176
N0031.jpg,a_noamd,0.9224284887313843,0.07757151126861572
N0032.jpg,a_noamd,0.9604732394218445,0.03952682763338089
N0033.jpg,a_noamd,0.9125375151634216,0.08746243268251419
