filename,predicted_class,score_a_noamd,score_b_amd
N0001.jpg,a_noamd,0.7634555101394653,0.23654450476169586
N0002.jpg,a_noamd,0.7018656134605408,0.29813435673713684
N0003.jpg,a_noamd,0.9115622639656067,0.0884377583861351
N0004.jpg,a_noamd,0.8815609812736511,0.11843908578157425
N0005.jpg,a_noamd,0.695249617099762,0.3047504127025604
N0006.jpg,a_noamd,0.844842255115509,0.15515775978565216
N0007.jpg,a_noamd,0.9172943234443665,0.08270569890737534
N0008.jpg,a_noamd,0.9182891249656677,0.08171091973781586
N0009.jpg,a_noamd,0.8757878541946411,0.12421218305826187
N0010.jpg,a_noamd,0.7939892411231995,0.20601078867912292
N0011.jpg,a_noamd,0.7947251200675964,0.20527486503124237
N0012.jpg,a_noamd,0.7754706740379333,0.22452932596206665
N0013.jpg,a_noamd,0.914738655090332,0.08526134490966797
N0014.jpg,a_noamd,0.9024776220321655,0.09752239286899567
N0015.jpg,a_noamd,0.8786836862564087,0.12131627649068832
N0016.jpg,a_noamd,0.8800337910652161,0.11996621638536453
N0017.jpg,a_noamd,0.8998416066169739,0.10015842318534851
N0018.jpg,a_noamd,0.9179335236549377,0.08206652104854584
N0019.jpg,a_noamd,0.9097985029220581,0.09020143747329712
N0020.jpg,a_noamd,0.9118927121162415,0.08810724318027496
N0021.jpg,a_noamd,0.8986830711364746,0.10131697356700897
N0022.jpg,a_noamd,0.914438009262085,0.08556193858385086
N0023.jpg,b_amd,0.3333728611469269,0.6666271686553955
N0024.jpg,a_noamd,0.542931318283081,0.45706865191459656
N0025.jpg,a_noamd,0.8986570835113525,0.10134290903806686
N0026.jpg,a_noamd,0.9000936150550842,0.09990639984607697
N0027.jpg,a_noamd,0.8778350353240967,0.12216495722532272
N0028.jpg,a_noamd,0.9099147915840149,0.0900852382183075
N0029.jpg,a_noamd,0.8718215823173523,0.12817835807800293
N0030.jpg,a_noamd,0.7528188824653625,0.24718114733695984
N0031.jpg,a_noamd,0.7699546813964844,0.23004528880119324
N0032.jpg,a_noamd,0.7593095898628235,0.2406904250383377
N0033.jpg,a_noamd,0.7869760990142822,0.21302393078804016
N0034.jpg,a_noamd,0.7931554317474365,0.20684456825256348
N0035.jpg,b_amd,0.47665470838546753,0.5233452320098877
N0036.jpg,b_amd,0.4928843080997467,0.5071157217025757
N0037.jpg,a_noamd,0.907263457775116,0.09273652732372284
N0038.jpg,a_noamd,0.910241961479187,0.0897580087184906
N0039.jpg,a_noamd,0.7469309568405151,0.25306910276412964
N0040.jpg,a_noamd,0.5528792142868042,0.4471207857131958
N0041.jpg,a_noamd,0.5876163840293884,0.4123836159706116
N0042.jpg,b_amd,0.20283223688602448,0.7971677780151367
N0043.jpg,b_amd,0.35793617367744446,0.6420638561248779
N0044.jpg,a_noamd,0.8582939505577087,0.14170600473880768
N0045.jpg,a_noamd,0.872642457485199,0.12735751271247864
N0046.jpg,a_noamd,0.9253494143486023,0.07465061545372009
N0047.jpg,a_noamd,0.9025980234146118,0.09740199893712997
N0048.jpg,a_noamd,0.8975955247879028,0.10240454226732254
N0049.jpg,a_noamd,0.8866949081420898,0.11330514401197433
N0050.jpg,a_noamd,0.8729568123817444,0.12704315781593323
N0051.jpg,a_noamd,0.9173256158828735,0.08267435431480408
N0052.jpg,b_amd,0.36231711506843567,0.6376829147338867
N0053.jpg,a_noamd,0.8404108285903931,0.15958912670612335
N0054.jpg,a_noamd,0.8955718874931335,0.10442809760570526
N0055.jpg,a_noamd,0.8837906718254089,0.11620929837226868
N0056.jpg,a_noamd,0.7274488806724548,0.2725510895252228
N0057.jpg,a_noamd,0.7678167223930359,0.2321832776069641
N0058.jpg,a_noamd,0.6643558144569397,0.3356441557407379
N0059.jpg,a_noamd,0.8358764052391052,0.16412362456321716
N0060.jpg,a_noamd,0.9308447241783142,0.0691552609205246
N0061.jpg,a_noamd,0.8879542946815491,0.11204572021961212
N0062.jpg,a_noamd,0.9169335961341858,0.08306638151407242
N0063.jpg,a_noamd,0.8778347969055176,0.12216518819332123
N0064.jpg,a_noamd,0.9152386784553528,0.08476130664348602
N0065.jpg,a_noamd,0.7806189656257629,0.21938100457191467
N0066.jpg,b_amd,0.03860433027148247,0.9613956809043884
N0067.jpg,b_amd,0.09382899850606918,0.9061710238456726
N0068.jpg,a_noamd,0.9025993943214417,0.09740065038204193
N0069.jpg,a_noamd,0.9161129593849182,0.0838870033621788
N0070.jpg,a_noamd,0.907921314239502,0.09207871556282043
N0071.jpg,a_noamd,0.9076441526412964,0.0923558846116066
N0072.jpg,a_noamd,0.9168740510940552,0.08312597870826721
N0073.jpg,a_noamd,0.9191607236862183,0.08083932846784592
N0074.jpg,a_noamd,0.9188364148139954,0.08116356283426285
N0075.jpg,a_noamd,0.8559616208076477,0.1440383493900299
N0076.jpg,a_noamd,0.8999338150024414,0.100066177546978
N0077.jpg,a_noamd,0.8570042848587036,0.14299574494361877
N0078.jpg,a_noamd,0.8839147090911865,0.1160852313041687
N0079.jpg,b_amd,0.33303576707839966,0.6669642329216003
N0080.jpg,b_amd,0.46611976623535156,0.5338802337646484
N0081.jpg,a_noamd,0.8735458254814148,0.1264541745185852
N0082.jpg,a_noamd,0.9046385884284973,0.0953613668680191
N0083.jpg,a_noamd,0.9148694276809692,0.08513057231903076
N0084.jpg,a_noamd,0.8979963064193726,0.10200374573469162
N0085.jpg,b_amd,0.12830045819282532,0.8716995716094971
N0086.jpg,b_amd,0.22181832790374756,0.7781816124916077
N0087.jpg,a_noamd,0.9013103246688843,0.09868963807821274
N0088.jpg,a_noamd,0.855004072189331,0.14499594271183014
N0089.jpg,a_noamd,0.8757385611534119,0.12426137179136276
N0090.jpg,a_noamd,0.8921545147895813,0.10784550756216049
N0091.jpg,a_noamd,0.9120930433273315,0.08790693432092667
N0092.jpg,a_noamd,0.8717733025550842,0.12822666764259338
N0093.jpg,a_noamd,0.9178321957588196,0.082167848944664
N0094.jpg,a_noamd,0.9044235348701477,0.09557643532752991
N0095.jpg,a_noamd,0.9048458933830261,0.09515417367219925
N0096.jpg,a_noamd,0.8360154032707214,0.16398456692695618
N0097.jpg,a_noamd,0.579673171043396,0.420326828956604
N0098.jpg,a_noamd,0.6427544355392456,0.3572455644607544
N0099.jpg,a_noamd,0.6081750392913818,0.39182496070861816
N0100.jpg,b_amd,0.30010986328125,0.6998901963233948
N0101.jpg,b_amd,0.37113887071609497,0.6288611888885498
N0102.jpg,a_noamd,0.8917519450187683,0.10824808478355408
N0103.jpg,a_noamd,0.8907766938209534,0.10922332853078842
N0104.jpg,a_noamd,0.9180594682693481,0.08194046467542648
N0105.jpg,a_noamd,0.900279700756073,0.09972033649682999
N0106.jpg,a_noamd,0.7007712125778198,0.2992287874221802
N0107.jpg,a_noamd,0.8180898427963257,0.18191012740135193
N0108.jpg,a_noamd,0.8719180822372437,0.12808188796043396
N0109.jpg,a_noamd,0.8859187960624695,0.1140812486410141
N0110.jpg,a_noamd,0.6218104958534241,0.3781895041465759
N0111.jpg,a_noamd,0.8116517066955566,0.18834829330444336
N0112.jpg,a_noamd,0.7464561462402344,0.25354382395744324
N0113.jpg,a_noamd,0.9008991718292236,0.09910082072019577
N0114.jpg,a_noamd,0.7146064639091492,0.2853935658931732
N0115.jpg,a_noamd,0.7649909257888794,0.2350090891122818
N0116.jpg,a_noamd,0.9169308543205261,0.08306916058063507
N0117.jpg,a_noamd,0.9192080497741699,0.08079196512699127
N0118.jpg,a_noamd,0.8908329010009766,0.10916711390018463
N0119.jpg,a_noamd,0.9240819215774536,0.07591800391674042
N0120.jpg,a_noamd,0.799083948135376,0.2009160816669464
N0121.jpg,a_noamd,0.8043693900108337,0.19563066959381104
N0122.jpg,b_amd,0.4809359610080719,0.5190640687942505
N0123.jpg,a_noamd,0.7378540635108948,0.2621459662914276
N0124.jpg,a_noamd,0.744579553604126,0.255420446395874
N0125.jpg,a_noamd,0.9117541909217834,0.08824585378170013
N0126.jpg,a_noamd,0.8585044145584106,0.14149564504623413
N0127.jpg,a_noamd,0.8220174312591553,0.1779826134443283
N0128.jpg,b_amd,0.19791509211063385,0.8020848631858826
N0129.jpg,a_noamd,0.764135479927063,0.2358645349740982
N0130.jpg,a_noamd,0.7200518250465393,0.2799481749534607
N0131.jpg,a_noamd,0.8010198473930359,0.1989801973104477
N0132.jpg,a_noamd,0.9013760089874268,0.09862400591373444
N0133.jpg,a_noamd,0.80108642578125,0.1989135444164276
N0134.jpg,a_noamd,0.8331046104431152,0.16689535975456238
N0135.jpg,b_amd,0.3486255407333374,0.6513744592666626
N0136.jpg,a_noamd,0.8729144334793091,0.1270855814218521
N0137.jpg,a_noamd,0.8722693920135498,0.1277305632829666
N0138.jpg,b_amd,0.44024527072906494,0.5597547292709351
N0139.jpg,a_noamd,0.8876410126686096,0.11235901713371277
N0140.jpg,a_noamd,0.8139375448226929,0.18606242537498474
N0141.jpg,a_noamd,0.7742837071418762,0.22571632266044617
N0142.jpg,a_noamd,0.929498553276062,0.07050150632858276
N0143.jpg,a_noamd,0.8329024910926819,0.1670975685119629
N0144.jpg,a_noamd,0.8576450347900391,0.14235498011112213
N0145.jpg,a_noamd,0.5852433443069458,0.4147565960884094
