filename,score_anormal,score_cglaucoma,predicted_label
anormal/image_001_170.jpg,0.862287,0.137713,anormal
anormal/image_002_202.jpg,0.859233,0.140767,anormal
anormal/image_003_50.jpg,0.848019,0.151981,anormal
anormal/image_004_65.jpg,0.819123,0.180877,anormal
anormal/image_005_13.jpg,0.831359,0.168641,anormal
anormal/image_006_4.jpg,0.773366,0.226634,anormal
anormal/image_007_5.jpg,0.851523,0.148477,anormal
anormal/image_008_116.jpg,0.825286,0.174714,anormal
anormal/image_009_125.jpg,0.803492,0.196508,anormal
anormal/image_010_41.jpg,0.786479,0.213521,anormal
anormal/image_011_214.jpg,0.921888,0.078112,anormal
anormal/image_012_56.jpg,0.767427,0.232573,anormal
anormal/image_013_71.jpg,0.861648,0.138352,anormal
anormal/image_014_59.jpg,0.882751,0.117249,anormal
anormal/image_015_209.jpg,0.679580,0.320420,anormal
anormal/image_016_82.jpg,0.719882,0.280118,anormal
anormal/image_017_93.jpg,0.897502,0.102498,anormal
anormal/image_018_120.jpg,0.859688,0.140312,anormal
anormal/image_019_168.jpg,0.831428,0.168572,anormal
anormal/image_020_10.jpg,0.785895,0.214105,anormal
anormal/image_021_26.jpg,0.831531,0.168469,anormal
anormal/image_022_55.jpg,0.851399,0.148601,anormal
anormal/image_023_103.jpg,0.681848,0.318152,anormal
anormal/image_024_200.jpg,0.749338,0.250662,anormal
anormal/image_025_99.jpg,0.700493,0.299507,anormal
anormal/image_026_146.jpg,0.858333,0.141667,anormal
anormal/image_027_32.jpg,0.794545,0.205455,anormal
anormal/image_028_96.jpg,0.916201,0.083799,anormal
anormal/image_029_217.jpg,0.859084,0.140916,anormal
anormal/image_030_219.jpg,0.796297,0.203703,anormal
anormal/image_031_49.jpg,0.739922,0.260078,anormal
anormal/image_032_39.jpg,0.877858,0.122142,anormal
anormal/image_033_187.jpg,0.507529,0.492471,anormal
anormal/image_034_36.jpg,0.759127,0.240873,anormal
anormal/image_035_160.jpg,0.810718,0.189282,anormal
anormal/image_036_25.jpg,0.797237,0.202763,anormal
anormal/image_037_178.jpg,0.802519,0.197481,anormal
anormal/image_038_95.jpg,0.779255,0.220745,anormal
anormal/image_039_12.jpg,0.777759,0.222241,anormal
anormal/image_040_16.jpg,0.848245,0.151755,anormal
anormal/image_041_108.jpg,0.660486,0.339514,anormal
anormal/image_042_63.jpg,0.863316,0.136684,anormal
anormal/image_043_54.jpg,0.781227,0.218773,anormal
anormal/image_044_70.jpg,0.941427,0.058573,anormal
anormal/image_045_182.jpg,0.786750,0.213250,anormal
anormal/image_046_64.jpg,0.839097,0.160903,anormal
anormal/image_047_143.jpg,0.822805,0.177195,anormal
anormal/image_048_130.jpg,0.889096,0.110904,anormal
anormal/image_049_105.jpg,0.912458,0.087542,anormal
anormal/image_050_163.jpg,0.839614,0.160386,anormal
anormal/image_051_190.jpg,0.839262,0.160738,anormal
anormal/image_052_3.jpg,0.949211,0.050789,anormal
anormal/image_053_136.jpg,0.906660,0.093340,anormal
anormal/image_054_158.jpg,0.830121,0.169879,anormal
anormal/image_055_139.jpg,0.853911,0.146089,anormal
anormal/image_056_142.jpg,0.852723,0.147277,anormal
anormal/image_057_109.jpg,0.854564,0.145436,anormal
anormal/image_058_118.jpg,0.739270,0.260730,anormal
anormal/image_059_220.jpg,0.901353,0.098647,anormal
anormal/image_060_79.jpg,0.884035,0.115965,anormal
anormal/image_061_44.jpg,0.866103,0.133897,anormal
anormal/image_062_135.jpg,0.868163,0.131837,anormal
anormal/image_063_110.jpg,0.931075,0.068925,anormal
anormal/image_064_164.jpg,0.903452,0.096548,anormal
