filename,score_a_noamd,score_b_amd,predicted_label
a_noamd/N0001.jpg,0.860158,0.139842,a_noamd
a_noamd/N0002.jpg,0.900341,0.099659,a_noamd
a_noamd/N0003.jpg,0.789392,0.210608,a_noamd
a_noamd/N0004.jpg,0.748840,0.251160,a_noamd
a_noamd/N0005.jpg,0.751518,0.248482,a_noamd
a_noamd/N0006.jpg,0.908894,0.091106,a_noamd
a_noamd/N0007.jpg,0.948625,0.051375,a_noamd
a_noamd/N0008.jpg,0.941298,0.058702,a_noamd
a_noamd/N0009.jpg,0.666447,0.333553,a_noamd
a_noamd/N0010.jpg,0.561415,0.438585,a_noamd
a_noamd/N0011.jpg,0.616382,0.383618,a_noamd
a_noamd/N0012.jpg,0.913113,0.086887,a_noamd
a_noamd/N0013.jpg,0.937232,0.062768,a_noamd
a_noamd/N0014.jpg,0.930437,0.069563,a_noamd
a_noamd/N0015.jpg,0.824739,0.175261,a_noamd
a_noamd/N0016.jpg,0.732414,0.267586,a_noamd
a_noamd/N0017.jpg,0.893731,0.106269,a_noamd
a_noamd/N0018.jpg,0.890230,0.109770,a_noamd
a_noamd/N0019.jpg,0.875461,0.124539,a_noamd
a_noamd/N0020.jpg,0.789672,0.210328,a_noamd
a_noamd/N0021.jpg,0.899584,0.100416,a_noamd
a_noamd/N0022.jpg,0.721214,0.278786,a_noamd
a_noamd/N0023.jpg,0.255705,0.744295,b_amd
a_noamd/N0024.jpg,0.212834,0.787166,b_amd
a_noamd/N0025.jpg,0.919791,0.080210,a_noamd
a_noamd/N0026.jpg,0.916591,0.083409,a_noamd
a_noamd/N0027.jpg,0.917996,0.082004,a_noamd
a_noamd/N0028.jpg,0.736177,0.263823,a_noamd
a_noamd/N0029.jpg,0.843447,0.156553,a_noamd
a_noamd/N0030.jpg,0.585319,0.414681,a_noamd
a_noamd/N0031.jpg,0.937092,0.062908,a_noamd
a_noamd/N0032.jpg,0.931088,0.068912,a_noamd
a_noamd/N0033.jpg,0.942056,0.057944,a_noamd
a_noamd/N0034.jpg,0.885038,0.114962,a_noamd
a_noamd/N0035.jpg,0.665817,0.334183,a_noamd
a_noamd/N0036.jpg,0.509110,0.490890,a_noamd
a_noamd/N0037.jpg,0.916265,0.083735,a_noamd
a_noamd/N0038.jpg,0.859267,0.140733,a_noamd
a_noamd/N0039.jpg,0.807188,0.192812,a_noamd
a_noamd/N0040.jpg,0.221372,0.778628,b_amd
a_noamd/N0041.jpg,0.178495,0.821505,b_amd
a_noamd/N0042.jpg,0.203329,0.796671,b_amd
a_noamd/N0043.jpg,0.336067,0.663933,b_amd
a_noamd/N0044.jpg,0.628124,0.371876,a_noamd
a_noamd/N0045.jpg,0.776343,0.223657,a_noamd
a_noamd/N0046.jpg,0.946618,0.053382,a_noamd
a_noamd/N0047.jpg,0.761905,0.238095,a_noamd
a_noamd/N0048.jpg,0.838612,0.161388,a_noamd
a_noamd/N0049.jpg,0.811709,0.188291,a_noamd
a_noamd/N0050.jpg,0.799927,0.200073,a_noamd
a_noamd/N0051.jpg,0.871940,0.128060,a_noamd
a_noamd/N0052.jpg,0.594164,0.405836,a_noamd
a_noamd/N0053.jpg,0.629562,0.370438,a_noamd
a_noamd/N0054.jpg,0.374439,0.625561,b_amd
a_noamd/N0055.jpg,0.835871,0.164129,a_noamd
a_noamd/N0056.jpg,0.542614,0.457386,a_noamd
a_noamd/N0057.jpg,0.847110,0.152890,a_noamd
a_noamd/N0058.jpg,0.863322,0.136678,a_noamd
a_noamd/N0059.jpg,0.820523,0.179477,a_noamd
a_noamd/N0060.jpg,0.945522,0.054478,a_noamd
a_noamd/N0061.jpg,0.899884,0.100116,a_noamd
a_noamd/N0062.jpg,0.937950,0.062049,a_noamd
a_noamd/N0063.jpg,0.877299,0.122701,a_noamd
a_noamd/N0064.jpg,0.940296,0.059704,a_noamd
a_noamd/N0065.jpg,0.901962,0.098038,a_noamd
a_noamd/N0066.jpg,0.190641,0.809359,b_amd
a_noamd/N0067.jpg,0.186947,0.813053,b_amd
a_noamd/N0068.jpg,0.704226,0.295774,a_noamd
a_noamd/N0069.jpg,0.928039,0.071961,a_noamd
a_noamd/N0070.jpg,0.667513,0.332487,a_noamd
a_noamd/N0071.jpg,0.852378,0.147622,a_noamd
a_noamd/N0072.jpg,0.949184,0.050816,a_noamd
a_noamd/N0073.jpg,0.909980,0.090020,a_noamd
a_noamd/N0074.jpg,0.953580,0.046420,a_noamd
a_noamd/N0075.jpg,0.903237,0.096763,a_noamd
a_noamd/N0076.jpg,0.911998,0.088002,a_noamd
a_noamd/N0077.jpg,0.901735,0.098265,a_noamd
a_noamd/N0078.jpg,0.907911,0.092089,a_noamd
a_noamd/N0079.jpg,0.665862,0.334138,a_noamd
a_noamd/N0080.jpg,0.725203,0.274797,a_noamd
a_noamd/N0081.jpg,0.873120,0.126880,a_noamd
a_noamd/N0082.jpg,0.931869,0.068131,a_noamd
a_noamd/N0083.jpg,0.891198,0.108802,a_noamd
a_noamd/N0084.jpg,0.774440,0.225560,a_noamd
a_noamd/N0085.jpg,0.639942,0.360059,a_noamd
a_noamd/N0086.jpg,0.341660,0.658340,b_amd
a_noamd/N0087.jpg,0.773067,0.226933,a_noamd
a_noamd/N0088.jpg,0.755112,0.244888,a_noamd
a_noamd/N0089.jpg,0.869233,0.130767,a_noamd
a_noamd/N0090.jpg,0.907490,0.092510,a_noamd
a_noamd/N0091.jpg,0.939840,0.060160,a_noamd
a_noamd/N0092.jpg,0.876298,0.123702,a_noamd
a_noamd/N0093.jpg,0.925044,0.074956,a_noamd
a_noamd/N0094.jpg,0.852490,0.147510,a_noamd
a_noamd/N0095.jpg,0.918407,0.081593,a_noamd
a_noamd/N0096.jpg,0.791136,0.208864,a_noamd
a_noamd/N0097.jpg,0.462810,0.537190,b_amd
a_noamd/N0098.jpg,0.289437,0.710563,b_amd
a_noamd/N0099.jpg,0.619310,0.380690,a_noamd
a_noamd/N0100.jpg,0.321400,0.678600,b_amd
a_noamd/N0101.jpg,0.430962,0.569038,b_amd
a_noamd/N0102.jpg,0.907437,0.092563,a_noamd
a_noamd/N0103.jpg,0.896049,0.103951,a_noamd
a_noamd/N0104.jpg,0.905856,0.094144,a_noamd
a_noamd/N0105.jpg,0.876200,0.123800,a_noamd
a_noamd/N0106.jpg,0.710762,0.289238,a_noamd
a_noamd/N0107.jpg,0.709841,0.290159,a_noamd
a_noamd/N0108.jpg,0.671239,0.328761,a_noamd
a_noamd/N0109.jpg,0.683228,0.316772,a_noamd
a_noamd/N0110.jpg,0.640486,0.359514,a_noamd
a_noamd/N0111.jpg,0.891258,0.108742,a_noamd
a_noamd/N0112.jpg,0.684265,0.315735,a_noamd
a_noamd/N0113.jpg,0.813283,0.186717,a_noamd
a_noamd/N0114.jpg,0.399448,0.600552,b_amd
a_noamd/N0115.jpg,0.253180,0.746820,b_amd
a_noamd/N0116.jpg,0.913317,0.086683,a_noamd
a_noamd/N0117.jpg,0.928417,0.071583,a_noamd
a_noamd/N0118.jpg,0.850541,0.149459,a_noamd
a_noamd/N0119.jpg,0.933275,0.066725,a_noamd
a_noamd/N0120.jpg,0.603629,0.396371,a_noamd
a_noamd/N0121.jpg,0.565477,0.434523,a_noamd
a_noamd/N0122.jpg,0.433024,0.566976,b_amd
a_noamd/N0123.jpg,0.720570,0.279430,a_noamd
a_noamd/N0124.jpg,0.535925,0.464075,a_noamd
a_noamd/N0125.jpg,0.451141,0.548859,b_amd
a_noamd/N0126.jpg,0.499686,0.500314,b_amd
a_noamd/N0127.jpg,0.418296,0.581704,b_amd
a_noamd/N0128.jpg,0.408668,0.591332,b_amd
a_noamd/N0129.jpg,0.572367,0.427633,a_noamd
a_noamd/N0130.jpg,0.755358,0.244642,a_noamd
a_noamd/N0131.jpg,0.622914,0.377086,a_noamd
a_noamd/N0132.jpg,0.876864,0.123136,a_noamd
a_noamd/N0133.jpg,0.846327,0.153673,a_noamd
a_noamd/N0134.jpg,0.762256,0.237744,a_noamd
a_noamd/N0135.jpg,0.645759,0.354241,a_noamd
a_noamd/N0136.jpg,0.918294,0.081706,a_noamd
a_noamd/N0137.jpg,0.742065,0.257935,a_noamd
a_noamd/N0138.jpg,0.565683,0.434317,a_noamd
a_noamd/N0139.jpg,0.749717,0.250283,a_noamd
a_noamd/N0140.jpg,0.660186,0.339814,a_noamd
a_noamd/N0141.jpg,0.683605,0.316395,a_noamd
a_noamd/N0142.jpg,0.954414,0.045586,a_noamd
a_noamd/N0143.jpg,0.914736,0.085264,a_noamd
a_noamd/N0144.jpg,0.800781,0.199219,a_noamd
a_noamd/N0145.jpg,0.440977,0.559023,b_amd
a_noamd/N0146.jpg,0.946681,0.053319,a_noamd
a_noamd/N0147.jpg,0.954414,0.045586,a_noamd
a_noamd/N0148.jpg,0.914736,0.085264,a_noamd
a_noamd/N0149.jpg,0.800781,0.199219,a_noamd
a_noamd/N0150.jpg,0.519162,0.480838,a_noamd
a_noamd/N0151.jpg,0.592627,0.407373,a_noamd
a_noamd/N0152.jpg,0.725069,0.274931,a_noamd
a_noamd/N0153.jpg,0.622723,0.377277,a_noamd
a_noamd/N0154.jpg,0.618334,0.381666,a_noamd
a_noamd/N0155.jpg,0.867696,0.132304,a_noamd
a_noamd/N0156.jpg,0.923855,0.076145,a_noamd
a_noamd/N0157.jpg,0.950527,0.049473,a_noamd
a_noamd/N0158.jpg,0.891868,0.108132,a_noamd
a_noamd/N0159.jpg,0.888382,0.111618,a_noamd
a_noamd/N0160.jpg,0.906191,0.093809,a_noamd
a_noamd/N0161.jpg,0.776897,0.223103,a_noamd
a_noamd/N0162.jpg,0.279843,0.720157,b_amd
a_noamd/N0163.jpg,0.241960,0.758040,b_amd
a_noamd/N0164.jpg,0.876080,0.123920,a_noamd
a_noamd/N0165.jpg,0.751314,0.248686,a_noamd
a_noamd/N0166.jpg,0.695603,0.304397,a_noamd
a_noamd/N0167.jpg,0.190525,0.809475,b_amd
a_noamd/N0168.jpg,0.656049,0.343951,a_noamd
a_noamd/N0169.jpg,0.468130,0.531870,b_amd
a_noamd/N0170.jpg,0.554582,0.445418,a_noamd
a_noamd/N0171.jpg,0.834363,0.165637,a_noamd
a_noamd/N0172.jpg,0.846828,0.153172,a_noamd
a_noamd/N0173.jpg,0.431610,0.568390,b_amd
a_noamd/N0174.jpg,0.757418,0.242582,a_noamd
a_noamd/N0175.jpg,0.523470,0.476530,a_noamd
a_noamd/N0176.jpg,0.691573,0.308427,a_noamd
a_noamd/N0177.jpg,0.581333,0.418667,a_noamd
a_noamd/N0178.jpg,0.733494,0.266506,a_noamd
a_noamd/N0179.jpg,0.483774,0.516226,b_amd
a_noamd/N0180.jpg,0.141211,0.858789,b_amd
a_noamd/N0181.jpg,0.153988,0.846012,b_amd
a_noamd/N0182.jpg,0.853799,0.146201,a_noamd
a_noamd/N0183.jpg,0.868602,0.131398,a_noamd
a_noamd/N0184.jpg,0.901001,0.098999,a_noamd
a_noamd/N0185.jpg,0.858555,0.141445,a_noamd
a_noamd/N0186.jpg,0.808772,0.191228,a_noamd
a_noamd/N0187.jpg,0.443391,0.556609,b_amd
a_noamd/N0188.jpg,0.694047,0.305953,a_noamd
a_noamd/N0189.jpg,0.291312,0.708688,b_amd
a_noamd/N0190.jpg,0.264443,0.735556,b_amd
a_noamd/N0191.jpg,0.274726,0.725274,b_amd
a_noamd/N0192.jpg,0.148646,0.851354,b_amd
a_noamd/N0193.jpg,0.276961,0.723039,b_amd
a_noamd/N0194.jpg,0.728931,0.271069,a_noamd
a_noamd/N0195.jpg,0.288166,0.711834,b_amd
a_noamd/N0196.jpg,0.933797,0.066203,a_noamd
a_noamd/N0197.jpg,0.880656,0.119343,a_noamd
a_noamd/N0198.jpg,0.718081,0.281919,a_noamd
a_noamd/N0199.jpg,0.855349,0.144651,a_noamd
a_noamd/N0200.jpg,0.159860,0.840140,b_amd
a_noamd/N0201.jpg,0.300801,0.699199,b_amd
a_noamd/N0202.jpg,0.674080,0.325920,a_noamd
a_noamd/N0203.jpg,0.515894,0.484106,a_noamd
a_noamd/N0204.jpg,0.867122,0.132878,a_noamd
a_noamd/N0205.jpg,0.870671,0.129329,a_noamd
a_noamd/N0206.jpg,0.518245,0.481755,a_noamd
a_noamd/N0207.jpg,0.754966,0.245034,a_noamd
a_noamd/N0208.jpg,0.556897,0.443103,a_noamd
a_noamd/N0209.jpg,0.697137,0.302863,a_noamd
a_noamd/N0210.jpg,0.697889,0.302111,a_noamd
a_noamd/N0211.jpg,0.826353,0.173647,a_noamd
a_noamd/N0212.jpg,0.820237,0.179763,a_noamd
a_noamd/N0213.jpg,0.740967,0.259033,a_noamd
a_noamd/N0214.jpg,0.656444,0.343556,a_noamd
a_noamd/N0215.jpg,0.836136,0.163864,a_noamd
a_noamd/N0216.jpg,0.832721,0.167279,a_noamd
a_noamd/N0217.jpg,0.895205,0.104795,a_noamd
a_noamd/N0218.jpg,0.900516,0.099484,a_noamd
