filename,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr,predicted_label
anodr/002c21358ce6.png,0.950957,0.011820,0.010489,0.012641,0.014093,anodr
anodr/005b95c28852.png,0.940588,0.011550,0.021124,0.012452,0.014286,anodr
anodr/00cc2b75cddd.png,0.946042,0.015832,0.012912,0.012100,0.013114,anodr
anodr/0182152c50de.png,0.951764,0.013366,0.011593,0.010783,0.012494,anodr
anodr/02cd34a85b24.png,0.882619,0.082876,0.007994,0.010166,0.016345,anodr
anodr/03b373718013.png,0.947313,0.018306,0.009092,0.012434,0.012854,anodr
anodr/04aef84a2cc1.png,0.949845,0.012234,0.013721,0.011471,0.012729,anodr
anodr/05b1bb2bdb81.png,0.947294,0.008078,0.018496,0.012380,0.013752,anodr
anodr/07596907347b.png,0.951289,0.012300,0.013225,0.010500,0.012687,anodr
anodr/07751b94a88a.png,0.943895,0.014419,0.016376,0.013044,0.012266,anodr
anodr/0790515cf5af.png,0.950645,0.014132,0.013206,0.011635,0.010382,anodr
anodr/08037e4490e5.png,0.947355,0.012913,0.013403,0.012494,0.013834,anodr
anodr/0851d6a69589.png,0.851703,0.028473,0.089435,0.012494,0.017895,anodr
anodr/08b6e3240858.png,0.945545,0.013286,0.018238,0.010578,0.012352,anodr
anodr/08bef347f40d.png,0.912946,0.011000,0.048811,0.010726,0.016517,anodr
anodr/08ee569d4721.png,0.954406,0.009873,0.012561,0.012262,0.010899,anodr
anodr/09237bf783a4.png,0.951899,0.013195,0.009457,0.011645,0.013804,anodr
anodr/096436d68d06.png,0.951887,0.011170,0.011457,0.011973,0.013514,anodr
anodr/099021fac3c9.png,0.947575,0.010867,0.016147,0.012687,0.012723,anodr
anodr/09c8323c612e.png,0.945788,0.011154,0.015693,0.011526,0.015839,anodr
anodr/0a38b552372d.png,0.949508,0.010368,0.015767,0.013346,0.011011,anodr
anodr/0a85a1e8f9e9.png,0.947730,0.010028,0.016728,0.012362,0.013153,anodr
anodr/0babc12807b2.png,0.017385,0.267785,0.665570,0.012894,0.036366,cmoderatedr
anodr/0cbcc7b23613.png,0.935075,0.015594,0.028946,0.012091,0.008294,anodr
anodr/0cd31078cd08.png,0.950934,0.012957,0.014054,0.011456,0.010598,anodr
anodr/0ce062f26edc.png,0.949709,0.008196,0.014348,0.014929,0.012817,anodr
anodr/0cecc2864b7f.png,0.950227,0.011057,0.011282,0.014317,0.013117,anodr
anodr/0d9a9896f801.png,0.942163,0.017949,0.014330,0.013349,0.012209,anodr
anodr/0da321efbce6.png,0.954954,0.012672,0.009762,0.011532,0.011079,anodr
anodr/0db1d8dcf219.png,0.947371,0.008355,0.019170,0.012962,0.012141,anodr
anodr/0e3572b5884a.png,0.943955,0.015167,0.010902,0.014758,0.015217,anodr
anodr/0ef4c61dc056.png,0.954456,0.010762,0.013284,0.010580,0.010918,anodr
anodr/0fbbd665431f.png,0.949542,0.012357,0.009815,0.015463,0.012823,anodr
anodr/0fc6829da85b.png,0.948277,0.009552,0.013949,0.014510,0.013712,anodr
anodr/1002b5151b8e.png,0.949123,0.011934,0.012122,0.013052,0.013770,anodr
anodr/103f97a2ab15.png,0.032010,0.910618,0.016625,0.019043,0.021705,bmilddr
anodr/10a5026eb8e6.png,0.949188,0.011781,0.011959,0.014096,0.012976,anodr
anodr/10de500cf0c5.png,0.951776,0.011848,0.013718,0.011874,0.010783,anodr
anodr/10f10fd30718.png,0.949072,0.012291,0.012653,0.011915,0.014069,anodr
anodr/12058bbb8299.png,0.953260,0.009649,0.015232,0.011773,0.010085,anodr
anodr/12bc439d373a.png,0.947437,0.012921,0.012957,0.012684,0.014001,anodr
anodr/12ef75375322.png,0.949908,0.011352,0.011246,0.011904,0.015589,anodr
anodr/143db89c11c8.png,0.948669,0.015249,0.012277,0.012316,0.011490,anodr
anodr/15b21c80cc31.png,0.948174,0.014111,0.009266,0.013170,0.015280,anodr
anodr/15e24b73d4a7.png,0.934841,0.020860,0.020062,0.013301,0.010936,anodr
anodr/1633f8291a80.png,0.948092,0.014344,0.012686,0.013833,0.011045,anodr
anodr/165634a6167e.png,0.950322,0.010378,0.014060,0.011905,0.013336,anodr
anodr/178412895d5e.png,0.914634,0.007783,0.046707,0.013715,0.017161,anodr
anodr/186c1835eec5.png,0.947734,0.014425,0.012114,0.012157,0.013569,anodr
anodr/18b7e34eab8f.png,0.947309,0.016123,0.012653,0.012600,0.011315,anodr
anodr/18b99159a14f.png,0.948640,0.014321,0.011235,0.011589,0.014215,anodr
anodr/18ce0cdc473d.png,0.945331,0.019050,0.008370,0.014785,0.012463,anodr
anodr/1a0dbc6c0cda.png,0.727868,0.031065,0.212343,0.013119,0.015606,anodr
anodr/1a1e974a7dbf.png,0.947171,0.014172,0.013720,0.011985,0.012953,anodr
anodr/1c47815f4a6b.png,0.928692,0.007941,0.043017,0.009959,0.010391,anodr
anodr/1ca62b3e4fd3.png,0.950058,0.010927,0.012413,0.011542,0.015061,anodr
anodr/1d0b93317aa8.png,0.950804,0.009959,0.013491,0.012288,0.013458,anodr
anodr/1d3e9b939732.png,0.948558,0.013022,0.013124,0.012555,0.012741,anodr
anodr/1d74c4713e21.png,0.948563,0.011090,0.014340,0.012366,0.013641,anodr
anodr/1db0393cdbc1.png,0.948217,0.009382,0.015203,0.012557,0.014641,anodr
anodr/1df1530b9b8d.png,0.947185,0.012532,0.016010,0.012472,0.011801,anodr
anodr/1e742358e0b9.png,0.947682,0.014877,0.010456,0.012099,0.014886,anodr
anodr/1e7ccd4a1c87.png,0.946895,0.010432,0.017706,0.013437,0.011531,anodr
anodr/1ec95179cdfe.png,0.949061,0.011275,0.011915,0.014315,0.013434,anodr
anodr/1f31701dd61b.png,0.948001,0.010812,0.017514,0.011801,0.011873,anodr
anodr/1f5496352859.png,0.946154,0.010487,0.016385,0.014464,0.012510,anodr
anodr/218c822a3dd9.png,0.939063,0.015055,0.021174,0.010721,0.013987,anodr
anodr/224c14366e11.png,0.950081,0.012693,0.010226,0.013181,0.013818,anodr
anodr/226c6ceb9185.png,0.942589,0.012033,0.019711,0.012943,0.012725,anodr
anodr/237aa50edc34.png,0.950907,0.009350,0.013803,0.012596,0.013344,anodr
anodr/248dec89b3a2.png,0.950708,0.011700,0.011764,0.012427,0.013401,anodr
anodr/253e96488cfb.png,0.016918,0.957841,0.003280,0.012390,0.009571,bmilddr
anodr/2682e6da9050.png,0.951096,0.010707,0.012684,0.012301,0.013212,anodr
anodr/27933cdbe0cc.png,0.945725,0.014156,0.014205,0.013117,0.012796,anodr
anodr/283c3aeba594.png,0.950627,0.011666,0.011571,0.012153,0.013983,anodr
anodr/28503940d10b.png,0.947470,0.014568,0.012677,0.012600,0.012685,anodr
anodr/28f73575e1f2.png,0.949451,0.012220,0.011697,0.012236,0.014396,anodr
anodr/2923971566fe.png,0.052209,0.901977,0.004579,0.015864,0.025372,bmilddr
anodr/2927665214e1.png,0.943102,0.018528,0.016814,0.010209,0.011347,anodr
anodr/29a13e666266.png,0.948681,0.016956,0.011541,0.010259,0.012562,anodr
anodr/2a4520f1f9a3.png,0.943785,0.015093,0.013319,0.011667,0.016136,anodr
anodr/2b4c7b5f1f1e.png,0.936648,0.022632,0.020016,0.012498,0.008207,anodr
anodr/2b5bb6d33959.png,0.949795,0.012676,0.012052,0.012217,0.013260,anodr
anodr/2bb3c492d6d3.png,0.947216,0.010888,0.016175,0.012627,0.013094,anodr
