filename,score_a_noamd,score_b_amd,predicted_label
a_noamd/N0001.jpg,0.8574699759483337,0.14253000915050507,a_noamd
a_noamd/N0002.jpg,0.8572908639907837,0.1427091360092163,a_noamd
a_noamd/N0003.jpg,0.8571115136146545,0.14288842678070068,a_noamd
a_noamd/N0004.jpg,0.8577085137367249,0.14229148626327515,a_noamd
a_noamd/N0005.jpg,0.8564525246620178,0.14354750514030457,a_noamd
a_noamd/N0006.jpg,0.8561520576477051,0.14384792745113373,a_noamd
a_noamd/N0007.jpg,0.8565725088119507,0.14342747628688812,a_noamd
a_noamd/N0008.jpg,0.8562121987342834,0.14378780126571655,a_noamd
a_noamd/N0009.jpg,0.8565725088119507,0.14342747628688812,a_noamd
a_noamd/N0010.jpg,0.8568721413612366,0.14312781393527985,a_noamd
a_noamd/N0011.jpg,0.8568122982978821,0.1431877166032791,a_noamd
a_noamd/N0012.jpg,0.8566324710845947,0.14336751401424408,a_noamd
a_noamd/N0013.jpg,0.8559715747833252,0.1440284252166748,a_noamd
a_noamd/N0014.jpg,0.8563924431800842,0.14360755681991577,a_noamd
a_noamd/N0015.jpg,0.8568721413612366,0.14312781393527985,a_noamd
a_noamd/N0016.jpg,0.8568122982978821,0.1431877166032791,a_noamd
a_noamd/N0017.jpg,0.8563924431800842,0.14360755681991577,a_noamd
a_noamd/N0018.jpg,0.8559715747833252,0.1440284252166748,a_noamd
a_noamd/N0019.jpg,0.8561520576477051,0.14384792745113373,a_noamd
a_noamd/N0020.jpg,0.8568721413612366,0.14312781393527985,a_noamd
a_noamd/N0021.jpg,0.8536078929901123,0.1463920623064041,a_noamd
a_noamd/N0022.jpg,0.8564525246620178,0.14354750514030457,a_noamd
a_noamd/N0023.jpg,0.8543993234634399,0.14560063183307648,a_noamd
a_noamd/N0024.jpg,0.854884684085846,0.14511536061763763,a_noamd
a_noamd/N0025.jpg,0.8570517301559448,0.14294825494289398,a_noamd
a_noamd/N0026.jpg,0.8572908639907837,0.1427091360092163,a_noamd
a_noamd/N0027.jpg,0.8568721413612366,0.14312781393527985,a_noamd
a_noamd/N0028.jpg,0.8566324710845947,0.14336751401424408,a_noamd
a_noamd/N0029.jpg,0.8563924431800842,0.14360755681991577,a_noamd
a_noamd/N0030.jpg,0.8563924431800842,0.14360755681991577,a_noamd
a_noamd/N0031.jpg,0.8575296401977539,0.1424703449010849,a_noamd
a_noamd/N0032.jpg,0.8572908639907837,0.1427091360092163,a_noamd
a_noamd/N0033.jpg,0.8561520576477051,0.14384792745113373,a_noamd
a_noamd/N0034.jpg,0.8561520576477051,0.14384792745113373,a_noamd
a_noamd/N0035.jpg,0.8572908639907837,0.1427091360092163,a_noamd
a_noamd/N0036.jpg,0.8569320440292358,0.14306794106960297,a_noamd
a_noamd/N0037.jpg,0.8563924431800842,0.14360755681991577,a_noamd
a_noamd/N0038.jpg,0.8565725088119507,0.14342747628688812,a_noamd
