filename,score_anodr,score_bmilddr,score_cmoderatedr,score_dseveredr,score_eproliferativedr,predicted_label
anodr/002c21358ce6.png,0.6898840665817261,0.11064460873603821,0.11032767593860626,0.04951354116201401,0.039630141109228134,anodr
anodr/005b95c28852.png,0.5760751366615295,0.1490904986858368,0.1514568328857422,0.06472858786582947,0.0586489774286747,anodr
anodr/00cc2b75cddd.png,0.6687737107276917,0.1181609109044075,0.11767151951789856,0.052536092698574066,0.042857781052589417,anodr
anodr/0182152c50de.png,0.6765146255493164,0.1154416874051094,0.11496356129646301,0.05150911211967468,0.04157101735472679,anodr
anodr/02cd34a85b24.png,0.6665447354316711,0.11874870210886002,0.11860384047031403,0.052926499396562576,0.043176256120204926,anodr
anodr/03b373718013.png,0.6616380214691162,0.12064041197299957,0.12021409720182419,0.053546931594610214,0.043960560113191605,anodr
anodr/04aef84a2cc1.png,0.6364599466323853,0.12974737584590912,0.12876911461353302,0.056682437658309937,0.04834122583270073,anodr
anodr/05b1bb2bdb81.png,0.5184124708175659,0.16593746840953827,0.1744963824748993,0.07235126197338104,0.06880249083042145,anodr
anodr/07596907347b.png,0.6734104752540588,0.11638014018535614,0.1161530539393425,0.05200396105647087,0.04205244779586792,anodr
anodr/07751b94a88a.png,0.6771543622016907,0.11522689461708069,0.11470763385295868,0.051381900906562805,0.04152914136648178,anodr
anodr/0790515cf5af.png,0.6935789585113525,0.10948590189218521,0.10893266648054123,0.049006979912519455,0.03899553418159485,anodr
anodr/08037e4490e5.png,0.6381855010986328,0.1289135068655014,0.12836389243602753,0.05655927211046219,0.04797779768705368,anodr
anodr/0851d6a69589.png,0.6524473428726196,0.1237187311053276,0.12353762984275818,0.05479942634701729,0.04549691453576088,anodr
anodr/08b6e3240858.png,0.558295488357544,0.15482501685619354,0.15809081494808197,0.06693986058235168,0.061848822981119156,anodr
anodr/08bef347f40d.png,0.6495285630226135,0.1248607262969017,0.12446506321430206,0.05511654168367386,0.046029116958379745,anodr
anodr/08ee569d4721.png,0.6942352056503296,0.10912226885557175,0.10878976434469223,0.049029406160116196,0.03882334753870964,anodr
anodr/09237bf783a4.png,0.6614218354225159,0.12064516544342041,0.12030692398548126,0.05352943763136864,0.04409665986895561,anodr
anodr/096436d68d06.png,0.5508750081062317,0.15661922097206116,0.1613740175962448,0.06801383197307587,0.0631178766489029,anodr
anodr/099021fac3c9.png,0.56938236951828,0.15101872384548187,0.154166579246521,0.06565383076667786,0.05977849289774895,anodr
anodr/09c8323c612e.png,0.6797518134117126,0.11419578641653061,0.11391731351613998,0.05105280876159668,0.041082222014665604,anodr
anodr/0a38b552372d.png,0.6955323815345764,0.10868082195520401,0.10832320898771286,0.048643648624420166,0.038819991052150726,anodr
anodr/0a85a1e8f9e9.png,0.5388869643211365,0.16017213463783264,0.16600462794303894,0.06904913485050201,0.06588714569807053,anodr
anodr/0babc12807b2.png,0.555013120174408,0.15510299801826477,0.1601046472787857,0.06766030192375183,0.062118902802467346,anodr
anodr/0cbcc7b23613.png,0.5777761936187744,0.14858458936214447,0.15074032545089722,0.06447744369506836,0.05842142552137375,anodr
anodr/0cd31078cd08.png,0.6445342302322388,0.126962810754776,0.12586717307567596,0.05541856586933136,0.04721721261739731,anodr
anodr/0ce062f26edc.png,0.6072861552238464,0.13931117951869965,0.1394813358783722,0.060571491718292236,0.053349852561950684,anodr
anodr/0cecc2864b7f.png,0.5722497701644897,0.15061648190021515,0.1526339203119278,0.06512025743722916,0.05937959626317024,anodr
anodr/0d9a9896f801.png,0.6661028861999512,0.11878594011068344,0.11884395778179169,0.05309842526912689,0.04316871240735054,anodr
anodr/0da321efbce6.png,0.5667592883110046,0.15224356949329376,0.15481102466583252,0.06586392968893051,0.06032221019268036,anodr
anodr/0db1d8dcf219.png,0.666774332523346,0.1188911646604538,0.11836984008550644,0.05281562730669975,0.04314897954463959,anodr
anodr/0e3572b5884a.png,0.6955673098564148,0.10867301374673843,0.10831543058156967,0.04862234741449356,0.03882194310426712,anodr
anodr/0ef4c61dc056.png,0.6695830821990967,0.11778516322374344,0.11745493859052658,0.05249704048037529,0.0426797941327095,anodr
anodr/0fbbd665431f.png,0.5252211093902588,0.16394199430942535,0.17180974781513214,0.07149866968393326,0.06752850115299225,anodr
anodr/0fc6829da85b.png,0.5229864120483398,0.16458505392074585,0.1726732701063156,0.07178787887096405,0.06796739995479584,anodr
anodr/1002b5151b8e.png,0.6589851975440979,0.12169185280799866,0.12098091095685959,0.05380304157733917,0.04453899711370468,anodr
anodr/103f97a2ab15.png,0.5235418677330017,0.1644584685564041,0.17243517935276031,0.07172390073537827,0.06784053891897202,anodr
anodr/10a5026eb8e6.png,0.5195444226264954,0.16561102867126465,0.17406807839870453,0.07222656160593033,0.06854988634586334,anodr
anodr/10de500cf0c5.png,0.6487851738929749,0.12525182962417603,0.12459609657526016,0.05518803372979164,0.04617892578244209,anodr
anodr/10f10fd30718.png,0.6939769387245178,0.10924158245325089,0.10886219143867493,0.04893942549824715,0.038979824632406235,anodr
anodr/12058bbb8299.png,0.6964467167854309,0.10840604454278946,0.10795705765485764,0.04856511205434799,0.03862506523728371,anodr
anodr/12bc439d373a.png,0.6788572669029236,0.11457575112581253,0.1141708567738533,0.05098562315106392,0.04141055792570114,anodr
anodr/12ef75375322.png,0.6954536437988281,0.10876806080341339,0.10829111933708191,0.0487094484269619,0.03877771273255348,anodr
anodr/143db89c11c8.png,0.6473504304885864,0.12567856907844543,0.12518858909606934,0.05538959056138992,0.04639286547899246,anodr
anodr/15b21c80cc31.png,0.6914492845535278,0.11022084951400757,0.10968398302793503,0.04931186884641647,0.03933405131101608,anodr
anodr/15e24b73d4a7.png,0.6595296859741211,0.12133239209651947,0.12096267938613892,0.05379493534564972,0.04438033699989319,anodr
anodr/1633f8291a80.png,0.6575846672058105,0.12213192880153656,0.12155187875032425,0.05400420352816582,0.04472735524177551,anodr
anodr/165634a6167e.png,0.5741623044013977,0.14952343702316284,0.15224933624267578,0.06489277631044388,0.05917216092348099,anodr
anodr/178412895d5e.png,0.6757186651229858,0.11550309509038925,0.11536218971014023,0.051649875938892365,0.04176611825823784,anodr
anodr/186c1835eec5.png,0.6965877413749695,0.10837506502866745,0.10789986699819565,0.04859866574406624,0.03853868320584297,anodr
anodr/18b7e34eab8f.png,0.6894372701644897,0.11089737713336945,0.11042457818984985,0.049578215926885605,0.03966253250837326,anodr
anodr/18b99159a14f.png,0.6705425381660461,0.11758017539978027,0.11702171713113785,0.052239611744880676,0.04261591285467148,anodr
anodr/18ce0cdc473d.png,0.6580919027328491,0.12169018387794495,0.12146757543087006,0.053835153579711914,0.04491510987281799,anodr
anodr/1a0dbc6c0cda.png,0.6760342717170715,0.1155993789434433,0.11513464152812958,0.05154800042510033,0.041683733463287354,anodr
anodr/1a1e974a7dbf.png,0.6987406015396118,0.107495978474617,0.10722076147794724,0.0482044517993927,0.038338229060173035,anodr
anodr/1c47815f4a6b.png,0.6074802875518799,0.13915172219276428,0.13949185609817505,0.060561276972293854,0.05331481620669365,anodr
anodr/1ca62b3e4fd3.png,0.527631938457489,0.16321347653865814,0.1708793193101883,0.07112883031368256,0.0671464130282402,anodr
anodr/1d0b93317aa8.png,0.5728457570075989,0.14998401701450348,0.15283019840717316,0.06518808007240295,0.05915190279483795,anodr
