filename,prob_anormal,prob_cglaucoma,prediction
image_001_170.jpg,0.906972,0.093028,anormal
image_002_202.jpg,0.837486,0.162514,anormal
image_003_50.jpg,0.796676,0.203324,anormal
image_004_65.jpg,0.943837,0.056163,anormal
image_005_13.jpg,0.925051,0.074949,anormal
image_006_4.jpg,0.842501,0.157499,anormal
image_007_5.jpg,0.925312,0.074688,anormal
image_008_116.jpg,0.803798,0.196202,anormal
image_009_125.jpg,0.905385,0.094615,anormal
image_010_41.jpg,0.857092,0.142908,anormal
image_011_214.jpg,0.939946,0.060054,anormal
image_012_56.jpg,0.831910,0.168090,anormal
image_013_71.jpg,0.923938,0.076062,anormal
image_014_59.jpg,0.933205,0.066795,anormal
image_015_209.jpg,0.415257,0.584743,cglaucoma
image_016_82.jpg,0.817932,0.182068,anormal
image_017_93.jpg,0.674400,0.325600,anormal
image_018_120.jpg,0.924859,0.075141,anormal
image_019_168.jpg,0.904758,0.095242,anormal
image_020_10.jpg,0.883506,0.116494,anormal
image_021_26.jpg,0.909374,0.090626,anormal
image_022_55.jpg,0.943717,0.056283,anormal
image_023_103.jpg,0.848671,0.151329,anormal
image_024_200.jpg,0.929798,0.070202,anormal
image_025_99.jpg,0.761706,0.238294,anormal
image_026_146.jpg,0.913170,0.086830,anormal
image_027_32.jpg,0.909394,0.090606,anormal
image_028_96.jpg,0.883534,0.116466,anormal
image_029_217.jpg,0.808786,0.191214,anormal
image_030_219.jpg,0.933665,0.066335,anormal
image_031_49.jpg,0.722806,0.277194,anormal
image_032_39.jpg,0.911511,0.088489,anormal
image_033_187.jpg,0.313796,0.686204,cglaucoma
image_034_36.jpg,0.725189,0.274811,anormal
image_035_160.jpg,0.889579,0.110421,anormal
image_036_25.jpg,0.920606,0.079394,anormal
image_037_178.jpg,0.819387,0.180612,anormal
image_038_95.jpg,0.888456,0.111544,anormal
image_039_12.jpg,0.779311,0.220688,anormal
image_040_16.jpg,0.901860,0.098140,anormal
image_041_108.jpg,0.155790,0.844210,cglaucoma
image_042_63.jpg,0.937612,0.062388,anormal
image_043_54.jpg,0.795502,0.204498,anormal
image_044_70.jpg,0.952708,0.047292,anormal
image_045_182.jpg,0.900338,0.099662,anormal
image_046_64.jpg,0.918328,0.081673,anormal
image_047_143.jpg,0.608966,0.391034,anormal
image_048_130.jpg,0.891373,0.108627,anormal
image_049_105.jpg,0.924185,0.075815,anormal
image_050_163.jpg,0.898042,0.101958,anormal
image_051_190.jpg,0.885801,0.114199,anormal
image_052_3.jpg,0.949742,0.050258,anormal
image_053_136.jpg,0.934355,0.065645,anormal
image_054_158.jpg,0.943741,0.056259,anormal
image_055_139.jpg,0.917140,0.082860,anormal
image_056_142.jpg,0.911233,0.088767,anormal
image_057_109.jpg,0.898013,0.101987,anormal
image_058_118.jpg,0.447074,0.552926,cglaucoma
image_059_220.jpg,0.932301,0.067699,anormal
image_060_79.jpg,0.909445,0.090555,anormal
image_061_44.jpg,0.933081,0.066919,anormal
image_062_135.jpg,0.933470,0.066530,anormal
image_063_110.jpg,0.962362,0.037638,anormal
