filename,true_label,predicted_label,prob_a_noamd,prob_b_amd,confidence,correct
a_noamd/T0161.jpg,a_noamd,a_noamd,0.9431496858596802,0.05685032531619072,0.9431496858596802,True
a_noamd/T0216.jpg,a_noamd,a_noamd,0.8024231791496277,0.1975768655538559,0.8024231791496277,True
a_noamd/T0327.jpg,a_noamd,b_amd,0.08140308409929276,0.9185969233512878,0.9185969233512878,False
a_noamd/N0232.jpg,a_noamd,a_noamd,0.8730849623680115,0.1269150674343109,0.8730849623680115,True
a_noamd/N0294.jpg,a_noamd,a_noamd,0.9205538630485535,0.07944609969854355,0.9205538630485535,True
a_noamd/N0132.jpg,a_noamd,a_noamd,0.9389166235923767,0.06108330562710762,0.9389166235923767,True
a_noamd/N0082.jpg,a_noamd,a_noamd,0.9397465586662292,0.060253482311964035,0.9397465586662292,True
a_noamd/N0126.jpg,a_noamd,a_noamd,0.9337930083274841,0.06620699912309647,0.9337930083274841,True
a_noamd/V0145.jpg,a_noamd,a_noamd,0.8233353495597839,0.17666472494602203,0.8233353495597839,True
a_noamd/N0181.jpg,a_noamd,b_amd,0.0874185711145401,0.9125813841819763,0.9125813841819763,False
a_noamd/N0308.jpg,a_noamd,a_noamd,0.8972484469413757,0.10275157541036606,0.8972484469413757,True
a_noamd/N0093.jpg,a_noamd,a_noamd,0.9304055571556091,0.06959442794322968,0.9304055571556091,True
a_noamd/N0052.jpg,a_noamd,b_amd,0.23797254264354706,0.762027382850647,0.762027382850647,False
a_noamd/T0088.jpg,a_noamd,a_noamd,0.9177423119544983,0.08225768804550171,0.9177423119544983,True
a_noamd/T0385.jpg,a_noamd,a_noamd,0.9306222796440125,0.06937765330076218,0.9306222796440125,True
a_noamd/V0254.jpg,a_noamd,b_amd,0.35851025581359863,0.6414897441864014,0.6414897441864014,False
a_noamd/V0238.jpg,a_noamd,a_noamd,0.8572496771812439,0.14275036752223969,0.8572496771812439,True
a_noamd/N0124.jpg,a_noamd,a_noamd,0.8968477249145508,0.10315226763486862,0.8968477249145508,True
a_noamd/T0379.jpg,a_noamd,b_amd,0.2318531572818756,0.7681468725204468,0.7681468725204468,False
a_noamd/N0115.jpg,a_noamd,a_noamd,0.5929198265075684,0.40708017349243164,0.5929198265075684,True
a_noamd/N0023.jpg,a_noamd,b_amd,0.12342337518930435,0.8765766620635986,0.8765766620635986,False
a_noamd/T0296.jpg,a_noamd,a_noamd,0.9328754544258118,0.06712457537651062,0.9328754544258118,True
a_noamd/N0305.jpg,a_noamd,a_noamd,0.9344942569732666,0.06550575792789459,0.9344942569732666,True
a_noamd/V0217.jpg,a_noamd,a_noamd,0.9384129047393799,0.06158706173300743,0.9384129047393799,True
a_noamd/N0270.jpg,a_noamd,a_noamd,0.9095037579536438,0.09049621224403381,0.9095037579536438,True
a_noamd/N0094.jpg,a_noamd,a_noamd,0.9286109805107117,0.07138904929161072,0.9286109805107117,True
a_noamd/V0114.jpg,a_noamd,a_noamd,0.5440782904624939,0.45592164993286133,0.5440782904624939,True
a_noamd/T0312.jpg,a_noamd,b_amd,0.4972496032714844,0.5027503371238708,0.5027503371238708,False
a_noamd/N0286.jpg,a_noamd,a_noamd,0.9333867430686951,0.06661326438188553,0.9333867430686951,True
a_noamd/N0055.jpg,a_noamd,a_noamd,0.9354032278060913,0.06459683924913406,0.9354032278060913,True
a_noamd/N0243.jpg,a_noamd,a_noamd,0.8702065348625183,0.1297934353351593,0.8702065348625183,True
a_noamd/N0250.jpg,a_noamd,a_noamd,0.9278745651245117,0.07212544977664948,0.9278745651245117,True
a_noamd/N0184.jpg,a_noamd,a_noamd,0.9317347407341003,0.06826530396938324,0.9317347407341003,True
a_noamd/V0230.jpg,a_noamd,a_noamd,0.9087021946907043,0.09129778295755386,0.9087021946907043,True
a_noamd/V0231.jpg,a_noamd,a_noamd,0.9148683547973633,0.08513166755437851,0.9148683547973633,True
a_noamd/V0221.jpg,a_noamd,a_noamd,0.9051023721694946,0.09489760547876358,0.9051023721694946,True
a_noamd/T0027.jpg,a_noamd,a_noamd,0.8868299722671509,0.1131700649857521,0.8868299722671509,True
a_noamd/N0101.jpg,a_noamd,b_amd,0.1086697205901146,0.8913303017616272,0.8913303017616272,False
a_noamd/T0101.jpg,a_noamd,b_amd,0.1702466905117035,0.8297532796859741,0.8297532796859741,False
