filename,score_anormal,score_cglaucoma,predicted_label
RET027OD.jpg,0.894973,0.105027,anormal
RET035OD.jpg,0.873916,0.126084,anormal
RET035OS.jpg,0.888855,0.111145,anormal
RET096OD.jpg,0.802865,0.197135,anormal
RET098OD.jpg,0.871037,0.128963,anormal
RET107OD.jpg,0.853974,0.146026,anormal
RET129OS.jpg,0.880232,0.119768,anormal
RET131OD.jpg,0.887107,0.112893,anormal
RET132OD.jpg,0.890865,0.109135,anormal
RET133OD.jpg,0.816991,0.183009,anormal
RET137OD.jpg,0.854763,0.145237,anormal
RET141OS.jpg,0.818882,0.181118,anormal
RET146OS.jpg,0.871857,0.128143,anormal
RET150OS.jpg,0.839142,0.160858,anormal
RET153OS.jpg,0.891905,0.108095,anormal
RET163OS.jpg,0.885334,0.114666,anormal
RET168OS.jpg,0.586079,0.413921,anormal
RET175OD.jpg,0.861713,0.138287,anormal
RET177OD.jpg,0.839603,0.160397,anormal
RET177OS.jpg,0.888759,0.111241,anormal
RET178OD.jpg,0.882630,0.117370,anormal
RET181OS.jpg,0.882124,0.117876,anormal
RET182OD.jpg,0.885235,0.114765,anormal
RET184OD.jpg,0.887984,0.112016,anormal
RET184OS.jpg,0.866585,0.133415,anormal
RET190OS.jpg,0.423577,0.576423,cglaucoma
RET191OS.jpg,0.884039,0.115961,anormal
RET192OS.jpg,0.885136,0.114864,anormal
RET197OD.jpg,0.870377,0.129623,anormal
RET198OD.jpg,0.887984,0.112016,anormal
RET198OS.jpg,0.853058,0.146942,anormal
RET199OD.jpg,0.800068,0.199932,anormal
RET200OD.jpg,0.866641,0.133359,anormal
RET200OS.jpg,0.872075,0.127925,anormal
RET201OD.jpg,0.891434,0.108566,anormal
RET202OD.jpg,0.855429,0.144571,anormal
RET203OD.jpg,0.893123,0.106877,anormal
RET203OS.jpg,0.892187,0.107813,anormal
RET210OD.jpg,0.888372,0.111628,anormal
RET211OS.jpg,0.880232,0.119768,anormal
RET212OD.jpg,0.866528,0.133472,anormal
RET213OS.jpg,0.780412,0.219588,anormal
RET216OD.jpg,0.889912,0.110088,anormal
RET216OS.jpg,0.886224,0.113776,anormal
RET220OD.jpg,0.803637,0.196363,anormal
RET220OS.jpg,0.892093,0.107907,anormal
RET224OD.jpg,0.880077,0.119923,anormal
RET228OS.jpg,0.888081,0.111919,anormal
RET231OD.jpg,0.890199,0.109801,anormal
RET237OD.jpg,0.888178,0.111822,anormal
RET245OS.jpg,0.888759,0.111241,anormal
RET252OS.jpg,0.799912,0.200088,anormal
RET253OD.jpg,0.893495,0.106505,anormal
RET253OS.jpg,0.892375,0.107625,anormal
RET256OD.jpg,0.862641,0.137359,anormal
RET258OD.jpg,0.882630,0.117370,anormal
RET259OD.jpg,0.854095,0.145905,anormal
RET261OS.jpg,0.887400,0.112600,anormal
RET267OD.jpg,0.577138,0.422862,anormal
RET271OS.jpg,0.878783,0.121217,anormal
RET272OD.jpg,0.749729,0.250271,anormal
RET277OS.jpg,0.848219,0.151781,anormal
RET282OD.jpg,0.888372,0.111628,anormal
RET282OS.jpg,0.890675,0.109325,anormal
RET283OS.jpg,0.754010,0.245990,anormal
RET285OS.jpg,0.887887,0.112113,anormal
RET291OD.jpg,0.881920,0.118080,anormal
RET002OD.jpg,0.605945,0.394055,anormal
RET006OS.jpg,0.875415,0.124585,anormal
RET053OD.jpg,0.392744,0.607256,cglaucoma
RET066OS.jpg,0.737725,0.262275,anormal
RET089OD.jpg,0.797557,0.202443,anormal
RET091OD.jpg,0.798972,0.201028,anormal
RET102OD.jpg,0.884139,0.115861,anormal
RET106OD.jpg,0.544620,0.455380,anormal
RET114OS.jpg,0.768212,0.231788,anormal
RET120OD.jpg,0.711230,0.288770,anormal
RET120OS.jpg,0.812198,0.187802,anormal
RET122OD.jpg,0.803251,0.196749,anormal
RET122OS.jpg,0.570331,0.429669,anormal
RET276OS.jpg,0.824956,0.175044,anormal
