filename,score_anormal,score_cglaucoma,predicted_label
image_001_170.jpg,0.732974,0.267026,anormal
image_002_202.jpg,0.804098,0.195902,anormal
image_003_50.jpg,0.625953,0.374047,anormal
image_004_65.jpg,0.888855,0.111145,anormal
image_005_13.jpg,0.815673,0.184327,anormal
image_006_4.jpg,0.515014,0.484986,anormal
image_007_5.jpg,0.868102,0.131898,anormal
image_008_116.jpg,0.578478,0.421522,anormal
image_009_125.jpg,0.847716,0.152284,anormal
image_010_41.jpg,0.880181,0.119820,anormal
image_011_214.jpg,0.883739,0.116261,anormal
image_012_56.jpg,0.890960,0.109040,anormal
image_013_71.jpg,0.867317,0.132683,anormal
image_014_59.jpg,0.817793,0.182207,anormal
image_015_209.jpg,0.889625,0.110375,anormal
image_016_82.jpg,0.717160,0.282840,anormal
image_017_93.jpg,0.875628,0.124372,anormal
image_018_120.jpg,0.845624,0.154376,anormal
image_019_168.jpg,0.807537,0.192463,anormal
image_020_10.jpg,0.789477,0.210523,anormal
image_021_26.jpg,0.878210,0.121790,anormal
image_022_55.jpg,0.879406,0.120594,anormal
image_023_103.jpg,0.686633,0.313367,anormal
image_024_200.jpg,0.880026,0.119974,anormal
image_025_99.jpg,0.508342,0.491658,anormal
image_026_146.jpg,0.877582,0.122418,anormal
image_027_32.jpg,0.723847,0.276153,anormal
image_028_96.jpg,0.866923,0.133077,anormal
image_029_217.jpg,0.872184,0.127816,anormal
image_030_219.jpg,0.872890,0.127110,anormal
image_031_49.jpg,0.618953,0.381047,anormal
image_032_39.jpg,0.858006,0.141994,anormal
image_033_187.jpg,0.872510,0.127490,anormal
image_034_36.jpg,0.778313,0.221687,anormal
image_035_160.jpg,0.769340,0.230660,anormal
image_036_25.jpg,0.863449,0.136551,anormal
image_037_178.jpg,0.835953,0.164047,anormal
image_038_95.jpg,0.826991,0.173009,anormal
image_039_12.jpg,0.692746,0.307254,anormal
image_040_16.jpg,0.821259,0.178741,anormal
image_041_108.jpg,0.541151,0.458849,anormal
image_042_63.jpg,0.475232,0.524768,cglaucoma
image_043_54.jpg,0.518028,0.481972,anormal
image_044_70.jpg,0.751648,0.248352,anormal
image_045_182.jpg,0.663723,0.336277,anormal
image_046_64.jpg,0.886715,0.113285,anormal
image_047_143.jpg,0.831622,0.168378,anormal
image_048_130.jpg,0.879561,0.120439,anormal
image_049_105.jpg,0.887302,0.112698,anormal
image_050_163.jpg,0.883638,0.116362,anormal
image_051_190.jpg,0.890770,0.109230,anormal
image_052_3.jpg,0.891717,0.108283,anormal
image_053_136.jpg,0.834474,0.165526,anormal
image_054_158.jpg,0.403302,0.596698,cglaucoma
image_055_139.jpg,0.637764,0.362236,anormal
image_056_142.jpg,0.528876,0.471124,anormal
image_057_109.jpg,0.842798,0.157202,anormal
image_058_118.jpg,0.665356,0.334644,anormal
image_059_220.jpg,0.839471,0.160529,anormal
image_060_79.jpg,0.891999,0.108001,anormal
image_061_44.jpg,0.890199,0.109801,anormal
